Contig	SRR5004093_1_trimmed_bowtie_bt2-counts.txt	SRR5004090_1_trimmed_bowtie_bt2-counts.txt	SRR5004097_1_trimmed_bowtie_bt2-counts.txt	SRR5004082_1_trimmed_bowtie_bt2-counts.txt	SRR5004083_1_trimmed_bowtie_bt2-counts.txt	SRR5004094_1_trimmed_bowtie_bt2-counts.txt	SRR5004078_1_trimmed_bowtie_bt2-counts.txt	SRR5004096_1_trimmed_bowtie_bt2-counts.txt	SRR5004080_1_trimmed_bowtie_bt2-counts.txt	SRR5004095_1_trimmed_bowtie_bt2-counts.txt	SRR5004091_1_trimmed_bowtie_bt2-counts.txt	SRR5004085_1_trimmed_bowtie_bt2-counts.txt
contig#39977	10	0	5	4	0	7	8	7	10	5	12	4
contig#39978	1	8	2	8	5	4	1	5	7	9	4	5
contig#39979	7	0	3	0	0	3	0	1	3	1	0	3
contig#3998	2123	211	1485	218	273	1941	539	731	920	517	2280	408
contig#39980	10	2	7	0	0	3	2	1	2	0	12	3
contig#39981	18	12	10	10	2	12	5	3	18	7	24	2
contig#39982	12	1	5	0	0	18	8	2	18	5	18	0
contig#39983	15	0	4	4	1	5	5	0	7	0	17	3
contig#39984	19	0	7	3	0	12	0	3	9	4	11	2
contig#39985	69	20	37	10	11	40	39	14	8	24	81	25
contig#39986	3	1	3	3	4	3	4	1	5	2	1	8
contig#39987	10	2	5	1	0	7	2	4	6	6	9	4
contig#39988	57	3	32	6	1	35	10	12	18	10	49	5
contig#39989	6	2	2	8	3	2	5	4	4	3	5	3
contig#3999	1201	54	813	71	15	1085	47	70	517	58	1069	83
contig#39990	15	20	21	17	8	11	9	26	21	10	42	22
contig#39991	8	2	5	7	0	3	6	6	10	1	13	9
contig#39992	1	3	8	13	4	1	7	8	5	5	5	5
contig#39993	8	0	10	0	1	6	4	3	7	3	13	3
contig#39994	17	2	16	3	0	16	2	8	12	3	18	4
contig#39995	20	0	10	11	0	8	4	7	5	10	10	10
contig#39996	24	11	63	18	7	36	10	21	33	28	66	14
contig#39997	39	23	31	38	3	39	13	22	21	22	32	54
contig#39998	16	2	7	2	0	9	11	9	24	4	28	17
contig#39999	21	0	12	4	0	15	4	0	12	5	16	2
contig#4	210	48	67	41	4	49	34	60	226	28	163	30
contig#40	635	309	601	290	70	708	148	315	515	226	839	281
contig#400	2235	240	1464	306	78	1794	325	366	1310	261	2163	484
contig#4000	1140	312	917	736	168	744	502	938	736	648	1149	937
contig#40000	6	3	10	4	2	1	1	10	4	2	12	10
contig#40001	11	2	4	7	2	8	3	1	9	1	6	7
contig#40002	14	1	6	2	2	9	2	3	9	0	4	1
contig#40003	6	3	4	8	1	3	3	1	1	2	3	8
contig#40004	11	0	1	0	0	5	4	3	3	4	2	1
contig#40005	18	0	12	1	3	9	10	4	4	11	29	11
contig#40006	9	0	2	0	0	5	0	1	5	2	2	2
contig#40007	189	30	142	44	22	224	35	67	113	82	196	39
contig#40008	4	2	5	2	0	2	1	0	3	2	3	3
contig#40009	236	5	9	14	0	179	99	8	22	36	12	27
contig#4001	128	107	531	133	23	331	102	274	325	292	517	194
contig#40010	1	2	8	4	0	7	2	1	4	3	7	4
contig#40011	27	11	12	7	0	15	5	4	11	5	10	0
contig#40012	13	4	10	3	4	10	5	5	6	6	10	2
contig#40014	7	5	6	6	0	7	0	1	4	2	2	1
contig#40015	7	2	12	1	0	3	5	1	1	2	9	2
contig#40016	32	4	12	10	4	15	10	9	17	1	16	10
contig#40017	4	1	2	0	0	2	1	1	3	1	5	0
contig#40018	10	4	9	0	0	12	6	0	11	2	24	0
contig#40019	10	3	12	0	0	7	4	4	7	4	16	0
contig#4002	1897	437	1443	813	178	1465	545	1178	1147	690	1997	1019
contig#40020	12	3	10	1	0	9	0	0	11	1	13	2
contig#40021	25	40	50	19	2	48	8	27	51	9	54	22
contig#40022	7	29	15	34	9	10	20	26	15	26	15	51
contig#40023	88	1	2	1	3	47	1	1	2	7	40	3
contig#40024	25	3	14	6	4	13	3	11	3	15	10	4
contig#40025	38	5	24	3	2	27	7	3	14	3	41	3
contig#40026	11	24	11	39	19	6	14	19	8	23	14	50
contig#40027	53	36	38	37	10	45	21	30	37	26	52	55
contig#40028	8	0	9	2	0	16	0	0	11	1	11	0
contig#40029	15	1	11	1	0	15	1	0	3	2	9	0
contig#4003	431	8	308	26	11	479	39	51	171	43	412	32
contig#40030	43	2	51	1	4	47	6	10	8	13	62	4
contig#40031	6	2	4	0	0	25	1	2	4	1	15	0
contig#40032	33	0	14	7	0	24	6	5	13	7	10	6
contig#40033	24	3	23	6	0	34	0	2	16	4	24	3
contig#40034	10	3	22	0	0	26	2	4	20	1	9	1
contig#40035	44	2	19	2	0	25	5	3	16	6	24	1
contig#40036	14	1	9	1	0	11	0	0	10	1	13	5
contig#40037	14	0	1	1	0	8	2	0	4	3	5	3
contig#40038	3	4	4	2	1	0	2	3	2	0	5	9
contig#40039	2	0	0	1	1	1	1	2	6	1	17	0
contig#4004	117	54	110	113	36	97	51	100	66	62	162	104
contig#40040	12	3	15	1	0	12	3	1	10	5	17	1
contig#40041	87	19	44	12	8	55	23	25	29	17	108	15
contig#40042	11	0	7	1	0	12	0	1	7	1	9	1
contig#40043	6	6	8	7	0	12	0	4	4	4	7	4
contig#40044	13	0	1	1	0	4	1	1	7	5	5	1
contig#40045	11	4	4	7	1	9	4	2	2	7	13	6
contig#40046	7	1	19	10	10	2	9	8	12	4	18	6
contig#40047	5	0	0	2	0	0	3	2	3	2	7	6
contig#40048	7	0	1	0	0	3	0	0	18	1	4	0
contig#40049	17	0	12	0	1	12	1	1	9	1	6	3
contig#4005	8441	107	184	171	69	3895	626	812	186	1491	408	102
contig#40050	24	2	4	1	1	11	11	1	4	8	31	2
contig#40051	10	1	2	2	3	1	4	1	10	1	2	4
contig#40052	21	0	9	1	0	5	1	3	13	0	8	0
contig#40053	12	1	4	10	2	9	4	15	26	6	14	5
contig#40054	86	29	42	25	11	50	21	41	28	25	45	30
contig#40055	27	6	11	7	3	18	12	15	12	8	11	23
contig#40056	12	0	3	3	0	11	9	3	4	3	8	6
contig#40057	49	5	52	3	5	65	1	4	26	1	58	2
contig#40058	8	0	6	2	0	13	0	0	6	0	10	0
contig#40059	83	8	55	20	8	47	21	26	19	24	71	28
contig#4006	2050	106	1297	234	77	1584	248	305	919	243	1960	299
contig#40060	143	35	99	55	12	105	43	57	61	43	162	45
contig#40061	52	6	25	31	6	24	26	20	18	13	51	26
contig#40062	7	1	9	1	0	17	0	2	7	2	5	1
contig#40063	59	2	33	0	0	40	6	0	18	1	35	4
contig#40064	30	8	24	8	0	29	12	9	17	2	35	7
contig#40065	16	19	5	23	4	4	6	9	17	17	14	5
contig#40066	8	3	5	4	0	18	4	5	10	2	25	10
contig#40067	7	0	2	4	0	4	2	1	4	6	17	3
contig#40068	14	0	6	0	0	21	3	0	7	7	23	0
contig#40069	9	2	6	6	1	2	2	7	3	3	3	7
contig#4007	1968	102	343	96	26	843	388	82	964	196	801	113
contig#40070	13	1	14	9	4	7	5	9	7	3	14	4
contig#40071	3	8	0	0	0	18	0	0	14	0	0	0
contig#40072	55	16	32	18	9	30	23	19	24	28	44	31
contig#40073	37	12	5	82	36	9	27	64	21	15	18	51
contig#40074	25	5	10	14	1	13	4	14	17	6	35	17
contig#40075	9	0	9	8	0	6	2	2	11	1	4	2
contig#40076	23	11	20	2	0	33	9	10	21	5	39	11
contig#40077	26	6	32	8	3	34	3	11	30	11	53	7
contig#40078	6	0	2	0	0	3	1	3	5	2	6	5
contig#40079	3	0	6	2	0	2	0	0	1	0	4	1
contig#4008	1152	54	548	286	80	674	199	391	1146	75	884	410
contig#40080	48	8	28	9	5	29	20	12	19	11	37	5
contig#40081	38	2	33	2	0	15	0	1	15	2	29	1
contig#40082	24	1	24	9	3	16	14	9	11	12	39	12
contig#40083	9	0	4	1	0	5	1	0	3	1	7	5
contig#40084	5	0	1	0	0	2	0	0	2	0	6	0
contig#40085	56	6	19	7	0	37	5	4	54	8	54	11
contig#40086	3	2	12	13	3	10	4	3	6	1	11	3
contig#40087	1	0	12	2	0	11	1	1	3	1	8	0
contig#40088	161	4	53	12	11	69	10	5	12	25	132	10
contig#40089	33	3	6	32	29	15	31	24	25	8	32	43
contig#4009	599	152	318	177	59	461	185	220	322	164	384	116
contig#40090	26	36	53	69	22	33	25	67	44	42	55	101
contig#40091	14	4	10	9	1	10	6	5	10	7	13	5
contig#40092	5	0	5	2	0	2	1	1	7	4	5	3
contig#40093	20	0	10	1	2	13	4	0	5	1	21	1
contig#40094	4	0	7	0	0	7	0	0	6	1	3	1
contig#40095	62	11	50	32	7	38	19	37	37	31	78	32
contig#40096	33	17	39	15	14	39	17	19	23	18	52	19
contig#40097	19	11	14	20	0	20	4	1	6	1	6	2
contig#40098	224	7	90	18	4	224	32	16	43	34	223	25
contig#40099	61	0	4	11	11	26	26	11	11	19	27	14
contig#401	7035	303	1798	409	244	4667	1528	904	2211	1449	3050	580
contig#4010	240	12	155	11	4	166	11	7	100	18	127	18
contig#40100	36	7	22	4	1	23	4	10	17	12	33	14
contig#40101	5	0	4	3	1	8	0	1	2	0	3	0
contig#40102	1305	6644	1303	7959	8769	968	3816	8586	1977	6754	2275	2894
contig#40103	143	4	19	12	1	113	24	8	32	16	63	17
contig#40104	5	5	0	2	1	7	0	1	2	1	5	0
contig#40105	66	6	25	8	7	32	29	13	19	6	59	8
contig#40106	12	0	7	4	0	6	2	4	4	0	13	7
contig#40107	5	0	9	2	0	5	1	0	5	1	6	2
contig#40108	188	6	103	5	0	121	41	7	56	15	130	18
contig#40109	14	4	11	0	1	4	2	2	11	3	14	5
contig#4011	743	77	357	93	32	459	105	186	468	92	551	220
contig#40110	55	19	21	15	0	33	9	28	53	9	54	81
contig#40111	14	2	18	0	2	31	3	0	4	4	15	0
contig#40112	42	2	15	3	0	21	6	0	11	7	12	4
contig#40113	27	0	4	0	0	10	1	2	7	0	12	1
contig#40114	18	12	15	20	3	6	6	11	14	7	16	11
contig#40115	2	3	1	4	2	2	3	3	2	3	3	4
contig#40116	18	9	12	23	4	6	8	20	17	11	18	27
contig#40117	71	3	20	6	0	51	21	10	7	25	6	7
contig#40118	10	6	26	14	2	10	4	9	3	10	22	16
contig#40119	14	4	0	0	1	10	0	0	6	0	2	0
contig#4012	1117	29	649	115	11	729	61	79	498	49	749	139
contig#40120	491	4	73	8	27	279	500	67	19	225	78	20
contig#40121	3	8	0	0	1	25	0	0	12	0	0	0
contig#40122	8	0	4	3	2	5	3	1	1	1	12	8
contig#40123	13	3	8	4	1	3	1	6	1	1	4	3
contig#40124	17	0	9	2	2	15	0	0	6	7	9	0
contig#40125	180	16	27	43	12	146	92	139	23	127	34	35
contig#40126	8	2	5	0	0	1	2	0	2	1	3	1
contig#40127	2	7	9	13	1	6	8	14	9	7	7	18
contig#40128	25	25	29	25	5	29	12	27	13	18	31	27
contig#40129	97	0	40	12	9	83	24	9	14	21	80	3
contig#4013	4482	277	2395	480	1026	3012	1539	1255	916	2283	3693	367
contig#40130	21	0	1	1	0	5	1	1	6	2	2	0
contig#40131	12	0	7	2	1	8	1	2	20	1	9	3
contig#40132	70	4	15	11	5	35	10	8	12	11	59	13
contig#40133	70	3	50	5	1	70	3	8	31	1	39	3
contig#40134	175	10	162	25	8	107	39	22	16	21	115	10
contig#40135	13	3	15	2	0	8	1	0	7	0	7	1
contig#40136	14	5	12	4	2	12	2	6	13	3	13	2
contig#40137	7	6	10	8	2	5	3	18	13	6	19	13
contig#40138	47	9	30	23	1	30	12	22	25	7	39	24
contig#40139	5	0	1	3	1	0	4	0	6	1	3	4
contig#4014	1569	163	1022	234	141	1071	400	420	733	344	1496	284
contig#40140	4	5	6	8	2	1	2	9	9	1	6	27
contig#40141	87	32	64	72	23	74	30	49	47	23	145	60
contig#40142	23	4	11	4	0	13	2	3	14	3	9	3
contig#40143	13	0	17	1	0	11	1	0	4	1	6	0
contig#40144	9	1	6	5	2	12	2	4	13	0	18	5
contig#40145	31	15	10	2	0	23	2	1	4	2	9	4
contig#40146	20	3	13	4	0	14	3	3	9	2	10	8
contig#40147	16	0	3	0	0	3	6	0	3	2	2	3
contig#40148	11	3	13	4	0	23	1	4	9	1	13	3
contig#40149	14	0	8	4	2	3	2	0	4	3	3	1
contig#4015	8380	71	908	1170	388	2529	3528	993	2393	763	4574	2661
contig#40150	31	1	14	0	0	16	1	0	5	5	28	4
contig#40151	58	3	30	9	5	39	7	12	13	8	51	7
contig#40152	5	2	7	2	3	11	0	3	7	1	8	2
contig#40154	15	0	0	0	0	10	0	0	4	0	5	0
contig#40155	80	0	34	11	1	35	17	5	17	11	57	8
contig#40156	22	0	6	2	0	14	1	5	4	4	10	1
contig#40157	18	13	14	9	12	15	19	31	8	7	19	53
contig#40158	93	43	32	17	1	37	8	33	66	20	39	34
contig#40159	90	36	56	83	32	54	76	122	43	69	120	94
contig#4016	1560	68	952	111	59	1360	164	120	636	160	1393	175
contig#40160	13	9	20	3	1	26	3	0	23	5	27	3
contig#40161	12	0	9	0	0	8	2	1	1	0	2	3
contig#40162	7	3	4	20	2	2	5	8	4	1	13	19
contig#40163	6	2	3	3	0	8	1	4	2	4	7	0
contig#40164	27	2	17	2	1	19	2	2	7	2	25	10
contig#40165	69	20	50	28	9	45	20	26	30	28	63	46
contig#40166	61	3	27	6	0	41	10	15	18	10	52	11
contig#40167	15	7	9	8	6	7	11	7	9	10	14	15
contig#40168	46	2	18	30	2	34	6	19	22	7	39	8
contig#40169	13	7	8	2	1	2	1	7	9	3	4	18
contig#4017	4350	1023	2394	1174	419	3268	1120	1770	2849	768	4375	2180
contig#40170	14	0	8	2	1	10	4	3	7	1	14	2
contig#40171	260	41	62	78	51	190	132	81	51	142	136	117
contig#40172	18	1	12	1	0	22	2	3	18	1	23	4
contig#40173	15	1	8	1	0	9	2	2	2	1	6	3
contig#40174	6	7	5	3	1	7	8	6	7	6	12	9
contig#40175	60	2	40	1	4	46	3	15	20	24	24	11
contig#40176	36	6	24	6	2	21	11	7	14	6	32	14
contig#40177	10	0	6	1	0	5	0	1	5	2	11	0
contig#40178	7	0	2	0	1	3	0	1	2	1	8	5
contig#40179	14	1	11	0	2	12	6	11	5	3	10	2
contig#4018	169	5	54	39	3	94	39	46	42	33	111	22
contig#40180	28	3	12	2	0	10	2	1	6	1	13	1
contig#40181	11	4	10	11	2	10	5	6	5	16	10	22
contig#40182	17	6	13	10	4	6	7	24	8	8	31	23
contig#40183	16	9	6	15	1	10	4	29	13	10	12	32
contig#40184	7	0	12	2	0	7	1	1	8	1	11	1
contig#40185	14	9	5	8	1	4	7	5	11	7	9	10
contig#40186	5	1	9	0	2	8	1	5	12	0	4	6
contig#40187	5	1	3	0	0	3	2	1	8	1	7	0
contig#40188	14	0	6	0	0	9	1	2	8	2	4	0
contig#40189	27	2	6	5	0	14	2	4	13	3	23	12
contig#4019	1154	231	829	314	164	1080	333	471	550	344	1251	366
contig#40190	46	10	25	6	0	20	6	0	15	3	33	4
contig#40191	31	3	15	2	2	27	6	3	16	11	24	0
contig#40192	9	2	6	8	0	8	3	1	4	3	12	4
contig#40193	6	1	20	2	1	5	1	1	8	1	10	8
contig#40194	58	11	37	34	9	43	20	32	39	41	54	25
contig#40195	32	10	28	10	1	34	9	34	20	10	38	21
contig#40196	40	12	23	11	6	26	20	24	17	15	30	30
contig#40197	56	0	27	3	0	31	0	0	12	4	33	5
contig#40198	19	11	33	14	4	29	5	10	20	11	32	21
contig#40199	18	12	40	33	26	6	22	35	11	38	51	55
contig#402	424	46	396	72	11	466	41	48	265	37	367	67
contig#4020	275	14	164	17	3	150	27	18	98	19	232	8
contig#40200	67	11	20	44	10	34	15	32	20	48	38	29
contig#40201	3	2	3	0	0	4	5	0	13	1	19	1
contig#40202	5	0	6	2	0	5	0	0	3	0	8	1
contig#40203	39	3	35	5	2	39	0	2	15	5	35	5
contig#40204	54	9	35	17	6	34	6	24	25	13	53	37
contig#40205	3	6	6	0	0	0	0	0	5	1	1	15
contig#40206	6	4	9	1	0	7	2	2	6	1	22	0
contig#40207	1	0	2	0	0	4	2	3	3	4	2	0
contig#40208	55	16	42	35	4	38	32	54	35	21	64	54
contig#40209	12	5	8	15	3	11	7	7	11	1	17	15
contig#4021	1124	91	272	255	115	483	388	296	540	153	813	578
contig#40210	68	3	9	1	0	41	3	2	14	10	6	0
contig#40211	14	0	14	1	1	22	1	5	10	4	17	1
contig#40212	13	0	10	0	0	11	1	2	7	1	13	2
contig#40213	22	15	8	36	2	27	17	25	19	13	27	24
contig#40214	4	2	5	0	0	9	0	0	9	0	3	4
contig#40215	26	6	21	4	1	15	11	9	14	2	14	3
contig#40216	5	2	6	5	0	7	3	1	7	2	6	0
contig#40217	22	1	3	6	3	7	0	0	21	2	16	3
contig#40218	3	5	12	3	0	6	3	1	8	1	14	3
contig#40219	58	20	23	13	2	42	11	12	30	34	36	19
contig#4022	545	42	340	89	17	393	99	100	246	124	463	123
contig#40220	12	0	13	0	0	9	2	4	9	1	23	4
contig#40221	14	2	22	8	0	6	2	2	16	3	10	7
contig#40222	251	1241	222	1175	1403	139	650	1063	391	1281	343	852
contig#40223	34	32	77	30	8	51	28	32	30	26	110	36
contig#40224	67	15	52	4	30	62	61	42	28	44	82	4
contig#40225	83	2	72	2	2	70	4	3	24	1	97	0
contig#40226	14	6	12	8	6	16	5	4	7	11	12	5
contig#40227	17	1	7	8	0	13	4	13	9	8	19	7
contig#40228	50	13	57	25	5	45	29	39	30	16	77	30
contig#40229	22	1	13	0	0	17	1	0	14	2	9	1
contig#4023	113	10	105	15	6	105	18	16	74	26	101	30
contig#40230	23	1	21	3	0	8	9	1	11	3	18	2
contig#40231	21	3	5	6	0	11	6	16	12	9	12	4
contig#40232	23	10	60	13	10	24	18	30	28	35	64	35
contig#40233	24	0	5	8	0	18	6	6	8	10	8	4
contig#40234	19	2	6	1	0	9	2	3	6	7	5	2
contig#40235	6	0	3	3	1	4	0	2	3	0	3	1
contig#40236	11	3	6	14	1	5	15	14	14	9	13	22
contig#40237	196	93	179	66	33	170	45	119	134	36	302	89
contig#40238	11	13	19	5	0	27	3	15	7	5	17	13
contig#40239	1	3	7	6	0	3	1	4	3	3	7	4
contig#4024	350	96	273	101	19	257	75	219	310	84	378	285
contig#40240	11	3	4	4	0	3	3	0	6	3	4	15
contig#40241	16	0	16	4	0	32	2	2	15	3	14	5
contig#40242	5	7	7	18	9	25	6	9	2	13	10	19
contig#40243	12	0	5	2	0	5	5	2	8	2	12	3
contig#40244	1	1	8	5	0	2	0	0	3	2	2	3
contig#40245	25	5	8	9	0	23	2	10	15	4	25	10
contig#40246	13	3	9	27	6	12	1	12	23	3	7	18
contig#40248	5	0	1	5	0	2	1	4	3	3	2	3
contig#40249	1	1	13	3	0	4	0	0	6	2	6	3
contig#4025	721	57	346	94	12	549	128	118	500	95	579	147
contig#40250	27	6	3	13	5	18	20	4	4	24	11	12
contig#40251	3	3	12	14	5	1	0	7	2	17	3	6
contig#40252	3	8	4	9	0	0	5	10	2	2	9	2
contig#40253	17	3	9	1	2	13	5	5	11	5	13	4
contig#40254	6	3	5	12	3	8	6	4	5	1	8	8
contig#40255	32	5	30	5	3	21	2	5	16	7	24	7
contig#40256	7	0	12	0	0	10	1	1	5	0	14	0
contig#40257	13	3	7	9	0	10	0	4	9	2	7	1
contig#40258	18	1	13	3	0	11	1	2	8	0	30	1
contig#40259	557	2438	491	2022	2317	442	1298	2236	682	2399	634	1157
contig#4026	602	19	240	39	26	334	39	37	191	63	350	65
contig#40260	5	0	5	0	0	6	0	1	4	2	8	0
contig#40261	12	1	10	0	0	33	1	0	22	0	15	2
contig#40262	6	2	4	0	0	7	3	0	13	7	6	1
contig#40263	8	1	5	8	3	3	6	15	12	3	12	0
contig#40265	25	7	9	5	0	29	11	10	20	15	32	16
contig#40266	2	0	4	0	0	7	1	0	2	4	10	0
contig#40267	8	9	14	10	3	8	12	19	7	20	22	12
contig#40268	48	10	30	18	6	36	14	15	26	15	58	7
contig#40269	3	0	2	4	4	4	5	3	11	7	10	2
contig#4027	1097	296	710	438	146	798	309	568	558	257	1226	531
contig#40270	29	26	16	35	22	21	23	27	25	27	42	36
contig#40271	14	1	10	2	0	9	2	1	4	5	18	1
contig#40272	312	6	88	14	6	273	25	6	54	33	112	10
contig#40273	3	1	3	2	1	4	0	2	5	2	4	6
contig#40274	11	32	18	34	4	7	17	36	11	16	26	40
contig#40275	9	0	10	2	2	6	0	4	12	2	6	2
contig#40276	17	2	53	9	2	5	3	5	11	0	7	3
contig#40277	8	0	1	12	0	16	13	2	0	12	0	4
contig#40278	19	0	22	1	0	18	6	2	19	3	24	4
contig#40279	32	4	16	4	3	27	4	2	16	6	26	6
contig#4028	945	51	517	80	19	629	36	69	562	52	683	135
contig#40280	2	1	2	12	2	8	3	5	27	2	7	6
contig#40281	11	3	4	1	0	6	2	8	4	4	15	10
contig#40282	23	15	14	19	7	10	15	21	22	14	36	22
contig#40283	37	10	21	13	0	18	3	0	19	2	13	3
contig#40284	44	9	53	19	7	46	11	30	42	32	60	34
contig#40285	122	8	44	29	2	102	14	19	45	28	78	23
contig#40286	36	10	36	3	4	30	14	11	9	21	51	17
contig#40287	4	0	0	1	0	1	3	2	5	2	2	1
contig#40288	21	1	18	1	0	18	1	1	11	1	20	1
contig#40289	1	1	2	3	2	1	0	3	4	0	8	4
contig#4029	1989	178	1363	357	63	1459	366	437	983	431	1640	570
contig#40290	14	7	11	14	6	13	11	22	11	10	12	19
contig#40291	27	3	4	4	2	15	5	5	7	3	12	6
contig#40292	90	14	39	8	2	55	7	22	22	26	72	16
contig#40293	7	1	11	0	0	22	2	0	5	0	6	1
contig#40294	1	0	0	0	0	1	2	0	4	0	2	1
contig#40295	9	7	34	4	5	19	11	6	7	14	35	6
contig#40296	13	0	26	1	0	20	2	5	7	0	12	4
contig#40297	8	9	3	20	1	12	5	11	9	9	11	6
contig#40298	14	1	3	3	3	22	9	2	8	5	5	5
contig#40299	22	8	14	21	2	15	22	25	16	17	41	17
contig#403	3709	229	1881	468	116	2484	590	521	1917	585	2749	744
contig#4030	38	17	35	21	1	39	8	16	26	26	36	35
contig#40300	5	2	4	4	0	2	5	2	5	7	4	7
contig#40301	9	1	5	0	0	4	0	1	3	0	2	0
contig#40302	7	0	6	3	0	4	0	0	3	1	5	0
contig#40303	10	4	7	10	0	5	3	7	6	7	3	14
contig#40304	10	4	13	19	5	4	7	7	19	4	14	20
contig#40305	9	3	14	16	5	4	9	22	10	7	21	16
contig#40306	10	0	10	2	0	13	3	1	5	4	3	4
contig#40307	35	5	46	23	5	18	11	15	27	10	48	29
contig#40309	11	1	6	6	1	10	2	7	7	5	14	2
contig#4031	1102	285	978	372	196	939	310	541	689	342	1287	469
contig#40310	275	0	5	8	0	173	60	2	11	197	16	9
contig#40311	3	0	4	2	0	7	2	2	8	0	10	0
contig#40312	17	2	7	5	3	8	12	5	9	7	11	12
contig#40313	1	3	10	9	3	6	0	15	7	5	11	4
contig#40314	11	0	2	10	1	5	11	0	15	5	9	11
contig#40315	28	4	9	2	1	17	3	10	12	1	38	8
contig#40316	5	0	2	8	2	1	0	15	5	0	4	10
contig#40317	28	12	4	7	1	13	7	39	32	9	33	30
contig#40318	6	1	1	0	0	8	0	0	2	0	2	1
contig#40319	5	13	4	38	11	5	11	13	27	2	14	26
contig#4032	1590	23	290	27	6	1210	56	62	137	208	259	25
contig#40320	50	47	41	81	21	32	36	55	28	34	55	80
contig#40321	14	1	5	1	0	3	2	2	5	3	10	5
contig#40322	15	0	11	5	1	6	2	3	11	2	14	1
contig#40323	20	3	18	13	4	10	2	11	9	6	12	32
contig#40324	27	6	27	10	2	19	10	13	20	9	31	13
contig#40325	15	0	21	4	0	19	1	3	5	4	13	1
contig#40326	44	29	27	71	17	44	42	63	33	53	51	54
contig#40327	39	1	38	10	0	47	6	4	21	7	47	7
contig#40328	67	26	38	30	18	47	33	44	18	36	72	37
contig#40329	30	5	24	5	3	16	32	15	11	24	17	8
contig#4033	194	23	144	46	19	159	51	92	129	32	172	67
contig#40330	47	5	16	10	3	32	16	10	18	7	74	17
contig#40331	12	1	8	1	1	14	0	3	6	2	5	0
contig#40332	22	3	33	24	2	21	14	15	25	5	24	24
contig#40333	6	0	22	7	0	8	1	1	4	0	45	0
contig#40334	16	1	4	19	0	21	4	1	2	5	14	4
contig#40335	14	12	11	17	1	12	12	11	8	8	19	16
contig#40336	9	1	4	5	0	5	1	2	6	0	3	3
contig#40337	2	4	3	1	0	1	0	0	2	0	2	5
contig#40338	12	1	1	6	4	8	12	14	15	8	13	17
contig#40339	24	3	24	4	0	20	1	6	15	4	21	2
contig#4034	99	0	42	3	0	63	6	2	20	2	35	6
contig#40340	30	5	29	12	4	36	3	16	28	13	36	8
contig#40341	40	15	28	34	6	28	20	33	19	23	44	36
contig#40342	10	0	6	0	0	15	0	0	2	0	6	0
contig#40343	20	0	2	0	0	2	0	0	5	2	11	0
contig#40344	51	5	40	12	5	36	10	28	21	13	30	21
contig#40345	1	2	5	8	3	2	2	6	17	3	7	6
contig#40346	24	19	23	22	36	7	14	25	13	16	38	9
contig#40347	29	12	14	21	9	9	8	28	10	13	27	21
contig#40348	10	12	10	25	7	6	9	10	16	11	18	15
contig#40349	12	1	14	5	4	16	6	6	6	1	22	4
contig#4035	37	13	25	12	0	5	3	6	78	4	15	3
contig#40350	18	14	20	14	2	17	7	20	23	10	32	29
contig#40351	25	0	13	3	3	21	6	4	21	8	21	1
contig#40352	32	1	18	2	0	20	3	3	9	5	29	4
contig#40353	11	0	14	2	1	32	2	0	14	1	24	3
contig#40354	7	3	2	7	2	3	6	9	16	23	25	8
contig#40355	66	6	23	0	0	34	11	19	16	8	30	7
contig#40356	7	2	14	12	4	8	4	2	24	1	8	8
contig#40357	22	17	38	9	7	10	18	15	12	13	39	18
contig#40358	19	2	6	4	0	7	2	1	14	6	12	1
contig#40359	22	2	29	2	2	51	4	0	12	2	11	1
contig#4036	2	19	0	0	0	17	0	0	89	0	7	0
contig#40360	7	2	8	3	1	3	1	2	9	5	14	9
contig#40361	4	0	2	0	0	13	0	0	7	1	4	0
contig#40362	13	3	9	7	1	18	11	3	7	9	27	13
contig#40363	11	1	5	2	0	7	0	0	3	1	4	1
contig#40364	21	16	32	24	7	27	7	30	13	10	46	15
contig#40365	30	11	23	16	2	21	3	22	19	8	33	14
contig#40366	9	11	4	5	2	9	3	7	9	5	37	18
contig#40367	4	0	4	4	0	1	4	4	3	1	8	0
contig#40368	18	2	7	4	1	11	5	3	12	7	8	2
