Contig	SRR5004095_bt2-counts.txt	SRR5004096_bt2-counts.txt	SRR5004097_bt2-counts.txt	SRR5004091_bt2-counts.txt	SRR5004078_bt2-counts.txt	SRR5004080_bt2-counts.txt	SRR5004093_bt2-counts.txt	SRR5004090_bt2-counts.txt	SRR5004082_bt2-counts.txt	SRR5004083_bt2-counts.txt	SRR5004085_bt2-counts.txt
contig#1044	3	3	3	3	1	6	32	0	2	0	0
contig#10440	22	38	170	188	23	117	187	23	24	12	44
contig#10441	133	236	357	410	92	218	319	110	248	62	250
contig#10442	124	117	474	562	73	313	674	58	120	21	111
contig#10443	65	121	201	332	76	95	255	59	73	21	108
contig#10444	5	20	285	570	11	342	743	10	29	4	40
contig#10445	97	95	346	436	83	267	475	53	91	16	78
contig#10446	200	155	250	452	176	208	734	42	101	48	93
contig#10447	69	78	507	621	48	411	809	38	78	16	75
contig#10448	70	97	223	352	75	159	359	41	73	29	116
contig#10449	182	400	817	1348	231	650	1145	245	332	101	435
contig#1045	3321	3103	10544	15919	3030	7632	17656	1350	1801	1842	2495
contig#10450	87	42	242	100	34	133	219	8	7	15	27
contig#10451	4788	2214	945	1137	1020	1295	872	2812	2592	3061	1049
contig#10452	51	77	71	97	53	64	125	46	85	20	110
contig#10453	19	32	66	75	15	47	86	15	23	6	24
contig#10454	30	24	21	38	33	21	46	29	35	12	54
contig#10455	100	102	420	668	104	273	764	62	85	22	110
contig#10456	53	60	438	598	40	284	680	49	62	13	104
contig#10457	159	212	582	714	170	360	777	125	188	73	180
contig#10458	141	89	319	466	130	284	658	64	106	24	115
contig#10459	73	62	204	331	80	240	238	46	49	11	33
contig#1046	1582	4049	6063	15671	4353	12323	23009	1089	3224	748	5451
contig#10460	51	32	137	168	59	155	253	27	48	17	30
contig#10461	198	374	465	755	150	302	540	127	180	63	245
contig#10462	166588	191989	39620	48457	112460	50748	34915	177477	182938	228678	144605
contig#10463	14	9	223	230	10	123	353	8	11	1	25
contig#10464	61	92	170	206	39	95	158	22	56	15	102
contig#10465	176	116	252	1515	408	874	3515	39	120	62	399
contig#10466	71	117	139	226	54	113	269	44	75	22	92
contig#10467	8	5	4	7	14	12	8	1	21	2	14
contig#10468	268	52	693	1029	215	414	2294	13	73	26	64
contig#10469	2	3	2	4	1	7	2	4	18	4	7
contig#1047	5	5	17	21	1	14	26	3	3	2	1
contig#10470	4	14	5	3	7	8	1	15	49	8	23
contig#10471	176	168	485	724	148	406	760	94	189	42	240
contig#10472	66	110	62	105	81	53	79	76	87	29	76
contig#10473	77	113	323	362	68	183	410	60	83	42	67
contig#10474	9	13	17	33	6	24	31	8	12	3	8
contig#10475	153	135	161	215	95	162	216	74	125	38	137
contig#10476	4	4	51	42	3	33	72	0	8	0	0
contig#10477	54	57	110	135	34	110	142	40	62	11	68
contig#10478	43	127	34	92	69	89	114	46	54	16	90
contig#10479	152	234	552	751	167	391	768	113	108	73	245
contig#1048	848	490	1278	1881	514	1532	2569	278	530	244	416
contig#10480	42	27	192	160	10	128	232	11	17	9	15
contig#10481	28	47	75	116	27	53	116	19	29	6	38
contig#10482	218	316	479	502	194	197	436	175	205	100	209
contig#10483	109	175	600	511	37	439	639	127	89	22	246
contig#10484	109	212	209	350	87	153	240	121	130	52	209
contig#10485	259	328	1077	1598	327	706	1561	186	210	103	320
contig#10486	221	276	460	755	119	413	817	137	272	75	311
contig#10487	98	166	273	452	106	163	414	101	125	65	178
contig#10488	35	36	34	41	20	18	124	13	40	14	21
contig#10489	40	76	104	144	28	70	79	55	45	37	59
contig#1049	166	250	524	934	187	484	907	154	233	60	319
contig#10490	104	137	84	176	103	60	201	42	51	57	96
contig#10491	58	4	44	77	29	46	103	9	16	3	5
contig#10492	51	81	151	177	35	104	193	59	41	26	90
contig#10493	164	201	375	601	134	243	598	104	184	71	169
contig#10494	94	168	411	573	110	285	566	98	89	74	143
contig#10495	180	108	176	342	210	230	295	135	147	22	165
contig#10496	72	18	363	552	74	435	1111	24	31	16	45
contig#10497	358	513	997	1300	295	593	1105	222	373	127	463
contig#10498	98	137	436	557	107	309	601	86	186	40	160
contig#105	102	123	762	1124	112	632	1236	87	126	24	206
contig#1050	44	66	75	131	64	81	169	22	67	13	86
contig#10500	20	15	14	65	16	41	26	9	4	0	9
contig#10501	301	363	751	1157	281	544	1089	165	275	84	356
contig#10502	59	53	191	172	60	76	158	45	55	13	69
contig#10503	21	26	245	180	22	263	746	21	27	3	18
contig#10504	106	30	43	98	132	186	595	13	56	27	102
contig#10505	273	237	657	916	216	350	1086	95	184	130	199
contig#10506	70	14	24	69	169	185	333	4	24	4	81
contig#10507	138	54	65	26	30	27	120	5	47	52	39
contig#10508	8	3	23	23	3	26	12	4	4	0	8
contig#10509	299	339	227	383	319	108	338	56	74	275	62
contig#1051	732	989	2477	3077	730	2233	3552	554	734	399	874
contig#10510	126	194	334	1625	352	733	2688	30	263	107	537
contig#10511	43	34	226	287	31	124	366	27	23	23	49
contig#10512	13	18	14	29	12	16	32	7	21	2	42
contig#10513	89	110	203	352	64	180	341	95	84	22	120
contig#10514	45	38	118	151	25	97	157	15	35	4	29
contig#10515	41	45	37	55	26	26	45	14	30	8	41
contig#10516	5	18	8	22	9	10	15	5	11	6	19
contig#10517	435	519	800	1081	404	463	785	285	656	94	669
contig#10518	63	100	224	298	99	207	284	73	114	37	104
contig#10519	27	78	409	729	37	430	910	65	47	8	114
contig#1052	1545	1832	5251	8090	1594	3545	7151	954	1073	516	1473
contig#10520	2	18	48	37	11	100	51	5	22	1	25
contig#10521	136	203	446	622	133	280	709	99	151	68	207
contig#10524	658	1053	898	1450	745	592	1253	559	615	440	801
contig#10525	186	493	154	422	201	279	400	279	364	59	628
contig#10526	4	1	9	16	3	4	11	1	2	1	6
contig#10527	26	72	245	396	34	317	493	36	77	5	128
contig#10528	210	420	964	1447	231	557	1291	229	248	126	390
contig#10529	93	193	245	331	57	150	188	94	101	32	155
contig#1053	134	393	175	600	278	485	549	46	424	107	460
contig#10530	21	18	16	26	23	23	24	7	14	23	10
contig#10531	1	3	33	43	0	35	86	2	1	0	0
contig#10532	1	1	6	7	2	8	16	1	0	0	2
contig#10533	40	44	163	206	30	202	136	41	50	15	65
contig#10534	64	86	113	189	50	108	118	56	103	43	99
contig#10536	59	82	33	94	76	87	145	18	58	17	109
contig#10537	7	1	19	30	6	50	45	4	1	0	0
contig#10538	84	98	216	233	98	123	230	61	73	27	68
contig#10539	85	132	351	534	87	247	527	80	91	63	123
contig#1054	80	357	594	1089	222	722	1314	114	360	50	454
contig#10540	118	148	506	584	89	329	629	99	116	36	163
contig#10541	72	72	214	312	75	165	265	35	52	35	81
contig#10542	32	44	69	109	27	70	70	15	41	13	32
contig#10543	121	81	396	534	105	175	466	49	62	36	102
contig#10544	5	26	32	69	8	59	96	6	33	5	30
contig#10545	16	6	70	160	13	89	221	10	9	0	18
contig#10546	30	4	72	100	9	73	129	23	7	2	4
contig#10547	248	317	643	973	192	607	955	195	334	75	414
contig#10548	296	416	914	1379	313	598	1346	225	243	147	431
contig#10549	1	0	1	2	0	3	17	0	0	0	0
contig#1055	193	154	1160	1487	195	753	1689	93	200	51	178
contig#10550	47	18	130	210	50	137	195	22	28	3	50
contig#10551	10	9	114	120	12	60	127	15	10	6	14
contig#10552	3	4	48	111	12	74	62	1	3	2	0
contig#10553	17	32	137	186	32	102	129	25	25	12	17
contig#10554	26	523	153	87	58	248	125	33	97	20	466
contig#10555	140	132	119	194	106	116	165	75	95	35	173
contig#10556	1	3	11	20	0	11	24	4	1	0	2
contig#10557	73	88	283	351	55	180	289	37	59	25	87
contig#10558	10	42	44	38	15	50	26	29	42	11	43
contig#10559	166	214	484	550	102	250	372	85	136	31	176
contig#1056	11	0	99	53	6	117	175	56	37	2	5
contig#10560	212	376	767	1629	233	1032	1534	247	280	134	328
contig#10561	7	0	10	20	3	13	16	2	3	2	4
contig#10562	23	10	37	67	17	33	92	13	8	3	10
contig#10563	1	0	3	2	1	16	16	1	1	0	1
contig#10564	6	11	63	138	12	50	271	2	1	7	10
contig#10565	18	16	32	65	12	77	47	31	19	10	24
contig#10566	2	0	35	48	0	43	65	6	9	1	1
contig#10567	78	70	137	171	74	46	186	16	23	37	19
contig#10568	102	96	345	396	95	267	513	74	109	33	91
contig#10569	192	204	448	704	176	224	677	83	149	94	188
contig#1057	881	1178	3173	4433	838	2931	4261	668	755	281	1190
contig#10570	243	108	346	631	178	323	809	29	107	51	180
contig#10571	19	25	77	100	23	37	80	13	16	13	22
contig#10572	1	5	16	4	8	21	42	1	1	3	2
contig#10573	16	16	71	97	21	56	118	1	14	4	14
contig#10574	51	58	71	199	43	65	172	22	31	20	54
contig#10575	37	52	75	94	29	45	100	12	19	9	36
contig#10576	10	6	98	121	9	72	214	9	11	0	8
contig#10577	107	121	353	494	83	271	413	82	105	25	127
contig#10578	5	16	194	176	14	115	251	11	9	4	9
contig#10579	24	22	71	65	15	36	45	29	38	10	23
contig#1058	487	765	985	1680	494	954	1600	488	570	220	766
contig#10580	207	232	607	793	272	274	344	140	92	136	142
contig#10581	455	38	499	1153	230	257	1789	3	42	29	8
contig#10582	6	9	53	63	7	29	63	6	2	2	11
contig#10583	20	35	22	51	25	33	40	29	52	17	44
contig#10584	16	9	55	67	8	46	89	5	7	1	8
contig#10585	141	108	40	63	160	82	198	36	40	10	36
contig#10586	25	18	206	213	21	136	346	12	13	6	10
contig#10588	57	102	309	435	59	179	306	69	112	49	132
contig#10589	7	14	108	107	3	252	112	158	61	0	20
contig#1059	294	402	1401	2081	388	1283	2483	253	271	75	498
contig#10590	329	558	1216	1860	375	846	1616	273	349	189	433
contig#10591	87	114	279	397	93	270	411	68	83	30	72
contig#10592	100	101	444	609	65	379	676	68	93	27	176
contig#10593	79	37	573	812	47	300	950	19	48	19	31
contig#10594	43	76	169	197	37	125	225	50	59	17	121
contig#10595	8	10	8	18	7	14	16	3	14	4	17
contig#10596	146	164	730	638	73	434	869	30	68	26	60
contig#10597	109	289	305	378	185	766	352	168	403	188	191
contig#10598	7	5	44	55	3	44	109	8	9	0	2
contig#10599	113	35	180	325	66	66	419	16	44	18	29
contig#106	110	155	268	409	117	201	485	57	98	46	107
contig#1060	724	927	2899	4411	822	1546	4542	365	487	331	749
contig#10600	29	24	65	81	27	31	127	9	11	4	11
contig#10601	69	35	142	178	31	485	666	125	164	8	50
contig#10602	10	13	47	64	8	29	49	4	14	2	18
contig#10603	146	281	641	974	147	384	877	127	186	60	285
contig#10604	22	24	9	22	31	20	24	9	10	16	19
contig#10605	377	276	1259	2045	364	818	1792	115	137	128	273
contig#10606	54	114	219	302	54	137	252	69	57	18	94
contig#10607	207	187	906	1022	181	543	1013	97	171	59	162
contig#10608	10	1	4	15	8	6	3	8	2	0	6
contig#10609	13	12	9	6	21	15	95	3	4	0	18
contig#1061	114	350	440	626	133	434	542	131	234	54	468
contig#10610	11	12	62	50	11	159	185	51	91	2	32
contig#10611	59	47	148	279	37	139	216	28	34	7	44
contig#10612	13	68	81	138	47	88	124	14	24	3	56
contig#10613	10	18	52	88	7	40	83	12	12	4	23
contig#10614	27	27	113	158	20	73	150	16	18	12	22
contig#10615	67	65	92	92	48	83	110	22	50	7	65
contig#10616	51	59	384	467	35	278	536	43	60	7	96
contig#10617	3	4	12	24	5	10	20	3	4	0	1
contig#10618	234	192	714	987	184	675	1207	160	232	142	270
contig#10619	25	14	148	180	25	120	293	10	21	10	19
contig#1062	155	216	1214	1512	70	733	1056	137	141	35	187
contig#10620	180	189	925	1448	200	549	1826	115	163	38	200
contig#10621	14	31	106	90	13	71	86	14	19	3	17
contig#10622	10	8	42	58	4	55	64	12	8	0	13
contig#10623	1	0	8	22	2	13	23	1	3	0	5
contig#10624	14	19	40	38	25	29	88	10	18	5	25
contig#10625	120	6	1	2	182	42	75	2	44	0	37
contig#10626	157	301	269	460	185	212	426	113	205	69	232
contig#10627	60	122	182	280	71	140	253	52	101	18	101
contig#10628	222	158	296	418	162	373	589	112	248	31	186
contig#10629	7	11	61	67	6	36	82	7	11	2	12
contig#1063	2	3	11	19	2	21	31	0	2	0	6
contig#10630	239	171	1569	2204	256	1147	2753	115	160	80	218
contig#10631	13	25	65	80	10	38	76	17	13	7	8
contig#10632	12	37	213	264	22	115	390	3	41	10	36
contig#10633	13	10	84	163	8	22	179	2	7	5	1
contig#10634	104	190	653	897	116	433	621	73	113	47	156
contig#10635	9	8	9	25	8	9	10	2	11	2	7
contig#10636	242	140	96	138	98	93	1647	81	151	59	116
contig#10637	97	134	422	508	71	263	500	161	106	43	133
contig#10638	13	17	108	136	13	73	131	11	19	5	21
contig#10639	99	79	547	587	56	269	730	32	84	34	111
contig#1064	30	66	72	149	53	70	95	67	51	10	101
contig#10640	66	56	311	463	51	356	756	20	48	20	51
contig#10641	69	344	197	199	71	382	258	76	246	31	306
contig#10642	68	195	517	1035	100	301	312	163	184	53	490
contig#10643	10520	314	14	370	4946	604	33888	25	488	60	171
contig#10644	136	198	424	534	92	298	502	153	199	47	179
contig#10645	37	56	123	188	17	62	110	72	34	13	54
contig#10646	118	255	256	376	78	261	330	132	180	40	223
contig#10647	216	273	293	447	152	336	469	122	244	77	334
contig#10648	28	15	79	157	7	65	120	11	21	1	24
contig#10649	97	121	145	575	153	298	755	58	86	69	226
contig#1065	25	15	86	110	13	44	108	13	8	3	8
contig#10650	229	229	615	915	211	449	970	159	220	74	233
contig#10651	166	204	530	793	155	395	727	144	159	73	218
contig#10652	3	5	20	36	1	20	65	3	4	0	2
contig#10653	1	0	0	0	5	52	7	18	0	0	0
contig#10654	74	81	186	409	78	350	692	40	99	17	79
contig#10655	38	25	90	89	13	57	112	8	6	8	27
contig#10656	31	46	42	74	23	40	71	16	24	12	52
contig#10657	156	7	7	10	180	82	60	0	62	3	31
contig#10658	78	36	200	398	55	101	435	22	42	24	49
contig#10659	87	58	411	711	114	388	914	46	70	28	88
contig#1066	261	359	707	1035	933	586	2077	162	256	47	377
contig#10660	17	26	56	83	12	49	51	10	36	16	28
contig#10661	113	156	218	322	77	194	282	73	131	34	152
contig#10662	210	356	219	436	296	291	220	99	48	223	56
contig#10663	10	15	20	25	12	18	13	16	19	0	24
contig#10664	9	17	1	16	2	10	39	2	4	1	15
contig#10665	119	184	332	488	131	238	357	104	115	64	119
contig#10666	246	289	595	846	184	482	917	168	291	64	361
contig#10667	62	120	742	1054	110	590	1231	59	107	27	148
contig#10668	47	35	453	711	26	360	782	36	75	4	73
contig#10669	133	310	255	286	82	213	209	276	241	88	327
contig#1067	158	232	884	1200	198	561	1211	135	160	83	224
contig#10670	5	8	28	27	4	42	31	14	5	3	6
contig#10671	12	11	30	48	2	30	37	8	9	1	6
contig#10672	149	79	279	500	80	252	329	46	39	15	101
contig#10673	237	256	451	768	270	577	1143	148	217	79	272
contig#10674	13	12	25	46	12	20	66	12	6	5	10
contig#10675	223	218	628	754	191	456	937	109	162	71	197
contig#10676	83	166	202	272	62	116	150	77	109	36	133
contig#10677	22	16	100	76	10	67	35	31	19	2	18
contig#10678	7	4	21	21	4	17	31	5	4	0	8
contig#10679	292	434	655	1039	300	513	924	244	304	111	394
contig#1068	20	20	61	154	11	188	135	23	21	4	53
contig#10680	2	7	25	29	2	11	30	1	1	3	1
contig#10681	9	30	33	43	9	21	23	12	14	3	25
contig#10682	1	1	1	5	0	0	12	0	0	0	2
contig#10683	73	111	269	340	58	155	338	76	78	48	110
contig#10684	57	71	191	267	65	149	263	55	52	30	51
contig#10685	15	16	40	22	6	13	25	29	18	7	9
contig#10686	43	58	147	181	63	86	191	27	26	5	34
contig#10687	10	3	27	42	5	20	67	7	16	1	3
contig#10688	160	156	148	198	119	153	269	34	51	49	62
contig#10689	6	11	9	14	7	13	12	3	5	1	17
contig#1069	424	460	1273	1988	498	1637	3760	253	334	174	415
contig#10690	6	14	12	18	19	14	21	8	9	5	26
contig#10691	305	208	409	523	115	323	606	420	286	266	310
contig#10692	126	63	711	663	148	803	1730	295	227	11	144
contig#10693	251	296	940	1143	160	709	1196	138	212	103	312
contig#10694	52	44	200	278	85	163	357	18	71	11	34
contig#10695	300	333	216	333	331	226	625	62	126	80	263
contig#10696	33	70	57	79	38	46	60	45	65	19	81
contig#10697	191	194	154	240	246	208	195	16	8	132	8
contig#10698	38	38	115	179	33	192	152	39	24	12	19
contig#10699	111	249	545	451	132	462	580	142	183	39	207
contig#107	3771	3270	16842	25530	3691	11836	27535	2117	2562	1100	3770
contig#1070	150	121	365	419	134	282	615	84	106	30	111
contig#10700	21	19	65	102	8	64	50	18	19	1	18
contig#10701	8	14	73	94	11	46	105	3	1	3	8
contig#10702	101	104	551	621	80	264	725	49	79	15	109
contig#10703	66	136	197	233	51	63	99	52	140	20	105
contig#10705	165	247	335	531	119	292	562	150	243	54	252
contig#10706	117	226	360	600	145	426	666	117	178	33	256
contig#10707	47	138	180	427	71	284	445	13	205	118	228
contig#10708	138	268	261	334	93	168	262	114	243	53	254
contig#10709	75	131	158	221	52	99	181	55	104	27	105
contig#1071	27	44	185	220	37	129	324	10	26	6	34
contig#10710	33	62	164	189	33	91	204	31	47	15	24
contig#10711	10	8	32	60	10	137	79	27	10	3	18
contig#10712	9	21	88	186	12	136	240	16	26	5	42
contig#10713	444	428	420	682	281	479	893	230	405	121	395
contig#10714	10	5	44	52	2	32	77	4	10	3	5
contig#10715	379	193	168	426	276	140	547	47	119	83	193
contig#10716	1089	1013	184	260	565	325	192	771	1506	881	956
contig#10717	27	40	62	89	22	96	94	37	21	22	31
contig#10718	21	33	50	78	23	85	84	21	32	9	44
contig#10719	71	79	401	578	62	311	553	48	61	26	90
contig#1072	100	84	164	250	191	127	57	4	6	80	11
contig#10720	241	307	526	690	207	574	821	145	273	57	292
contig#10721	115	134	692	823	103	427	926	78	76	50	120
contig#10722	101	129	406	597	98	295	605	64	125	37	159
contig#10723	33	34	182	230	25	209	352	25	34	17	30
contig#10724	70	127	164	258	92	133	270	96	124	46	164
contig#10725	84	70	681	865	54	408	903	48	75	24	113
contig#10726	12	14	34	58	17	37	67	11	25	6	29
contig#10727	485	565	1564	1945	508	328	1335	203	194	298	220
contig#10728	18	19	20	35	13	24	26	10	11	0	13
contig#10729	22	30	136	253	19	179	274	13	13	12	56
contig#1073	136	165	568	589	126	446	733	114	148	48	193
contig#10730	217	249	637	1026	182	493	913	138	226	63	253
contig#10731	182	183	608	919	134	493	1007	133	193	36	245
contig#10732	102	220	156	227	110	98	113	125	212	63	233
contig#10733	60	2	348	134	75	143	387	104	28	6	13
contig#10734	149	198	489	669	161	367	694	126	183	67	229
contig#10735	82	95	174	332	112	177	500	20	65	24	85
contig#10736	54	67	317	470	51	213	521	31	64	12	104
contig#10737	2	3	13	3	0	8	4	0	1	4	5
contig#10738	225	43	627	823	247	419	2196	22	65	17	94
contig#10739	1	0	14	8	1	22	39	0	2	0	14
contig#1074	85	85	92	159	75	77	143	34	96	34	56
contig#10740	66	87	380	479	59	322	659	59	107	19	117
contig#10741	21	16	27	55	16	15	26	22	23	5	17
contig#10742	104	159	350	425	98	198	419	90	189	30	233
contig#10743	55	31	265	283	31	196	371	42	44	9	26
contig#10744	54	30	30	202	151	96	345	12	25	15	64
contig#10745	94	117	612	1004	107	398	963	65	97	29	169
contig#10746	428	589	1227	1301	268	539	1211	199	487	99	616
contig#10747	27	75	54	48	18	40	42	22	45	19	11
contig#10748	8	7	102	126	6	113	216	9	12	0	11
contig#10749	10	5	45	39	7	41	61	6	11	4	7
contig#1075	274	518	2552	3432	314	1839	3493	248	447	96	750
contig#10750	16	12	23	26	18	27	89	1	20	4	7
contig#10751	116	77	413	509	72	357	649	41	86	28	115
contig#10753	142	46	34	49	186	142	447	2	22	37	105
contig#10754	1080	1083	1149	2541	861	581	2323	361	433	655	525
contig#10755	10	9	21	21	15	8	24	5	12	5	13
contig#10756	272	364	1405	1755	224	839	1629	184	268	69	391
contig#10757	181	263	443	728	141	298	612	185	157	70	158
contig#10758	32	46	72	70	31	81	74	33	26	10	37
contig#10759	169	275	239	368	75	215	259	127	241	61	197
contig#1076	1028	468	1981	2979	868	1233	3808	159	359	126	574
contig#10760	257	590	367	723	370	283	527	360	416	204	629
contig#10761	33	17	124	208	93	109	249	8	22	7	58
contig#10762	154	148	915	1116	156	580	1201	83	142	51	204
contig#10763	7	2	24	28	23	12	53	5	0	1	6
contig#10764	32	43	79	97	45	57	137	10	14	9	24
contig#10765	5	16	21	20	2	25	27	7	8	2	12
contig#10766	72	106	272	354	52	166	328	38	65	29	101
contig#10767	4	15	13	22	4	14	16	4	14	3	7
contig#10768	105	153	438	434	103	311	466	70	97	30	128
contig#10769	2	2	4	5	7	19	36	4	0	2	8
contig#1077	83	78	224	278	54	170	251	52	48	19	76
contig#10770	52	107	165	154	52	97	79	92	71	36	134
contig#10771	88	16	98	168	44	144	386	15	16	3	18
contig#10772	44	45	114	118	33	190	252	26	40	3	38
contig#10773	24	39	35	71	17	60	120	9	17	6	47
contig#10774	355	155	1131	1527	271	490	1491	73	67	106	103
contig#10775	77	143	328	477	73	247	584	50	105	27	109
contig#10776	44	75	28	47	39	35	25	33	69	21	87
contig#10777	25	28	29	63	46	41	95	3	13	7	43
contig#10778	626	251	636	848	379	419	1297	81	182	83	185
contig#10779	16	31	19	38	17	14	15	14	37	1	30
contig#1078	85	99	163	406	142	89	362	48	108	33	108
contig#10780	5	8	3	13	10	4	8	4	9	1	10
contig#10781	247	301	280	491	192	302	545	143	298	94	305
contig#10782	12	12	20	53	22	18	15	11	17	7	15
contig#10783	1	3	35	55	4	25	74	3	2	5	7
contig#10784	174	218	948	1124	163	640	1273	105	137	48	202
contig#10785	1	1	18	15	4	3	18	1	4	0	1
contig#10786	34	2	0	38	107	34	68	0	27	16	66
contig#10787	3	2	3	12	2	25	17	3	1	1	0
contig#10788	26	25	173	204	24	168	255	14	16	20	19
contig#10789	3	2	34	82	10	60	121	4	9	2	18
contig#1079	672	643	6026	6453	1737	3323	10354	358	406	167	431
contig#10790	26	32	79	129	22	101	133	21	23	12	37
contig#10791	737	673	1604	2250	672	1245	2541	317	514	268	583
contig#10792	84	124	101	255	85	147	189	74	56	14	152
contig#10793	6	30	10	19	4	15	17	7	8	4	7
contig#10794	93	138	148	205	67	109	164	43	99	45	118
contig#10795	51	149	351	655	105	439	795	52	86	36	127
contig#10796	150	212	416	570	153	275	511	157	184	87	260
contig#10797	44	53	189	282	29	126	244	26	59	11	39
contig#10798	13	77	151	72	2	100	36	9	37	9	28
contig#10799	105	169	177	177	92	176	164	76	122	22	206
contig#108	197	227	982	1121	166	727	1381	124	208	50	185
contig#1080	93	144	473	600	122	351	695	64	88	42	164
contig#10800	10	8	22	18	6	14	18	7	19	2	12
contig#10801	8	3	2	8	2	10	6	1	0	0	0
contig#10802	665	559	735	971	899	459	854	86	70	250	113
contig#10803	155	216	217	336	115	116	203	144	164	61	194
contig#10804	56	82	210	281	67	241	290	58	69	13	69
contig#10805	43	88	221	273	47	186	275	46	51	20	67
contig#10806	2	4	21	17	0	14	20	2	5	0	5
contig#10807	9	9	45	38	10	45	23	16	12	6	13
contig#10808	9	6	3	33	40	25	58	3	4	3	39
contig#10809	1	2	9	6	6	6	11	2	2	1	4
contig#1081	645	909	3409	4623	575	2612	4735	412	581	219	1141
contig#10810	80	134	188	288	87	121	259	61	81	25	107
contig#10811	40	44	243	331	52	178	329	20	16	12	34
contig#10812	64	54	36	100	41	43	121	11	41	28	82
contig#10813	279	440	764	952	303	453	902	261	248	194	394
contig#10814	12	84	65	86	12	113	121	8	69	25	60
contig#10815	125	116	85	205	118	132	350	55	172	28	119
contig#10816	7	6	11	12	4	12	8	2	7	5	14
contig#10817	38	43	135	175	29	108	195	12	29	17	57
contig#10818	36	24	283	309	28	258	477	26	32	4	24
contig#10819	49	84	41	59	33	39	51	34	58	18	66
