Contig	SRR5004082_1_trimmed.fq.gz.sam_counts.txt	SRR5004093_1_trimmed.fq.gz.sam_counts.txt	SRR5004080_1_trimmed.fq.gz.sam_counts.txt	SRR5004085_1_trimmed.fq.gz.sam_counts.txt	SRR5004091_1_trimmed.fq.gz.sam_counts.txt	SRR5004078_1_trimmed.fq.gz.sam_counts.txt	SRR5004096_1_trimmed.fq.gz.sam_counts.txt	SRR5004097_1_trimmed.fq.gz.sam_counts.txt	SRR5004095_1_trimmed.fq.gz.sam_counts.txt	SRR5004083_1_trimmed.fq.gz.sam_counts.txt	SRR5004090_1_trimmed.fq.gz.sam_counts.txt	SRR5004094_1_trimmed.fq.gz.sam_counts.txt
contig#10409	2	14	9	0	11	0	0	11	1	0	9	12
contig#1041	30	39	29	38	66	30	26	52	21	12	27	31
contig#10410	236	93	164	161	185	43	337	90	100	22	35	105
contig#10411	64	408	222	85	386	46	67	270	63	22	34	330
contig#10412	6	8	4	9	16	3	6	20	4	2	4	6
contig#10413	41	91	69	59	102	36	39	122	48	1	7	89
contig#10414	617	914	585	519	892	286	410	511	384	123	288	653
contig#10415	57	62	232	39	63	40	208	50	42	25	67	53
contig#10416	76	275	232	108	322	55	83	308	59	20	46	286
contig#10417	94	180	118	103	131	27	77	66	40	27	34	147
contig#10418	201	734	367	214	671	218	320	493	226	85	180	594
contig#10419	111	744	346	113	654	79	96	465	107	29	84	679
contig#1042	8	27	8	1	29	3	1	15	6	0	10	25
contig#10420	134	987	503	221	815	197	244	584	164	82	107	803
contig#10421	250	455	316	282	582	179	271	327	202	98	165	312
contig#10422	477	1468	643	392	1198	237	294	942	376	90	264	1112
contig#10423	115	2298	246	133	146	482	59	51	358	21	7	1511
contig#10424	107	472	267	131	432	84	107	348	47	19	53	322
contig#10425	55	1051	227	48	214	128	32	131	107	8	15	1318
contig#10426	111	76	43	104	64	79	74	23	72	25	41	53
contig#10427	91	916	560	164	1284	28	101	813	51	13	87	889
contig#10428	292	213	210	345	291	128	273	195	237	54	158	197
contig#10429	133	407	212	161	447	113	192	266	130	47	88	282
contig#1043	46	523	323	114	452	38	59	323	45	21	28	363
contig#10430	111	201	182	131	345	184	273	202	154	156	126	193
contig#10431	184	444	273	185	667	140	380	467	167	88	110	520
contig#10432	113	525	283	120	557	58	100	416	76	19	57	486
contig#10433	145	226	111	201	300	113	233	155	113	64	115	176
contig#10434	5	163	184	4	156	3	6	145	4	1	10	210
contig#10435	21	34	22	15	46	9	19	39	12	16	16	34
contig#10436	12	81	76	28	68	8	11	56	17	3	12	111
contig#10437	5	10	7	4	7	6	1	3	6	2	2	3
contig#10438	162	170	119	211	271	79	214	179	118	55	91	132
contig#1044	2	30	6	0	4	1	3	3	2	0	0	24
contig#10440	23	179	119	44	184	23	37	164	22	12	21	191
contig#10441	243	318	213	244	413	93	238	379	138	60	117	351
contig#10442	112	626	303	110	512	69	112	432	118	21	55	570
contig#10443	74	251	90	105	319	70	114	191	63	18	57	168
contig#10444	33	716	340	43	550	11	18	292	5	3	10	355
contig#10445	91	473	261	76	435	84	93	344	98	16	52	392
contig#10446	100	733	213	92	458	175	156	252	199	48	42	479
contig#10447	77	805	407	72	611	49	78	501	67	16	37	755
contig#10448	71	348	166	114	345	75	96	220	70	28	40	255
contig#10449	322	1122	638	432	1339	229	392	821	182	102	241	810
contig#1045	1823	17932	7550	2463	15838	3013	3104	10506	3301	1851	1336	15676
contig#10450	1	70	62	19	38	0	5	72	9	0	1	80
contig#10451	2380	607	1139	963	897	925	2154	638	4493	2984	2642	493
contig#10452	82	122	65	116	100	55	78	71	50	21	46	70
contig#10453	19	36	37	21	45	8	24	34	8	5	10	27
contig#10454	38	49	21	54	38	36	23	24	28	10	29	18
contig#10455	85	760	275	110	662	106	102	419	100	22	66	498
contig#10456	60	668	277	101	584	37	62	421	53	13	47	544
contig#10457	187	776	370	181	721	167	209	581	160	73	125	535
contig#10458	104	647	284	110	466	127	86	309	138	24	63	417
contig#10459	44	209	230	31	324	77	57	187	67	11	44	247
contig#1046	3208	23036	12289	5448	15622	4357	4046	6053	1574	745	1085	9200
contig#10460	47	255	156	28	168	58	34	131	53	17	26	208
contig#10461	169	523	296	234	738	146	355	453	190	60	117	441
contig#10462	143128	25511	38513	112058	36688	84118	142222	29909	126166	179882	137686	18544
contig#10463	11	351	122	26	227	9	8	220	14	1	7	253
contig#10464	53	162	89	105	201	39	90	169	55	12	24	98
contig#10465	111	3250	808	374	1393	391	107	222	158	56	37	1196
contig#10466	75	263	108	91	224	54	117	137	71	22	43	193
contig#10467	15	8	8	11	6	13	4	4	8	2	2	3
contig#10468	73	2306	417	63	1035	216	53	695	266	28	11	1659
contig#10469	18	2	6	7	4	1	3	2	2	4	4	1
contig#1047	2	27	13	1	22	1	5	14	6	2	3	29
contig#10470	49	1	8	21	3	6	12	4	3	8	14	1
contig#10471	145	693	362	193	658	112	133	427	156	33	75	620
contig#10472	86	81	53	75	102	82	107	62	65	29	76	66
contig#10473	83	404	185	65	366	69	114	324	77	44	60	333
contig#10474	9	27	22	8	31	7	14	16	8	2	8	37
contig#10475	125	224	157	136	210	95	139	161	152	39	70	159
contig#10476	8	73	33	0	43	3	4	51	4	0	0	84
contig#10477	45	128	92	50	121	31	50	101	40	11	36	55
contig#10478	53	113	88	89	88	67	122	34	43	16	45	43
contig#10479	111	771	394	260	766	164	243	566	157	71	120	531
contig#1048	524	2555	1524	416	1866	516	486	1268	834	243	277	1706
contig#10480	15	230	124	15	160	12	29	189	42	8	13	265
contig#10481	24	115	55	36	117	23	45	73	34	6	15	93
contig#10482	204	427	198	194	486	191	301	461	209	98	160	288
contig#10483	83	626	434	237	480	36	168	579	101	20	121	347
contig#10484	117	232	139	202	321	83	190	202	99	49	108	207
contig#10485	214	1575	706	328	1614	327	328	1071	264	112	193	911
contig#10486	268	791	397	295	733	117	272	449	217	74	134	624
contig#10487	124	406	162	175	438	105	162	270	99	64	97	288
contig#10488	25	64	11	19	31	10	22	11	22	10	8	54
contig#10489	48	77	74	57	141	28	78	105	39	37	53	78
contig#1049	227	902	478	313	930	186	251	521	162	60	154	697
contig#10490	47	195	60	90	174	101	129	79	98	57	39	79
contig#10491	14	72	38	2	57	23	4	39	56	3	7	58
contig#10492	40	187	103	89	175	34	81	147	50	26	59	128
contig#10493	183	581	233	169	588	132	200	368	156	70	101	427
contig#10494	81	519	268	135	530	93	162	374	87	68	94	413
contig#10495	143	302	227	170	349	221	105	175	182	23	133	284
contig#10496	31	1103	434	45	550	74	18	363	72	16	24	983
contig#10497	357	1105	591	460	1289	294	515	993	360	127	220	813
contig#10498	52	537	255	37	474	41	49	399	41	20	32	510
contig#105	121	1225	625	196	1114	108	120	760	98	23	87	878
contig#1050	59	161	74	74	111	54	62	63	41	15	12	76
contig#10500	4	26	40	8	61	16	15	15	20	0	9	42
contig#10501	273	1087	540	357	1165	284	363	752	302	84	164	784
contig#10502	51	133	52	65	137	53	53	165	56	12	43	105
contig#10503	25	723	257	18	183	21	25	237	21	3	21	415
contig#10504	57	578	184	99	101	135	28	43	106	28	14	506
contig#10505	184	1076	358	197	912	216	236	642	270	127	96	761
contig#10506	24	327	180	73	66	163	15	22	63	4	4	124
contig#10507	44	120	25	33	27	28	52	61	134	56	5	39
contig#10508	6	14	25	9	22	3	3	24	8	0	4	12
contig#10509	70	341	115	59	381	323	336	230	307	307	59	213
contig#1051	725	3520	2222	863	2987	727	977	2454	723	396	541	2947
contig#10510	268	2711	726	526	1619	354	188	334	120	107	30	860
contig#10511	24	353	120	46	275	31	35	221	42	23	27	270
contig#10512	19	31	15	47	31	13	19	18	12	2	7	22
contig#10513	80	319	167	101	336	61	96	186	79	20	92	248
contig#10514	34	158	95	27	148	26	37	119	43	4	15	129
contig#10515	34	45	23	39	54	24	45	36	40	10	14	36
contig#10516	14	17	9	17	17	13	16	9	7	5	5	6
contig#10517	643	760	460	656	1038	383	501	782	420	86	273	685
contig#10518	116	290	213	107	296	99	95	227	70	37	75	201
contig#10519	46	848	389	108	660	37	64	375	27	7	59	528
contig#1052	1059	7090	3510	1475	8129	1598	1829	5235	1541	516	944	5136
contig#10520	22	49	91	25	36	10	18	45	2	1	5	27
contig#10521	148	701	276	203	614	131	201	445	132	69	96	495
contig#10524	600	1241	583	789	1417	733	1042	893	639	433	538	794
contig#10525	357	396	275	620	415	201	488	152	185	59	275	265
contig#10526	2	11	4	6	16	3	1	9	4	1	1	8
contig#10527	70	487	317	125	403	34	72	245	26	6	38	240
contig#10528	249	1280	549	389	1436	228	414	962	206	122	226	1040
contig#10529	97	183	147	153	330	55	188	244	88	30	96	209
contig#1053	419	547	477	457	594	279	385	185	133	103	44	260
contig#10530	13	23	22	10	25	23	19	15	23	24	7	8
contig#10531	1	78	33	0	41	0	3	32	1	0	2	57
contig#10533	49	134	202	65	206	28	43	163	39	15	39	230
contig#10534	101	106	106	95	179	49	76	105	64	42	52	157
contig#10536	58	140	87	107	93	75	80	33	58	18	18	83
contig#10537	1	42	48	0	27	6	1	18	6	0	4	31
contig#10538	55	186	98	59	197	36	88	197	52	26	52	171
contig#10539	91	525	246	126	527	89	129	353	85	63	78	351
contig#1054	354	1310	722	448	1123	218	374	590	77	51	113	580
contig#10540	112	609	317	158	569	87	144	485	113	36	97	643
contig#10541	50	260	161	79	299	74	70	205	68	35	33	181
contig#10542	38	74	63	36	110	26	51	76	28	12	16	59
contig#10543	63	469	177	102	533	101	81	394	119	36	49	252
contig#10544	28	96	55	31	68	7	22	27	6	6	4	38
contig#10545	9	221	91	17	158	14	6	67	15	2	9	145
contig#10546	7	129	70	3	99	8	4	74	29	2	26	91
contig#10547	332	949	604	413	967	193	316	643	249	73	196	854
contig#10548	234	1331	593	424	1370	310	408	900	291	142	219	945
contig#1055	198	1684	746	176	1490	192	153	1162	190	51	91	1357
contig#10550	28	197	132	49	207	48	19	134	47	3	21	207
contig#10551	9	123	60	13	118	11	8	107	9	6	13	100
contig#10552	4	62	73	1	108	12	4	48	3	2	1	66
contig#10553	25	127	99	17	187	30	31	133	16	12	24	206
contig#10554	94	127	245	459	87	58	517	152	26	23	35	223
contig#10555	95	162	116	173	191	105	134	121	139	34	75	121
contig#10556	1	26	12	2	21	0	2	11	1	0	4	21
contig#10557	59	287	178	84	349	55	86	282	73	25	37	284
contig#10558	38	25	50	41	38	15	39	42	11	11	29	30
contig#10559	137	364	249	175	540	104	212	485	163	31	86	410
contig#1056	38	171	116	4	53	7	0	97	11	2	58	89
contig#10560	278	1521	1036	323	1634	239	369	763	209	133	243	1053
contig#10561	3	14	9	3	19	3	1	11	7	2	2	10
contig#10562	9	118	49	10	78	17	10	42	28	3	14	67
contig#10564	1	261	49	9	134	13	13	63	6	6	2	70
contig#10565	18	41	73	24	59	11	13	27	19	10	26	25
contig#10566	9	48	41	2	42	0	1	31	4	1	5	73
contig#10567	19	172	37	18	167	65	67	132	62	35	18	109
contig#10568	67	443	200	58	316	68	74	279	63	14	44	251
contig#10569	143	643	218	172	666	166	196	422	183	85	81	417
contig#1057	754	4235	2918	1186	4392	828	1170	3142	867	271	669	3697
contig#10570	104	802	318	180	616	174	108	343	242	51	29	450
contig#10571	16	79	38	22	99	23	26	77	17	13	13	73
contig#10572	1	37	20	2	4	8	5	15	0	3	1	32
contig#10573	12	117	58	13	97	20	16	73	16	3	1	74
contig#10574	33	170	63	54	193	40	54	69	50	15	23	75
contig#10575	18	98	43	35	92	29	52	76	36	9	11	73
contig#10576	10	216	71	8	120	9	7	101	10	0	8	165
contig#10577	104	407	273	129	482	82	119	346	105	24	82	361
contig#10578	8	244	115	9	168	14	15	186	5	4	11	288
contig#10579	38	45	35	22	64	14	22	70	23	10	28	39
contig#1058	490	1445	900	720	1526	461	728	937	425	212	448	1282
contig#10580	56	240	167	77	445	174	136	370	134	65	89	415
contig#10581	44	1745	236	8	1105	226	40	486	433	28	2	1209
contig#10582	2	61	24	10	56	7	9	44	5	2	6	47
contig#10583	48	39	30	40	42	21	39	20	22	19	28	30
contig#10584	9	84	45	8	62	8	9	51	16	1	5	89
contig#10585	36	196	83	36	64	157	106	39	133	10	34	216
contig#10586	9	257	95	9	147	13	16	136	12	0	7	224
contig#10588	117	307	175	131	432	59	102	310	59	48	67	290
contig#10589	62	116	251	19	110	3	13	109	8	0	158	98
contig#1059	261	2460	1293	489	2080	388	399	1405	289	75	249	2058
contig#10590	343	1628	852	434	1867	369	548	1240	333	189	271	1319
contig#10591	73	395	265	72	377	92	116	281	86	29	69	392
contig#10592	93	669	378	176	600	64	97	442	99	26	68	536
contig#10593	47	926	292	31	791	45	33	557	76	19	19	681
contig#10594	53	225	124	118	197	37	75	168	41	17	49	155
contig#10595	13	17	14	16	19	7	10	8	8	4	3	10
contig#10596	71	858	451	56	626	71	156	719	142	24	30	1150
contig#10597	210	298	441	100	290	97	160	248	64	98	83	267
contig#10598	8	107	44	2	53	3	5	43	7	0	8	87
contig#10599	45	408	65	28	315	69	37	173	113	18	15	269
contig#106	101	482	204	106	411	117	153	268	112	46	55	338
contig#1060	481	4555	1544	747	4439	821	915	2897	725	329	367	3073
contig#10600	10	114	25	8	67	24	15	60	26	3	8	75
contig#10601	148	652	470	44	177	30	33	140	64	8	123	478
contig#10602	13	47	24	15	52	8	12	45	8	2	4	37
contig#10603	175	820	360	276	917	141	264	605	138	60	111	651
contig#10604	10	24	20	19	22	31	24	8	22	16	9	20
contig#10605	156	1896	886	280	2024	379	285	1272	401	133	126	1337
contig#10606	56	246	134	93	298	54	115	215	53	19	69	221
contig#10607	170	995	540	159	1004	181	180	901	206	57	89	894
contig#10608	2	3	3	4	13	7	1	4	7	0	7	6
contig#10609	4	99	17	18	6	21	11	10	12	0	2	69
contig#1061	233	545	437	476	624	136	347	437	114	53	129	467
contig#10610	93	183	159	30	45	13	11	63	11	2	49	114
contig#10611	30	214	150	47	288	40	40	147	57	7	28	158
contig#10612	22	122	87	57	130	47	65	81	11	3	16	83
contig#10613	10	79	36	22	84	7	17	51	8	5	14	81
contig#10614	17	133	64	22	137	18	23	97	25	11	12	108
contig#10615	48	112	83	67	87	47	68	93	60	7	23	83
contig#10616	60	525	275	96	464	35	57	380	51	7	44	640
contig#10617	4	18	10	1	22	5	4	10	3	0	3	16
contig#10618	267	1199	653	314	973	176	226	717	269	107	172	1072
contig#10619	21	291	119	19	179	25	14	148	25	10	10	163
contig#1062	140	1044	725	189	1488	69	214	1202	154	35	135	1221
contig#10620	159	1774	542	199	1415	194	186	897	176	31	115	1272
contig#10621	17	83	63	14	79	11	23	104	12	3	11	82
contig#10622	6	61	48	11	54	4	8	43	6	0	11	60
contig#10623	3	19	11	5	20	1	1	8	2	0	2	15
contig#10624	18	90	30	33	36	33	20	38	16	8	11	50
contig#10625	41	74	40	36	1	180	5	1	119	0	3	192
contig#10626	200	409	203	224	431	173	294	254	150	68	111	250
contig#10627	99	248	138	99	277	72	121	182	58	17	50	156
contig#10628	240	564	361	185	399	155	156	287	220	31	110	337
contig#10629	11	77	36	12	64	6	12	59	6	2	7	53
contig#1063	4	33	24	5	23	1	3	12	2	0	1	33
contig#10630	168	2814	1194	219	2189	262	182	1544	247	81	112	2316
contig#10631	13	72	38	6	74	9	24	62	13	5	16	63
contig#10632	34	388	108	40	248	15	32	209	13	5	2	212
contig#10633	7	178	20	1	161	7	10	86	13	5	2	112
contig#10634	112	624	421	153	884	112	185	640	95	44	72	551
contig#10635	7	8	5	4	22	5	4	7	6	2	2	6
contig#10636	95	1624	81	72	127	78	75	83	220	19	44	1547
contig#10637	106	496	261	132	504	72	134	421	96	43	159	391
contig#10638	17	121	70	21	127	12	16	100	12	5	11	106
contig#10639	81	736	268	107	590	57	76	540	95	34	34	558
contig#1064	49	85	67	99	143	50	59	69	30	10	63	48
contig#10640	48	755	354	52	464	51	56	310	67	20	20	844
contig#10641	250	265	386	303	195	70	351	194	69	31	73	103
contig#10642	184	307	299	493	1040	99	202	522	66	52	167	171
contig#10643	475	32292	601	157	350	4809	340	14	10350	53	24	21036
contig#10644	199	498	297	178	533	90	197	419	135	48	151	492
contig#10645	32	110	61	53	185	14	60	123	42	13	69	90
contig#10646	181	330	257	226	382	77	248	258	119	42	130	260
contig#10647	246	457	335	332	443	151	263	293	214	75	119	362
contig#10648	19	112	63	22	143	6	13	76	25	1	8	110
contig#10649	86	751	297	223	568	153	120	143	98	67	58	272
contig#1065	6	94	44	7	107	13	16	86	26	4	12	98
contig#10650	215	943	443	229	886	205	221	591	228	73	150	695
contig#10651	158	724	394	217	787	152	205	527	161	72	143	761
contig#10652	3	65	20	2	34	1	5	20	3	0	2	47
contig#10654	94	693	354	80	413	77	81	192	73	17	40	386
contig#10655	7	69	25	21	51	10	17	60	31	8	5	76
contig#10656	24	70	40	51	73	24	44	42	31	12	16	47
contig#10657	64	61	89	33	11	190	6	7	158	4	0	94
contig#10658	37	433	98	50	401	55	35	200	78	23	22	226
contig#10659	67	896	371	89	694	113	54	397	84	28	48	558
contig#1066	254	2070	587	372	1027	933	356	708	259	47	162	1235
contig#10660	35	51	53	27	78	13	23	52	15	14	8	37
contig#10661	123	262	179	147	299	73	150	205	106	33	70	225
contig#10662	48	220	292	54	432	296	355	219	208	223	99	225
contig#10663	15	12	17	22	20	10	17	24	8	0	11	9
contig#10664	2	40	3	13	13	2	11	1	9	1	1	11
contig#10665	110	361	238	117	489	135	180	329	123	63	105	293
contig#10666	297	910	482	362	843	186	291	595	249	66	169	657
contig#10667	99	1203	571	141	1003	106	114	696	58	27	56	800
contig#10668	77	790	356	76	717	26	34	458	48	4	35	661
contig#10669	238	210	224	330	285	81	330	259	134	87	276	126
contig#1067	163	1226	566	227	1199	201	234	888	160	83	134	1170
contig#10670	5	31	44	6	29	5	8	26	6	3	14	24
contig#10671	5	27	27	6	34	1	9	26	8	0	7	23
contig#10672	41	337	252	98	494	78	80	281	154	15	44	343
contig#10673	213	1144	572	273	773	270	254	450	239	80	149	841
contig#10674	6	66	20	9	40	13	11	25	8	4	13	30
contig#10675	158	917	444	200	731	189	208	611	217	68	106	716
contig#10676	107	146	115	130	263	60	164	193	79	35	74	154
contig#10677	17	34	58	15	61	10	16	91	22	2	25	67
contig#10678	4	29	15	8	20	4	4	20	7	0	4	32
contig#10679	279	899	490	359	983	282	405	632	272	96	221	627
contig#1068	19	128	179	50	146	12	19	56	16	6	20	59
contig#10680	1	29	11	2	29	2	7	26	2	3	1	29
contig#10681	9	21	20	25	43	8	31	32	8	3	12	22
contig#10683	78	334	157	109	339	57	114	267	71	48	76	299
contig#10684	39	254	122	43	230	40	51	143	48	23	33	181
contig#10685	14	24	11	9	18	6	17	39	10	7	21	26
contig#10686	22	191	86	34	179	63	58	142	43	5	27	139
contig#10687	16	66	19	3	43	5	3	26	10	1	8	58
contig#10688	50	258	150	63	202	117	155	141	159	50	34	111
contig#10689	5	13	16	16	14	9	9	9	6	2	2	13
contig#1069	341	3799	1642	420	1998	512	466	1285	424	174	257	1634
contig#10690	9	21	17	30	16	18	16	15	8	5	9	12
contig#10691	237	593	312	270	510	102	178	402	263	193	316	476
contig#10692	228	1721	804	143	670	152	63	687	121	11	310	1073
contig#10693	181	1133	661	269	1068	137	253	890	211	88	113	1075
contig#10694	76	331	163	35	257	77	47	187	49	14	20	138
contig#10695	120	618	224	261	325	326	329	215	300	77	58	508
contig#10696	60	60	45	80	76	35	68	56	32	18	44	34
contig#10697	8	190	202	10	218	236	190	160	198	137	16	107
contig#10698	25	153	191	19	185	33	36	112	39	13	36	232
contig#10699	178	585	459	206	448	136	248	544	110	37	140	450
contig#107	2484	27586	11838	3720	25513	3666	3205	16813	3711	1047	2050	24471
contig#1070	105	577	279	108	404	135	121	364	151	29	83	597
contig#10700	21	48	58	18	98	9	18	63	20	1	17	59
contig#10701	1	77	31	5	75	13	12	57	6	0	4	63
contig#10702	79	704	260	108	612	77	102	540	97	15	48	477
contig#10703	136	99	61	103	230	48	133	195	65	20	49	99
contig#10704	9	219	111	3	81	2	1	91	1	0	5	103
contig#10705	232	541	283	249	507	113	236	327	157	48	145	413
contig#10706	177	655	407	251	602	147	226	350	120	32	118	454
contig#10707	204	458	282	234	433	72	137	186	46	117	13	159
contig#10708	221	192	154	238	288	75	243	239	120	39	91	138
contig#10709	96	169	98	89	208	48	128	147	66	25	54	121
contig#1071	23	310	127	32	214	36	41	177	27	6	10	244
contig#10710	43	207	92	22	184	31	56	162	32	17	32	157
contig#10711	10	80	139	18	58	11	8	34	11	3	27	47
contig#10712	24	228	123	40	177	10	20	81	8	5	16	166
contig#10713	399	874	471	397	671	283	421	420	442	116	230	572
contig#10714	10	82	30	4	48	2	7	44	9	3	4	76
contig#10715	111	523	136	185	418	267	186	166	368	78	44	318
contig#10716	1446	186	315	925	243	550	970	172	1045	866	752	184
contig#10717	21	97	96	32	87	22	42	62	27	22	38	59
contig#10718	28	76	78	40	75	22	31	47	20	9	19	39
contig#10719	65	543	309	93	566	63	78	407	69	27	47	575
contig#1072	6	52	123	10	239	184	84	159	96	77	4	179
contig#10720	264	816	566	287	675	203	298	520	236	58	142	704
contig#10721	54	804	348	100	698	94	115	600	97	39	57	727
contig#10722	125	601	292	157	593	97	127	403	101	37	64	477
contig#10723	33	337	198	29	226	19	32	177	27	19	24	288
contig#10724	116	254	126	165	248	89	121	159	69	45	88	203
contig#10725	75	894	404	112	854	53	68	677	84	24	48	828
contig#10726	22	60	34	27	54	17	13	35	12	5	9	39
contig#10727	191	1327	318	215	1904	498	557	1522	486	287	199	1060
contig#10728	10	24	23	11	32	13	18	19	15	0	9	11
contig#10729	12	285	201	58	256	18	37	136	23	12	13	256
contig#1073	154	734	439	194	601	126	163	575	138	48	117	552
contig#10730	219	900	492	246	995	178	246	620	210	60	132	714
contig#10731	190	982	487	243	893	131	182	588	175	36	129	846
contig#10732	198	107	97	227	220	104	211	150	98	56	119	70
contig#10733	27	387	134	13	131	73	3	351	58	6	100	341
contig#10734	164	604	310	210	606	144	174	442	133	63	110	454
contig#10735	64	496	177	89	321	116	92	172	84	25	20	299
contig#10736	62	518	214	100	470	51	63	310	54	12	29	445
contig#10737	1	4	7	5	2	2	2	12	1	1	0	8
contig#10738	60	2150	412	90	821	241	42	606	223	17	22	1353
contig#10739	2	36	21	11	7	1	0	11	1	0	0	6
contig#1074	98	142	80	54	154	66	82	92	80	35	34	85
contig#10740	101	659	320	117	475	57	86	368	66	19	59	510
contig#10741	27	26	16	17	52	15	17	24	22	5	22	26
contig#10742	189	417	198	232	423	97	156	347	102	30	87	326
contig#10743	43	373	194	26	276	31	30	265	55	9	42	362
contig#10744	24	335	96	65	197	143	29	30	55	14	11	122
contig#10745	94	943	391	165	974	104	114	593	92	29	65	688
contig#10746	461	1194	518	601	1288	255	573	1198	415	90	195	933
contig#10747	50	39	36	12	51	17	67	57	22	16	21	35
contig#10748	12	202	109	10	121	6	5	94	7	0	9	118
contig#10749	11	59	41	7	37	7	5	43	10	4	6	38
contig#1075	433	3434	1804	725	3385	307	520	2541	262	99	240	2969
contig#10750	19	88	26	8	22	18	10	24	14	4	0	26
contig#10751	84	630	346	108	494	68	76	396	113	27	40	581
contig#10752	2	1	2	2	7	0	2	4	2	0	1	2
contig#10753	23	344	132	95	45	156	29	25	126	34	2	261
contig#10754	383	2173	506	487	2370	844	1039	1094	1041	631	338	1471
contig#10755	11	23	7	13	20	15	9	19	8	5	5	17
contig#10756	269	1618	840	385	1752	224	362	1401	274	68	185	1287
contig#10757	155	610	306	161	725	140	264	447	182	73	184	415
contig#10758	26	69	77	35	63	31	43	64	30	11	28	62
contig#10759	238	252	208	192	351	74	272	226	168	57	122	208
contig#1076	360	3800	1220	576	2965	864	467	1962	1026	126	157	2395
contig#10760	385	481	259	597	632	327	557	332	239	181	323	284
contig#10761	16	196	96	57	154	88	15	68	33	8	6	104
contig#10762	141	1191	576	204	1114	152	149	908	155	50	82	1082
contig#10764	8	107	44	24	91	18	33	69	11	5	11	84
contig#10765	3	19	17	10	13	3	13	17	3	2	4	7
contig#10766	65	326	167	99	350	52	106	267	69	28	36	262
contig#10767	13	15	15	6	23	5	11	12	4	3	4	14
contig#10768	95	463	305	129	424	101	151	435	102	30	71	420
contig#1077	48	258	171	74	279	55	80	225	84	19	54	199
