Contig	./SAMs/SRR5004095_trimmed_counts.txt	./SAMs/SRR5004082_trimmed_counts.txt	./SAMs/SRR5004080_trimmed_counts.txt	./SAMs/SRR5004093_trimmed_counts.txt	./SAMs/SRR5004085_trimmed_counts.txt	./SAMs/SRR5004091_trimmed_counts.txt	./SAMs/SRR5004083_trimmed_counts.txt	./SAMs/SRR5004097_trimmed_counts.txt	./SAMs/SRR5004090_trimmed_counts.txt	./SAMs/SRR5004096_trimmed_counts.txt	./SAMs/SRR5004094_trimmed_counts.txt	./SAMs/SRR5004078_trimmed_counts.txt
contig#10347	147	154	602	1075	203	950	62	815	105	190	944	148
contig#10348	73	72	127	188	105	196	26	147	59	79	176	55
contig#10349	38	62	107	155	88	136	10	86	22	86	83	41
contig#10350	2	16	0	0	5	115	4	1	1	14	0	0
contig#10351	33	27	62	98	27	85	6	73	13	17	75	25
contig#10352	152	60	145	1340	69	186	18	65	39	183	1114	122
contig#10353	16	17	17	12	21	22	7	27	5	10	18	7
contig#10354	14	6	55	130	21	79	1	29	4	12	75	16
contig#10355	28	24	45	81	35	119	9	83	10	23	93	23
contig#10356	815	189	943	3390	160	923	176	2153	84	646	2367	339
contig#10357	30	40	158	402	35	297	11	208	10	32	255	18
contig#10358	139	135	382	766	151	745	59	500	88	166	722	151
contig#10359	2	4	10	7	7	9	0	7	3	12	5	0
contig#1036	2	7	40	74	4	75	2	73	2	6	79	11
contig#10360	82	98	227	310	124	350	30	237	72	128	273	82
contig#10361	121	6	238	111	46	221	0	67	24	6	135	47
contig#10362	246	50	151	975	94	646	43	369	31	100	645	188
contig#10363	557	443	212	547	721	573	153	437	284	605	295	415
contig#10364	40	48	83	274	62	239	25	160	29	82	200	53
contig#10365	23	19	27	11	37	23	1	14	14	37	14	16
contig#10366	135	302	154	212	220	272	31	138	124	295	147	179
contig#10367	131	99	566	1754	155	1052	25	775	70	130	1081	173
contig#10368	110	104	344	992	125	1030	37	652	55	121	880	94
contig#10369	440	369	696	1595	523	1234	147	741	304	570	1196	336
contig#1037	5	13	1	6	12	4	3	2	4	4	6	6
contig#10370	173	130	380	1138	170	1110	68	771	108	262	974	177
contig#10371	214	186	945	1997	259	1515	57	1117	122	255	1620	223
contig#10372	519	170	301	580	207	446	156	617	124	602	426	253
contig#10373	432	320	527	1647	495	1741	150	1016	248	484	965	443
contig#10374	20	16	110	218	26	187	7	176	16	24	214	30
contig#10375	59	174	240	404	194	353	34	133	12	125	243	80
contig#10376	23	26	71	129	36	138	15	106	11	29	95	13
contig#10377	47	69	41	56	115	70	23	56	56	79	41	38
contig#10378	11	16	67	118	7	89	1	76	6	11	96	9
contig#10379	38	28	185	368	65	257	13	159	31	45	247	46
contig#1038	404	607	955	1493	777	1367	133	890	257	665	1042	403
contig#10380	127	107	363	570	122	677	33	520	88	163	675	94
contig#10381	80	67	245	437	94	405	49	322	41	80	397	88
contig#10382	46	56	176	207	90	280	26	302	71	106	214	39
contig#10383	89	63	298	508	78	598	34	584	50	60	536	64
contig#10384	124	42	269	446	74	495	64	346	37	87	359	145
contig#10385	100	108	357	529	117	620	26	511	81	161	500	77
contig#10386	49	47	169	328	82	369	14	228	46	90	277	37
contig#10387	55	54	145	260	36	205	18	131	30	54	167	40
contig#10388	135	342	203	290	277	293	109	251	144	209	199	115
contig#10389	92	62	332	648	95	554	54	385	68	137	469	103
contig#1039	45	40	148	306	53	315	13	161	14	44	186	48
contig#10390	6	3	9	21	0	13	0	8	1	0	17	0
contig#10391	27	38	77	126	40	162	12	75	19	20	85	21
contig#10392	145	143	319	444	194	525	34	312	117	159	332	146
contig#10393	3	4	22	48	4	33	0	33	2	3	39	2
contig#10394	4	10	46	55	11	85	1	58	8	12	57	7
contig#10395	226	405	666	1014	671	1178	86	501	249	511	708	324
contig#10396	30	46	149	229	72	141	5	128	71	27	174	39
contig#10397	80	93	114	129	102	111	12	71	35	81	91	31
contig#10398	184	122	426	1206	157	915	30	626	99	148	900	169
contig#10399	2	18	8	3	0	8	1	5	3	2	9	3
contig#104	1201	2723	10252	23754	4133	14311	574	4882	615	1848	8757	3535
contig#1040	391	598	1725	3071	860	2835	173	1918	422	744	2296	415
contig#10400	5	12	10	13	5	9	3	4	7	10	1	3
contig#10401	3	2	9	19	4	10	0	11	0	4	11	1
contig#10402	105	138	126	263	185	384	108	228	102	207	209	150
contig#10403	3	2	20	38	1	37	0	26	0	0	34	2
contig#10405	41	54	80	193	54	187	32	140	44	68	129	53
contig#10406	43	52	123	347	58	296	14	202	35	68	234	55
contig#10407	18	21	34	100	40	68	0	40	4	17	68	35
contig#10408	2	16	29	39	10	59	2	10	3	10	27	2
contig#10409	1	2	9	14	0	12	0	11	9	0	13	0
contig#1041	21	32	29	39	39	66	12	52	28	28	31	30
contig#10410	100	237	166	94	162	187	22	90	35	337	106	43
contig#10411	64	64	223	413	86	397	23	273	35	67	332	46
contig#10412	4	6	4	8	9	16	2	20	4	6	6	3
contig#10413	50	41	69	92	59	103	1	122	7	39	90	37
contig#10414	388	621	589	920	522	906	124	513	289	413	663	293
contig#10415	42	57	236	62	39	64	26	50	67	214	53	40
contig#10416	61	76	237	277	109	323	20	312	46	85	290	57
contig#10417	40	94	118	181	103	131	27	66	34	77	147	27
contig#10418	231	203	373	749	216	677	85	502	182	324	597	221
contig#10419	108	114	349	752	115	665	30	471	85	97	689	79
contig#1042	7	8	8	27	1	29	0	15	10	1	26	4
contig#10420	164	139	515	1000	226	818	83	590	111	245	816	199
contig#10421	206	263	324	474	287	596	101	344	167	282	334	186
contig#10422	377	478	647	1472	392	1205	90	944	264	297	1118	238
contig#10423	362	115	247	2340	135	149	21	51	7	59	1539	488
contig#10424	47	107	269	472	131	432	19	348	53	107	323	84
contig#10425	108	55	228	1054	49	214	8	131	15	32	1326	129
contig#10426	72	111	43	76	104	64	25	24	41	74	53	79
contig#10427	51	91	561	916	163	1281	13	811	88	99	892	28
contig#10428	240	298	210	215	351	294	55	198	159	277	200	128
contig#10429	130	144	221	422	163	455	48	270	89	197	287	118
contig#1043	51	46	337	539	116	465	21	336	29	61	378	41
contig#10430	154	111	182	202	134	345	157	202	126	276	194	186
contig#10431	170	184	276	447	185	672	88	469	111	384	523	140
contig#10432	78	114	291	550	122	579	21	427	57	102	497	60
contig#10433	113	147	111	229	206	303	64	155	117	235	178	116
contig#10434	4	5	189	168	4	158	1	147	10	6	218	3
contig#10435	14	24	23	51	16	55	17	52	17	21	43	13
contig#10436	17	13	77	83	28	70	3	57	12	11	112	9
contig#10437	6	5	7	12	4	8	2	3	3	1	3	7
contig#10438	117	170	119	176	220	280	64	188	90	218	135	84
contig#10439	1	0	20	31	7	21	0	17	3	2	65	0
contig#1044	2	2	6	30	0	4	0	3	0	3	24	1
contig#10440	22	23	119	181	44	189	12	169	21	37	193	23
contig#10441	139	245	217	320	247	420	62	381	118	238	352	93
contig#10442	119	119	304	633	109	518	21	439	57	114	577	70
contig#10443	63	74	90	251	105	321	18	191	57	116	168	70
contig#10444	5	34	341	736	43	566	3	295	10	18	355	11
contig#10445	98	92	263	475	77	436	16	346	53	95	393	84
contig#10446	199	102	213	735	92	458	48	253	42	157	482	175
contig#10447	69	77	409	808	72	615	16	502	37	78	760	49
contig#10448	70	71	166	349	115	345	28	220	40	96	255	75
contig#10449	182	326	639	1131	437	1347	103	823	242	393	813	230
contig#1045	3305	1823	7555	17959	2466	15859	1851	10511	1338	3113	15691	3019
contig#10450	10	1	65	77	19	40	0	76	1	5	85	1
contig#10451	4613	2426	1169	611	954	880	2996	675	2754	2147	518	969
contig#10452	50	84	65	124	116	100	21	71	46	78	70	55
contig#10453	9	19	42	45	22	49	5	37	10	26	30	10
contig#10454	28	38	21	50	56	38	10	24	29	24	18	37
contig#10455	100	85	275	766	111	663	23	419	65	102	498	105
contig#10456	53	60	277	671	102	588	13	421	47	62	548	37
contig#10457	161	189	371	776	181	721	73	582	125	209	539	168
contig#10458	139	104	286	649	110	467	24	311	63	88	420	130
contig#10459	67	45	233	213	31	329	11	193	44	57	250	78
contig#1046	1581	3216	12308	23179	5472	15645	747	6063	1088	4057	9214	4373
contig#10460	55	49	158	262	28	171	17	134	27	34	209	60
contig#10461	191	169	296	523	234	738	60	453	117	356	442	146
contig#10462	190349	201284	56981	39316	157828	52960	260943	43962	194921	209270	28737	126872
contig#10463	14	11	122	353	26	228	1	220	7	8	253	9
contig#10464	56	53	93	162	105	202	13	171	24	91	100	40
contig#10465	163	112	836	3386	384	1446	61	235	38	111	1245	404
contig#10466	72	75	108	265	91	225	22	139	44	117	193	54
contig#10467	8	15	12	8	11	7	2	4	2	6	3	14
contig#10468	266	73	418	2307	63	1037	28	696	11	53	1665	217
contig#10469	2	17	6	2	7	4	4	2	4	3	1	1
contig#1047	6	2	13	27	1	22	2	16	3	5	31	1
contig#10470	3	47	8	1	21	3	8	4	14	12	1	6
contig#10471	157	150	363	705	198	669	34	439	77	135	629	114
contig#10472	65	86	53	81	76	102	29	62	76	107	66	82
contig#10473	77	83	187	410	67	368	43	325	60	114	337	69
contig#10474	9	12	24	29	8	33	3	20	8	14	38	7
contig#10475	153	127	158	226	138	211	42	165	72	140	159	96
contig#10476	4	8	33	73	0	43	0	52	0	4	84	3
contig#10477	44	47	93	128	56	122	11	104	36	50	57	31
contig#10478	43	54	88	113	90	88	16	34	45	122	43	67
contig#10479	165	116	398	785	265	787	74	575	123	247	549	170
contig#1048	844	526	1527	2575	416	1882	243	1274	277	488	1711	517
contig#10480	42	15	125	231	15	164	8	191	13	29	269	12
contig#10481	34	27	56	119	38	115	6	75	17	47	91	24
contig#10482	212	207	210	434	194	499	99	463	161	299	292	193
contig#10483	101	83	440	634	241	489	21	585	126	176	352	37
contig#10484	99	117	140	235	203	322	50	203	108	191	210	84
contig#10485	268	215	718	1595	335	1636	114	1091	195	333	932	329
contig#10486	219	269	404	801	297	742	74	449	136	272	630	118
contig#10487	99	124	162	407	176	442	64	271	99	162	291	105
contig#10488	23	25	13	68	19	33	10	16	10	22	55	10
contig#10489	40	48	74	79	58	142	37	105	55	78	78	28
contig#1049	162	227	480	904	313	931	60	521	154	251	697	186
contig#10490	98	48	60	198	90	174	57	80	39	131	79	101
contig#10491	57	14	38	72	2	57	3	39	8	4	58	24
contig#10492	50	40	103	187	89	176	26	147	59	81	129	34
contig#10493	158	183	240	593	169	592	70	372	102	200	431	133
contig#10494	88	87	270	529	137	536	70	385	95	164	420	95
contig#10495	186	147	231	303	170	353	23	177	133	107	287	223
contig#10496	72	31	434	1104	45	550	16	363	24	18	983	74
contig#10497	360	360	591	1105	461	1292	128	995	221	516	813	295
contig#10498	41	52	257	544	37	484	20	402	33	49	516	41
contig#105	101	123	627	1230	205	1116	23	763	87	121	887	108
contig#1050	44	64	77	170	79	113	15	67	12	64	80	55
contig#10500	20	4	40	26	8	61	0	15	9	15	42	16
contig#10501	304	275	541	1097	357	1168	84	754	164	363	791	287
contig#10502	57	51	53	134	65	141	12	166	44	53	105	53
contig#10503	21	26	258	741	18	187	3	242	21	25	421	21
contig#10504	107	57	186	591	102	103	28	43	14	29	509	137
contig#10505	271	185	358	1081	199	919	128	651	96	238	766	216
contig#10506	64	24	181	328	75	66	4	22	4	15	124	166
contig#10507	136	44	25	121	34	27	56	65	5	52	39	28
contig#10508	8	7	26	14	9	26	0	24	4	3	12	3
contig#10509	308	73	116	344	59	381	313	230	59	340	215	333
contig#1051	729	733	2230	3541	868	3064	396	2471	551	981	2972	732
contig#10510	120	268	727	2743	528	1620	107	334	30	192	863	355
contig#10511	42	24	122	358	48	278	23	221	27	35	274	31
contig#10512	12	23	17	32	47	32	2	19	7	19	23	13
contig#10513	84	85	170	321	104	341	21	188	94	98	254	62
contig#10514	45	34	96	158	27	152	4	120	15	37	131	27
contig#10515	41	34	23	46	41	55	10	36	14	47	41	24
contig#10516	7	16	12	17	20	17	6	9	5	22	8	14
contig#10517	423	656	464	765	658	1045	88	789	273	505	691	386
contig#10518	70	116	216	291	109	303	37	231	76	97	203	100
contig#10519	26	45	394	868	109	666	7	378	61	63	540	37
contig#1052	1567	1072	3560	7202	1490	8205	525	5284	956	1854	5197	1627
contig#10520	2	23	95	51	25	37	1	45	5	18	27	10
contig#10521	133	148	277	703	203	617	69	449	99	202	496	132
contig#10524	642	607	584	1246	796	1427	437	896	545	1048	795	736
contig#10525	185	358	275	396	620	415	59	152	275	489	265	201
contig#10526	4	2	4	11	6	16	1	9	1	1	8	3
contig#10527	26	71	320	488	126	404	6	245	38	72	240	34
contig#10528	207	249	549	1280	389	1438	122	962	226	414	1041	228
contig#10529	88	98	148	184	154	330	32	244	96	189	209	55
contig#1053	133	421	478	550	457	603	104	185	46	386	265	280
contig#10530	23	14	22	25	10	26	25	15	7	19	8	23
contig#10531	1	1	33	80	0	41	0	32	2	3	57	0
contig#10532	1	0	3	15	2	6	0	5	1	1	2	2
contig#10533	39	49	204	135	65	207	15	164	40	44	231	31
contig#10534	64	101	109	113	95	185	42	109	53	79	172	51
contig#10536	58	58	87	140	107	94	18	33	18	80	83	75
contig#10537	6	1	48	42	0	28	0	18	4	1	34	6
contig#10538	54	58	99	188	59	200	26	201	54	88	172	36
contig#10539	85	91	246	527	126	529	63	353	79	130	353	89
contig#1054	78	362	732	1344	460	1143	51	595	115	383	592	225
contig#10540	113	113	323	614	158	571	36	492	98	146	649	88
contig#10541	72	51	163	264	80	306	36	212	34	72	184	74
contig#10542	29	39	63	73	38	110	12	80	16	52	63	27
contig#10543	119	63	177	469	102	537	36	394	49	81	252	103
contig#10544	7	31	56	102	31	70	6	29	4	25	40	7
contig#10545	16	9	91	225	17	158	2	68	9	7	145	14
contig#10546	29	7	74	132	4	102	2	76	27	4	94	8
contig#10547	250	333	605	952	415	970	73	645	198	319	855	193
contig#10548	292	234	593	1331	425	1371	142	900	219	408	945	311
contig#10549	1	0	2	15	0	1	0	1	0	0	15	0
contig#1055	191	198	753	1687	177	1494	51	1167	91	153	1361	192
contig#10550	47	28	134	198	50	211	3	135	22	19	210	49
contig#10551	9	9	60	126	13	118	6	107	13	9	100	11
contig#10552	3	4	73	62	1	109	2	48	1	4	66	12
contig#10553	16	25	99	127	17	187	12	133	24	32	208	30
contig#10554	26	92	244	128	460	88	23	152	35	513	223	58
contig#10555	140	95	116	162	173	191	34	122	75	134	121	105
contig#10556	1	1	12	26	3	22	0	11	4	2	23	0
contig#10557	73	59	179	289	84	350	25	282	37	88	286	55
contig#10558	11	41	51	26	42	39	11	42	29	39	30	15
contig#10559	164	137	249	370	177	543	31	486	86	214	414	104
contig#1056	11	39	116	173	4	53	2	98	58	0	90	7
contig#10560	209	278	1036	1523	323	1637	134	766	244	370	1055	239
contig#10561	7	5	10	15	3	20	2	11	2	1	10	3
contig#10562	30	9	51	124	10	79	3	44	14	11	72	18
contig#10563	1	0	13	14	1	1	0	1	1	0	9	2
contig#10564	6	1	49	263	9	134	6	63	2	13	70	13
contig#10565	19	18	73	42	24	60	10	28	26	15	25	11
contig#10566	4	9	41	54	2	43	1	35	6	1	75	0
contig#10567	69	20	38	188	19	179	37	141	19	67	114	69
contig#10568	63	69	208	447	61	323	16	283	46	77	257	68
contig#10569	186	145	221	652	179	672	85	428	81	200	428	169
contig#1057	873	760	2932	4260	1197	4407	273	3161	670	1181	3722	839
contig#10570	243	105	320	806	182	618	51	345	29	109	453	174
contig#10571	19	16	38	79	22	99	13	77	13	26	73	23
contig#10573	16	12	58	118	13	97	3	73	1	16	74	20
contig#10574	50	33	63	173	55	198	15	70	23	56	76	44
contig#10575	36	18	44	100	36	93	9	76	11	52	75	29
contig#10576	10	10	71	216	8	120	0	103	9	7	165	9
contig#10577	105	105	273	410	129	488	24	346	82	120	364	83
contig#10578	6	8	116	246	9	171	5	187	11	16	293	14
contig#10579	23	38	35	45	22	64	10	70	28	22	39	15
contig#1058	433	498	911	1456	729	1545	214	947	455	737	1291	465
contig#10580	149	68	188	273	86	515	78	412	100	151	475	187
contig#10581	441	44	247	1802	8	1134	28	494	3	41	1240	231
contig#10582	5	2	24	61	11	59	2	45	6	9	47	7
contig#10583	23	50	32	40	46	43	19	21	30	39	35	21
contig#10584	16	9	45	85	8	62	1	53	5	9	89	8
contig#10585	136	37	83	199	36	64	10	40	34	106	216	157
contig#10586	13	9	104	266	9	152	1	144	8	16	232	15
contig#10588	59	117	178	308	132	434	49	310	70	102	291	59
contig#10589	8	62	251	118	20	111	0	109	159	13	98	3
contig#1059	291	261	1301	2476	490	2088	75	1410	251	403	2066	391
contig#10590	336	347	855	1629	436	1875	189	1241	274	557	1319	372
contig#10591	87	76	267	401	72	386	29	286	71	118	401	95
contig#10592	99	93	380	675	178	603	26	446	69	100	544	65
contig#10593	76	47	292	927	31	793	19	558	19	33	681	45
contig#10594	41	54	125	225	118	197	17	168	49	75	156	37
contig#10595	9	13	14	17	17	19	4	8	3	10	10	7
contig#10596	144	71	460	871	57	637	25	737	31	163	1161	73
contig#10597	64	222	478	301	118	289	110	258	103	155	274	105
contig#10598	7	9	44	108	2	53	0	43	9	5	88	3
contig#10599	115	46	67	415	29	320	18	177	15	38	273	69
contig#106	112	102	204	484	106	411	46	269	55	153	338	117
contig#1060	729	482	1562	4564	751	4449	330	2903	369	921	3079	824
contig#10600	26	10	25	116	8	69	3	60	8	15	77	24
contig#10601	64	149	474	656	45	177	8	142	126	33	483	30
contig#10602	8	14	26	49	17	58	2	48	4	12	38	8
contig#10603	139	178	368	830	279	928	60	616	122	272	658	143
contig#10604	22	10	20	24	19	22	16	9	9	24	20	31
contig#10605	402	162	910	1918	281	2031	135	1286	131	290	1345	390
contig#10606	54	56	137	249	93	300	19	218	69	115	223	54
contig#10607	206	173	544	1001	159	1010	59	908	96	181	904	182
contig#10608	7	2	3	3	4	13	0	4	8	1	6	7
contig#10609	12	4	17	102	20	7	0	10	2	11	71	22
contig#1061	114	233	437	548	477	624	53	439	129	349	468	136
contig#10610	11	93	161	184	30	47	2	63	51	12	114	13
contig#10611	59	33	154	219	47	288	7	149	29	43	165	42
contig#10612	12	22	87	124	60	134	3	83	17	66	85	48
contig#10613	8	11	38	80	23	85	5	53	14	17	81	7
contig#10614	25	17	65	136	22	139	11	98	14	23	109	18
contig#10615	61	51	84	116	67	94	7	94	24	69	90	48
contig#10616	51	60	278	536	96	468	7	384	44	57	646	35
contig#10617	3	4	10	19	1	22	0	10	3	4	17	5
contig#10618	296	284	662	1208	328	980	121	721	193	248	1087	186
contig#10619	25	21	119	291	19	179	10	148	10	14	163	25
contig#1062	154	141	729	1048	190	1494	35	1205	136	216	1227	69
contig#10620	177	160	548	1796	199	1430	34	906	115	186	1278	198
contig#10621	13	18	64	84	15	85	3	105	11	27	82	12
contig#10622	6	8	49	64	11	55	0	43	11	8	63	4
contig#10623	2	4	13	20	5	22	0	8	6	1	16	1
contig#10624	16	18	31	92	33	37	9	40	11	21	50	35
contig#10625	120	43	43	76	36	2	0	1	3	6	193	182
contig#10626	150	200	203	410	225	441	68	255	112	295	251	173
contig#10627	58	99	138	248	99	277	17	182	50	121	157	72
contig#10628	221	246	367	574	185	407	31	289	111	157	344	156
contig#10629	6	11	36	82	12	65	2	61	7	12	56	6
contig#1063	2	4	27	36	5	27	0	13	1	3	33	3
contig#10630	250	169	1218	2853	222	2211	81	1549	117	183	2321	267
contig#10631	13	13	38	72	6	74	5	63	16	24	63	9
contig#10632	13	37	116	399	42	254	8	222	3	34	221	17
contig#10633	13	7	21	185	1	161	5	90	2	11	112	8
contig#10634	96	112	426	630	153	891	44	647	72	186	556	113
contig#10635	7	7	6	8	4	23	2	7	2	4	6	6
contig#10636	216	100	82	1642	70	129	14	82	43	76	1562	78
contig#10637	96	106	261	497	132	504	43	422	159	134	391	72
contig#10638	12	17	70	121	21	127	5	100	11	16	106	12
contig#10639	97	83	275	747	108	595	34	543	34	78	564	57
contig#1064	30	49	67	87	99	145	10	69	63	60	48	52
contig#10640	67	49	354	755	52	464	20	310	20	56	845	51
contig#10641	70	251	387	265	304	198	31	194	77	351	104	70
contig#10642	67	187	299	311	500	1048	52	526	167	203	173	100
contig#10643	10496	488	605	32907	160	354	53	14	25	346	21327	4978
contig#10644	135	199	297	500	178	533	48	421	152	199	494	90
contig#10645	42	35	61	112	53	187	13	124	70	61	94	16
contig#10646	120	181	261	337	227	384	42	261	132	249	262	78
contig#10647	215	246	335	463	332	446	76	295	119	266	364	151
contig#10648	25	19	63	117	23	144	1	78	10	13	114	6
contig#10649	98	86	297	755	223	568	67	145	58	120	272	153
contig#1065	27	8	44	100	8	109	4	88	12	16	101	13
contig#10650	232	216	446	943	229	891	73	595	152	223	697	206
contig#10651	161	158	394	724	217	789	72	527	143	205	761	152
contig#10652	3	3	20	65	2	34	0	20	2	5	47	1
contig#10653	1	0	51	7	0	0	0	0	18	0	52	5
contig#10654	74	95	354	693	80	413	17	194	40	81	388	78
contig#10655	30	7	27	71	21	55	8	62	5	17	76	11
contig#10656	31	24	40	70	52	73	12	42	16	44	47	24
contig#10657	159	65	89	61	33	11	4	7	0	6	94	195
contig#10658	78	38	98	436	50	406	24	200	22	35	227	55
contig#10659	85	68	372	900	89	695	28	400	48	54	561	113
contig#1066	260	254	588	2073	374	1030	47	709	162	356	1236	933
contig#10660	15	35	54	51	29	83	14	53	8	23	40	13
contig#10661	111	127	186	274	150	310	34	212	71	153	234	73
contig#10662	209	48	292	220	54	434	224	219	99	355	225	296
contig#10663	8	16	18	14	22	22	1	26	12	17	10	10
contig#10664	9	2	3	40	13	14	1	1	1	11	11	2
contig#10665	123	113	253	371	119	504	64	336	105	182	306	135
contig#10666	250	298	482	912	362	844	66	597	170	291	657	186
contig#10667	62	101	580	1233	147	1025	27	730	57	119	820	111
contig#10668	48	77	359	796	77	723	4	459	36	37	673	26
contig#10669	135	242	231	210	333	285	88	262	277	330	128	85
contig#1067	160	163	568	1230	227	1200	83	890	135	234	1175	201
contig#10670	6	5	44	31	6	29	3	26	14	8	24	5
contig#10671	9	7	33	29	6	42	0	27	7	10	25	2
contig#10672	154	42	258	343	102	507	15	285	44	81	352	79
contig#10673	239	215	578	1146	273	774	80	451	149	255	844	270
contig#10674	9	6	20	67	9	44	4	25	13	11	30	13
contig#10675	221	158	448	933	200	739	68	620	109	208	722	190
contig#10676	79	107	115	146	130	264	35	193	74	164	155	60
contig#10677	22	17	62	36	15	68	2	94	26	16	70	10
contig#10678	7	4	16	29	8	21	0	20	5	4	33	4
contig#10679	272	282	495	910	365	1005	97	635	227	415	637	291
contig#1068	17	21	182	133	51	147	6	58	22	19	64	12
contig#10680	2	1	11	29	2	29	3	26	1	7	29	2
contig#10681	8	10	21	22	25	44	3	32	12	31	23	8
contig#10682	1	0	1	13	3	7	0	1	0	0	6	0
contig#10683	72	79	157	335	109	341	48	268	76	114	299	57
contig#10684	48	39	129	260	45	233	24	147	33	53	187	41
contig#10685	12	15	12	25	9	19	7	41	25	18	26	6
contig#10686	43	22	86	192	34	180	5	143	27	58	139	63
contig#10687	10	16	19	68	3	43	1	26	8	3	58	5
contig#10688	160	50	150	269	63	202	50	142	34	159	113	119
contig#10689	6	5	16	13	17	13	2	9	2	10	13	8
contig#1069	429	341	1648	3823	424	2002	177	1294	259	468	1643	513
contig#10690	8	9	17	21	31	18	5	15	9	19	12	19
contig#10691	272	247	316	598	274	513	209	403	342	189	478	105
contig#10692	123	231	808	1769	144	676	11	701	316	65	1087	152
contig#10693	218	189	670	1153	277	1086	89	900	115	257	1091	139
contig#10694	49	80	163	336	35	259	14	190	20	47	146	78
contig#10695	301	120	224	620	261	326	77	218	58	329	510	326
contig#10696	32	60	45	60	80	76	19	56	44	68	34	35
contig#10697	198	8	203	194	10	223	138	160	16	192	110	240
contig#10698	40	27	194	153	19	190	13	114	36	37	234	33
contig#10699	111	182	462	587	207	452	37	544	142	248	451	136
contig#107	3725	2510	11848	27622	3740	25564	1046	16841	2058	3227	24526	3684
contig#1070	151	105	279	581	108	408	29	365	83	122	605	135
contig#10700	20	21	61	48	18	101	1	64	17	18	59	9
contig#10701	6	1	34	84	5	82	0	65	5	12	66	14
contig#10702	99	79	265	717	108	623	15	547	48	106	484	77
contig#10703	65	137	62	99	103	231	20	195	49	136	99	49
contig#10704	1	10	112	224	3	84	0	97	5	1	108	2
contig#10705	161	234	288	551	251	514	51	329	147	242	416	117
contig#10706	120	177	410	661	254	606	32	354	118	227	457	147
contig#10707	46	204	284	461	235	439	119	188	13	139	164	74
contig#10708	120	221	158	192	239	292	39	239	92	245	139	77
contig#10709	67	96	98	169	95	208	25	150	54	130	124	48
contig#1071	27	23	128	313	32	215	6	180	10	41	247	39
contig#10710	34	43	97	217	23	197	17	170	33	59	163	32
contig#10711	11	10	139	80	19	59	3	34	27	8	49	11
contig#10712	8	24	124	228	41	178	5	83	16	20	170	11
contig#10713	446	402	476	882	402	674	117	423	233	425	575	285
contig#10714	10	10	31	85	4	48	3	47	4	7	79	2
contig#10715	368	113	136	524	185	418	79	166	44	187	318	268
contig#10716	1056	1460	321	187	930	248	875	174	761	982	186	555
contig#10717	27	21	96	96	32	87	22	62	38	42	59	22
contig#10718	22	29	79	82	44	78	10	50	19	32	39	22
contig#10719	70	65	309	545	94	569	27	407	48	78	577	63
contig#1072	96	6	123	55	10	241	77	160	4	84	179	185
contig#10720	236	264	568	817	287	676	57	521	144	301	705	203
contig#10721	98	56	362	819	105	717	43	618	62	119	749	96
contig#10722	101	125	294	604	157	595	37	404	64	131	478	97
contig#10723	30	35	204	341	30	229	19	182	24	32	294	20
contig#10724	69	116	127	255	168	250	45	160	88	121	203	91
contig#10725	84	75	404	895	113	855	24	677	48	70	829	53
contig#10726	12	22	34	60	27	55	5	35	9	13	39	17
contig#10727	488	192	321	1338	216	1927	290	1540	200	565	1076	506
contig#10728	16	10	23	24	12	32	0	19	10	18	11	13
contig#10729	23	13	209	286	58	260	12	138	13	38	258	19
contig#1073	138	156	444	738	195	605	48	576	117	165	558	126
contig#10730	211	220	493	903	248	1003	60	622	133	246	719	179
contig#10731	175	191	487	983	244	900	36	591	129	182	852	131
contig#10732	98	199	98	108	228	221	56	150	120	213	70	104
contig#10733	58	30	135	392	13	133	6	357	100	3	344	75
contig#10734	136	165	314	606	212	613	63	444	113	176	458	145
contig#10735	85	64	178	507	89	329	25	173	20	93	299	117
contig#10736	54	62	214	518	101	470	12	310	29	63	446	51
contig#10737	1	1	7	4	5	4	1	14	0	2	9	3
contig#10738	223	60	414	2158	88	820	17	609	22	43	1366	242
contig#10739	1	2	21	38	12	7	0	13	0	0	6	1
contig#1074	80	98	80	142	54	157	35	93	34	82	85	67
contig#10740	66	101	320	659	117	475	19	368	59	86	512	57
contig#10741	23	27	16	27	17	56	5	25	22	17	26	15
contig#10742	102	189	198	418	232	423	30	348	87	156	326	97
contig#10743	55	43	195	373	26	276	9	265	42	31	364	31
contig#10744	55	24	98	337	67	201	15	31	11	29	125	149
contig#10745	92	96	391	948	165	980	29	595	65	115	692	104
contig#10746	419	464	528	1209	603	1294	90	1206	198	574	935	258
contig#10747	22	52	40	42	12	51	16	60	21	67	35	18
contig#10748	8	12	110	206	10	123	0	99	9	7	119	6
contig#10749	10	11	41	59	7	37	4	43	6	5	38	7
contig#1075	263	444	1806	3444	732	3388	101	2549	242	522	2983	307
contig#10750	14	19	26	89	8	22	4	25	0	12	30	19
contig#10751	114	84	348	639	108	496	28	399	40	76	584	69
contig#10752	2	2	2	1	2	7	0	4	1	2	2	0
contig#10753	135	23	137	359	103	48	36	29	2	31	284	161
contig#10754	1058	407	526	2208	496	2413	640	1121	338	1059	1502	861
contig#10755	10	11	8	23	13	20	5	19	5	9	17	15
contig#10756	276	269	841	1619	388	1754	68	1405	185	362	1289	225
contig#10757	182	155	307	611	161	731	73	452	184	267	416	140
