"logFC"	"logCPM"	"PValue"
"contig#3"	-0.549341412597394	2.93596888722475	0.0415458054937085
"contig#21"	1.55351344306531	7.16325417938145	0.027721592281644
"contig#30"	0.613304284785456	5.66469191566729	0.0359778593257289
"contig#62"	1.65025323295529	6.05591204392085	0.000354991990128435
"contig#94"	0.701270336494069	5.16006352306973	0.0282774398863821
"contig#98"	-0.753262465812409	1.92057571815004	0.0237113019650995
"contig#129"	1.35222266298229	8.28609276623812	0.0214452841216827
"contig#155"	2.08061527099751	5.7210425555071	0.00202131403422723
"contig#165"	-3.61725741316067	5.11482075201622	0.00292787958623849
"contig#264"	1.31392497048827	2.63599131290773	0.00536640950607324
"contig#276"	2.27676373612265	1.84935322259453	0.000584385233145397
"contig#299"	-0.981869634199273	6.43596534031198	0.0279240734595013
"contig#303"	1.3432063353196	5.9193402286388	0.0140882941123084
"contig#350"	1.00386845691904	3.66441533551159	0.0272380981781137
"contig#382"	0.767769947865198	5.00913069931529	0.0247083931801168
"contig#395"	0.651427129692487	3.0816639988771	0.035916999137318
"contig#440"	1.19076868255396	0.208536649995688	0.0437208111038981
"contig#472"	2.62648750220675	6.10684446361992	5.65256316325152e-05
"contig#489"	0.679704966187045	3.98898704200086	0.0276810158963935
"contig#509"	3.55886298749621	3.73536074877548	1.80527576444583e-05
"contig#558"	3.35659598059892	8.97641681607295	4.49032860548099e-06
"contig#643"	1.31750183569515	3.59552172175885	0.0098906127259184
"contig#745"	1.26301988187419	7.79201921008816	0.022794014671269
"contig#797"	-2.28653944199796	2.64668062489943	0.0158374162259865
"contig#871"	1.40453848669587	5.27805912694297	0.0305021374396517
"contig#904"	-2.42729519689577	3.81389987083556	0.0303553885688736
"contig#906"	2.35722117427079	6.47909999043467	0.000193954592317287
"contig#908"	0.718184672894423	4.27387073799244	0.00869603892337923
"contig#923"	1.6931777194703	6.23590073152393	0.00356565681982578
"contig#931"	1.23525433687092	5.71970832411047	0.00435422269655089
"contig#962"	1.95217017512394	0.573894173470921	0.00677025880202656
"contig#970"	2.79509276239921	5.80884042679278	5.61008738137648e-05
"contig#1002"	1.80729836297233	0.909030997310104	0.036958013665831
"contig#1004"	-0.657349745265409	2.99297801930187	0.0199233967434759
"contig#1007"	1.26313129198302	5.52143798141224	0.000968191156025323
"contig#1042"	1.44340515842476	0.484724185992871	0.0210395670913736
"contig#1066"	0.832798795952198	5.27806095167959	0.0307006434240389
"contig#1094"	0.584725500186351	6.90445422275379	0.0467787065960757
"contig#1128"	-1.55232482161403	1.79372992508241	0.0240727264604266
"contig#1141"	0.823734022413421	3.43456722260934	0.0332478041381076
"contig#1200"	0.876280360226114	5.36598855564228	0.00866153239849895
"contig#1256"	0.889902936487882	4.60011323852777	0.015382549297491
"contig#1322"	0.836925962320261	5.4583730630958	0.040083899261169
"contig#1381"	1.35552030111213	4.6406478432198	0.00683353330325025
"contig#1425"	2.7187636531035	0.986795728692539	0.00285408118512971
"contig#1452"	-1.00778816318706	4.59192623317094	0.0434941484129561
"contig#1481"	1.0020095609444	6.22187644495244	0.0172280803406801
"contig#1490"	3.84873249338588	2.45759525173373	1.12249204136852e-05
"contig#1637"	-0.985457042474	6.06084947466942	0.0228648042118997
"contig#1694"	2.34457369087495	3.25896654212137	0.00597351945239062
"contig#1697"	-0.994706677107506	7.14723751832068	0.0370366787669729
"contig#1721"	1.17332287247595	5.01399239883487	0.0115348857381472
"contig#1725"	-1.55804495333354	3.14895228911961	0.0231010579283208
"contig#1736"	1.59260494672731	1.85886895901454	0.0108487296824094
"contig#1813"	1.77518457337633	3.34182801488744	0.00185152277814456
"contig#1916"	0.476059742424192	4.59890961481678	0.0487172281594068
"contig#1923"	1.6906559977916	5.36064003154058	4.06572684208872e-05
"contig#1936"	-0.888961799222457	3.32652391213778	0.0128000118980804
"contig#1983"	1.51936603775505	4.21591305571703	0.000252928975077961
"contig#1989"	1.45741034223478	5.57486609213255	0.00720640063108734
"contig#1996"	3.86157325394259	3.79560556341141	1.28330569060634e-07
"contig#2045"	1.61850250939132	1.72626992906108	0.0238993617491293
"contig#2054"	3.56273120545899	5.30809007910089	7.63676260492641e-05
"contig#2061"	0.742328329895435	5.91301432684346	0.026508275907997
"contig#2110"	1.84900595079645	4.28829227063741	0.00684123927854435
"contig#2117"	3.11219068541306	2.56047887511802	0.00043628214202305
"contig#2142"	1.08105983533889	3.08075427473665	0.0381792974301944
"contig#2153"	1.67156488663203	5.93468494570037	0.025050952449155
"contig#2165"	-1.54562321712436	3.97078020705958	0.00409211043717221
"contig#2173"	0.875451486030784	4.76627390778206	0.00322717464353456
"contig#2213"	-0.560114567568844	2.78710460609226	0.0347562589479467
"contig#2225"	1.52931195787447	1.16902557421078	0.0490829452058516
"contig#2262"	0.662246918788691	5.28185044435408	0.0363363700422512
"contig#2278"	2.06969730436864	4.1145735019506	0.00486636084339417
"contig#2280"	0.864570631399743	5.22908415052031	0.00251788760859255
"contig#2296"	-3.52086316757844	4.48618822444604	0.00638439218405278
"contig#2299"	1.49743516842698	6.79253121537915	0.00347951567148595
"contig#2330"	1.14298799679422	2.04861899815822	0.0126851598532983
"contig#2348"	2.44738514828221	7.45125744409861	0.000572707339058237
"contig#2351"	0.612348374308843	5.86652423126914	0.0457064378918219
"contig#2356"	1.63430708867254	5.42221982696799	0.013432819862804
"contig#2384"	0.68754444708791	5.45960543926732	0.0379943154935794
"contig#2402"	1.64462246408351	6.53544654045515	0.00389918070965228
"contig#2424"	1.87197819411357	3.00042355947628	0.00395081213319908
"contig#2460"	-1.48846666095966	2.75731080974821	0.0476284764999356
"contig#2472"	-1.79125188621706	3.58176019873203	0.0031602402396198
"contig#2535"	0.569183668148088	4.85920987071492	0.0486211739099972
"contig#2564"	1.06937287211487	0.201487944426116	0.0161089005818608
"contig#2594"	-0.704402840298974	7.61132223398373	0.0230713896533618
"contig#2643"	-1.80011924402221	3.49701097161469	0.00742643807099545
"contig#2644"	1.06539831339757	2.06505959483884	0.02971303974479
"contig#2669"	0.939226719692531	4.0314032945058	0.0377451596102676
"contig#2685"	2.19577961055749	4.83652447931805	0.00176881050740868
"contig#2709"	2.36081376314348	3.3012241486256	0.00711154059337514
"contig#2728"	0.480324091200912	4.47651163601256	0.0490650651264833
"contig#2749"	0.882095445728274	2.95748951676982	0.0202385277138766
"contig#2759"	1.77978139321325	1.6510128172621	0.000475966584779832
"contig#2767"	1.48255717945756	0.0250581574372136	0.00351700669453595
"contig#2783"	-0.729445525871195	3.74472362303936	0.0249888034580743
"contig#2798"	-0.761355647874319	3.53812707329349	0.0310918655380342
"contig#2844"	1.17289557657841	5.67075121724892	0.0458228521891982
"contig#2915"	0.988082813032812	5.96757905434594	0.00135922684985387
"contig#2932"	-1.17686031934172	4.79567777272298	0.0178834011229753
"contig#2990"	0.758102346911357	2.39820906726206	0.038035753967279
"contig#3013"	2.19978792938051	1.02677603664899	0.00110867970657448
"contig#3049"	2.2287798840589	2.8915202828302	0.00649848129599344
"contig#3070"	1.50637903261079	9.80765543144365	0.0114861475305862
"contig#3085"	1.59254138382069	3.24793719969823	0.0184629539865912
"contig#3093"	1.04451402958658	1.35549083930069	0.0129864971485391
"contig#3096"	2.24412151892208	4.51643753889169	0.000400127739879182
"contig#3135"	-0.515352272547742	5.83030971086869	0.0379681369367378
"contig#3136"	-0.951210728459321	5.5804703086083	0.0175809965581683
"contig#3140"	1.44777980004257	6.98158437281211	0.00624031992658039
"contig#3161"	1.01595657891931	5.2990122799668	0.0148195957110556
"contig#3205"	1.59292714014221	1.71891411138496	0.00318203770241269
"contig#3243"	2.12391392198867	5.51860965097356	0.00580153069937009
"contig#3353"	3.11674582078854	6.58613477298895	0.000172747195567945
"contig#3363"	1.35420182755222	5.01238128360863	0.00357563542769398
"contig#3412"	0.652239893693461	4.87792056131139	0.0224615706071066
"contig#3416"	1.37156757401173	3.43163311227417	0.0113347343380004
"contig#3418"	1.58464556091257	5.24650414863857	0.000610741906203929
"contig#3435"	1.78501514174826	4.39470743887658	0.00340901322434238
"contig#3512"	1.19108837011315	3.61302350101685	0.0160359212222177
