"logFC"	"logCPM"	"F"	"PValue"
"contig#10314"	0.0782419190018282	3.92827704259842	0.100495059882386	0.756096964851804
"contig#10315"	0.14335734326528	3.466500213244	0.153136026177433	0.701743918262672
"contig#10316"	0.632031703129804	0.1160054948616	2.36470251314936	0.147309681403995
"contig#10317"	0.754916882710898	2.65163325475692	1.66905167749764	0.218349594003594
"contig#10318"	0.136966000388	2.69317221561176	0.292050507351618	0.597730324399442
"contig#10319"	0.0502643844711756	3.14071988555887	0.00737408439653809	0.932845059333287
"contig#1032"	0.0311433283081399	5.75203400721798	0.0152330229513907	0.903600219156083
"contig#10320"	-0.0483045535139503	2.62034011454271	0.00737064878420926	0.932860663746866
"contig#10321"	-0.445301340823885	1.26774469439516	0.900630075228334	0.359512725299783
"contig#10322"	0.414391702763435	0.319155205884843	0.601917950349853	0.45140185027469
"contig#10323"	0.201762447133312	5.39326831849254	1.3443985522516	0.266396512937606
"contig#10324"	0.0417723006511551	2.69698716107351	0.00796525768781327	0.930212458884733
"contig#10325"	-0.206511100471261	1.36839195487621	0.164199364855389	0.691751705925362
"contig#10326"	0.185530428040595	-0.125172064357529	0.11381273142672	0.741101005336811
"contig#10327"	0.240494022550087	-0.0224970083992523	0.240305948721721	0.631960133622583
"contig#10328"	-0.44361244710794	3.89933894653675	2.94845591856825	0.108928304908476
"contig#10329"	0.0553088233950773	3.90487307123122	0.00690005772730522	0.935033851995216
