"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"contig#5955"	4.04732036793277	3.79471205923066	16.904097334242	1.44475864223512e-10	8.9487291314651e-10	14.7242804858163
"contig#15777"	4.6212320952415	4.07132214081613	16.9124461169146	1.43543630202746e-10	8.90404028287839e-10	14.7242678450357
"contig#10085"	2.79991017888052	2.77639925231889	16.90170687342	1.447439767864e-10	8.96158228476984e-10	14.7238822839873
"contig#22860"	3.20574761911954	3.07575316876277	16.8918271118122	1.45857743633869e-10	9.02864927943764e-10	14.7180674606907
"contig#19046"	3.03813435183236	2.93850623736786	16.87988229395	1.47216565409611e-10	9.10323466141471e-10	14.7081325705172
"contig#32798"	3.71231377193968	3.58978505513945	16.8810899558258	1.47078570523347e-10	9.09850617401905e-10	14.7080972548661
"contig#3556"	4.31123340418786	4.34221616616814	16.8841508329638	1.46729435271669e-10	9.08070679555324e-10	14.7058460607526
"contig#1609"	4.05172218955402	4.05931757098039	16.8806300454141	1.47131106399464e-10	9.09985278726588e-10	14.7056710997191
"contig#58429"	4.51803247609256	4.27439811348772	16.8818135132686	1.46995958685399e-10	9.09529806292753e-10	14.7024150870353
"contig#6138"	4.21823852063795	4.03597782323365	16.8771207037405	1.47532642476318e-10	9.12087256245732e-10	14.7018587139342
"contig#10328"	3.71760966078167	3.80530043874532	16.8677336888735	1.48612469899489e-10	9.18571036519808e-10	14.6982265276462
"contig#10901"	3.91383904108448	3.75697608887806	16.8668584670165	1.48713580352491e-10	9.19003939094292e-10	14.6969979600475
"contig#15239"	3.10951237208756	2.91404391528747	16.8602472090381	1.49479730914809e-10	9.23545544503113e-10	14.6937294618719
"contig#16012"	3.2040504747983	3.09237540971721	16.8598093164958	1.49530625295525e-10	9.23667037122062e-10	14.6933391906682
"contig#18337"	2.99337743207683	2.88621117673407	16.8592431895255	1.49596451292384e-10	9.23880693970252e-10	14.6920216765388
"contig#4059"	3.52662745950624	3.32192189987475	16.8583091884444	1.49705119348424e-10	9.24358791200205e-10	14.6919475063167
"contig#5062"	2.67233386214139	2.44970551173768	16.8575113024943	1.49798017722619e-10	9.24546363139436e-10	14.6876918939499
"contig#8201"	3.29539645233444	3.08130309624717	16.8490152505421	1.50791051793272e-10	9.29705263255743e-10	14.6850527913901
"contig#3551"	2.80471104432617	2.51314856311987	16.850892981772	1.50570974513139e-10	9.28735587528798e-10	14.6847975281216
"contig#14406"	3.3507031282157	3.26006027452505	16.8432512901804	1.51468761994137e-10	9.33689058928431e-10	14.6804614500447
"contig#19091"	13.1629866668769	12.7632911602161	16.9691499597265	1.37379823139441e-10	8.57022916931472e-10	14.679606488066
"contig#14183"	3.5162085129046	3.59588346509911	16.8409218403452	1.51743575975902e-10	9.35188164839188e-10	14.6784158925153
"contig#9098"	3.15649489430937	3.26562308314869	16.8385896085969	1.52019252547278e-10	9.36691961112143e-10	14.6768181826542
"contig#8110"	3.38016932075042	2.9836808220123	16.8370141036681	1.52205784985221e-10	9.37645968907079e-10	14.6755816895886
"contig#5173"	3.18550855269064	2.95296194861461	16.8320016283734	1.52800869109997e-10	9.41115890211842e-10	14.6718544458044
"contig#4207"	5.35435389264235	5.61379771584225	16.8548849497868	1.5010424148722e-10	9.26243072444402e-10	14.6716151684043
"contig#4147"	5.3410216690297	5.54306270512209	16.8533484342813	1.50283704384179e-10	9.27157038144861e-10	14.6701474721033
"contig#764"	5.83795533785354	5.86441800945955	16.8579600400595	1.49745763333454e-10	9.24416759830981e-10	14.6694923045084
"contig#4305"	3.59304390423953	3.33255155175067	16.8283329138928	1.53237998397189e-10	9.43611709472261e-10	14.66814958769
"contig#3700"	2.90359152303081	2.98827502100039	16.827493682236	1.53338181182653e-10	9.44032066331839e-10	14.6674478078151
"contig#4228"	3.35929396066158	3.77908085641638	16.8256486517945	1.53558677027542e-10	9.45192805778683e-10	14.6669172843983
"contig#2992"	5.64465089531071	5.46937625090892	16.8501850300253	1.50653908786322e-10	9.29053379120988e-10	14.6647331962835
"contig#11000"	2.98571531489126	2.91747332242609	16.8161446083183	1.54699872206914e-10	9.51227322326753e-10	14.6592121574086
"contig#14518"	3.20979917042669	3.26813082361486	16.810820150327	1.55343167057487e-10	9.54878205568978e-10	14.6554587609159
"contig#15341"	3.00992142951936	2.85100273203206	16.8101629744731	1.55422764457975e-10	9.54878205568978e-10	14.6547156716556
"contig#26222"	3.29072265517824	3.37174982572728	16.808305281648	1.55648005022166e-10	9.55864907918517e-10	14.653340282219
"contig#12745"	2.85827488524287	2.83902972750486	16.8102947278082	1.55406802945712e-10	9.54878205568978e-10	14.6531449247599
"contig#8752"	2.77012658700475	2.62356231464858	16.8106128779686	1.55368267258996e-10	9.54878205568978e-10	14.652810615399
"contig#4008"	4.56457235549563	4.36817392036013	16.8090096105211	1.55562565854449e-10	9.55538618423922e-10	14.6461468767742
"contig#11469"	3.56827402319492	3.56602774683615	16.7997811877057	1.5668601624784e-10	9.61834475748422e-10	14.6454401775063
"contig#1641"	5.10292602701142	4.94529833173165	16.8184774698514	1.5441891692394e-10	9.49894735220974e-10	14.6451237554383
"contig#9896"	2.6945051709735	2.62910045483536	16.8000309745019	1.56655493669128e-10	9.61834475748422e-10	14.6451214771044
"contig#10161"	3.74171190033883	3.66606566083336	16.7995226051523	1.567176203216e-10	9.61834475748422e-10	14.6448965862582
"contig#2299"	5.49157828717224	5.87925352818378	16.8222575905784	1.53964820933353e-10	9.47298428110014e-10	14.6445793848968
"contig#8139"	3.22722628508965	3.44991867575166	16.7940676946024	1.57385913596204e-10	9.65335085135076e-10	14.6425317188388
"contig#445"	12.9707165018999	12.5223223431129	16.9019315599952	1.44718753434556e-10	8.96158228476984e-10	14.6421793333067
"contig#3069"	5.50661221608823	5.77300334352786	16.8172950713566	1.54561249340697e-10	9.50572574443848e-10	14.6400725422505
"contig#3004"	6.41079137468945	6.29718234290371	16.8224203258674	1.53945304069071e-10	9.47298428110014e-10	14.6398200795445
"contig#10805"	2.75980471026884	2.4902627777886	16.794082637351	1.57384078768249e-10	9.65335085135076e-10	14.6393574561343
"contig#10988"	4.21287876012333	4.11699044692542	16.7983967974441	1.5685529653098e-10	9.62479719958563e-10	14.6393400511134
"contig#1102"	2.7812437827397	2.56201621068894	16.7894048381343	1.57959587374124e-10	9.6865286257041e-10	14.6370626450407
"contig#7916"	3.32678453276467	3.17309321922471	16.7856183208873	1.58427090395451e-10	9.71117020836446e-10	14.6359752258628
"contig#141"	2.93045463676341	2.72978719156412	16.784012849057	1.58625756881789e-10	9.71931921594324e-10	14.6342594532948
"contig#5896"	3.27865379918926	3.10145295251077	16.7794076120416	1.59197104431597e-10	9.75093145330547e-10	14.6311699406866
"contig#8942"	3.45508160977494	3.54307855812988	16.7793229566342	1.59207627765797e-10	9.75093145330547e-10	14.6303615723803
"contig#4118"	3.11377945030458	3.04282014734259	16.7753524331731	1.59702031990569e-10	9.77918695269786e-10	14.6279427750941
"contig#4571"	4.29174782781814	4.13785285703566	16.7849936588393	1.58504356528164e-10	9.71389318001862e-10	14.6276170276066
"contig#2236"	5.05563150842276	5.09956240325362	16.7883683238424	1.58087413923029e-10	9.69235769939366e-10	14.6220280279611
"contig#4044"	4.04706064760774	4.13922077883518	16.7720430635696	1.60115365160635e-10	9.80246748083408e-10	14.6216982551124
"contig#9628"	3.15988222268295	3.4961438921609	16.7636300981865	1.61171287515186e-10	9.85986459832704e-10	14.618928182178
"contig#11008"	3.14411796575405	2.96293014825507	16.7611459196082	1.61484502683627e-10	9.87402450149047e-10	14.6169874395518
"contig#21099"	4.15411497747122	4.15300633731222	16.7684393590253	1.60566762016336e-10	9.82806819825153e-10	14.6168808268518
"contig#8873"	3.76178753782433	3.71335284084281	16.7635113091232	1.61186250111277e-10	9.85986459832704e-10	14.6162633443933
"contig#6185"	3.79397762951645	3.53130642775056	16.7624788098897	1.61316365672745e-10	9.86578335636294e-10	14.6161813532602
"contig#1879"	4.34835304496507	4.29596116930783	16.7662066092358	1.60847117126686e-10	9.84319126037422e-10	14.6138584949676
"contig#8772"	3.20551775213361	3.36651054089441	16.7560013306539	1.62135225427968e-10	9.91176400838691e-10	14.6130014131957
"contig#8269"	3.94397642863651	3.76667360382801	16.755525884488	1.62195504539605e-10	9.91339996334646e-10	14.607665153349
"contig#1897"	2.94482029318578	2.93670905269601	16.7476764684487	1.63194159965148e-10	9.96619961827219e-10	14.60605322189
"contig#7512"	3.81106491616235	4.03052423902434	16.7454905427298	1.63473437539972e-10	9.97913392916864e-10	14.6023935827068
"contig#9593"	3.90262747169161	3.77606882186251	16.745666988788	1.63450875535465e-10	9.97913392916864e-10	14.6019574647118
"contig#10915"	4.18656324961924	4.29846435428047	16.7507341954609	1.62804355541233e-10	9.94490986349267e-10	14.6019563188867
"contig#9746"	4.76756923585336	4.61136004242926	16.7506747807502	1.62811920337542e-10	9.94490986349267e-10	14.5948983477118
"contig#2347"	4.54762009854657	4.35431167750898	16.7424499613534	1.63862757838837e-10	1.00008355877867e-09	14.5926856774526
"contig#2242"	4.33058914580332	4.45925108837425	16.7361305453918	1.64675081092426e-10	1.004688387033e-09	14.5889741057957
"contig#20435"	3.58120286199839	3.41428200277454	16.7186990599341	1.66938205344707e-10	1.01780341399197e-09	14.5826004030768
"contig#4829"	5.04258506762723	4.7925133845029	16.7360520823065	1.64685194087638e-10	1.004688387033e-09	14.5810932303554
"contig#8831"	3.55045518877717	3.62174133110042	16.7149703430156	1.67426609415419e-10	1.02036047806932e-09	14.5793610383998
"contig#7402"	2.76141601398678	2.9816271500874	16.7101786907691	1.68056486853962e-10	1.02377727192436e-09	14.576244565785
"contig#17096"	2.98661175842884	2.90619621164982	16.7061934845253	1.68582285304451e-10	1.02634616512237e-09	14.5736151797814
"contig#8982"	4.62300293961104	4.57689421866467	16.7183188214595	1.66987940832552e-10	1.01789681328598e-09	14.5713396371694
"contig#3930"	2.51996288783964	2.32892216126925	16.7070594916046	1.68467876965169e-10	1.02586080484288e-09	14.5694262382797
"contig#388"	4.64760237641958	4.48623973829488	16.7140190923498	1.67551453051044e-10	1.02091095497274e-09	14.5686504541855
"contig#10389"	3.63496567634909	3.39741700068703	16.6993017141586	1.69495726128669e-10	1.03042252743711e-09	14.5676370538652
"contig#11295"	3.99234693107446	3.30565580235155	16.7030976078598	1.68991962188666e-10	1.02841692874321e-09	14.5674346233966
"contig#245"	6.03649795384987	5.78620159902163	16.7243965948298	1.66194857872108e-10	1.01368923828118e-09	14.562851144807
"contig#5565"	3.29338802977842	2.95670942416761	16.6916838152302	1.70511572610639e-10	1.03595938199101e-09	14.5628059190629
"contig#4279"	2.93402843247805	3.01239841059563	16.6917898422468	1.7049738930648e-10	1.03595938199101e-09	14.5625588406832
"contig#2283"	4.47828595487153	4.25845282611253	16.7022206169297	1.69108207734059e-10	1.02856006550449e-09	14.5622843156695
"contig#15819"	4.37181784108882	4.42813146917467	16.702796409932	1.69031876470664e-10	1.02844821610705e-09	14.5621337851084
"contig#1800"	6.02463631053552	6.04833444251827	16.7216758884197	1.66549381048748e-10	1.01564216369026e-09	14.5605643572416
"contig#56760"	12.4825325737074	12.0242038065604	16.7518116067636	1.62667242649717e-10	9.94017844753726e-10	14.5584873954956
"contig#1844"	4.97332083108894	4.78648510017424	16.699725925267	1.69439348211092e-10	1.0302915630533e-09	14.5535869803477
"contig#1551"	4.61263000417395	4.48708971496394	16.692735724031	1.70370913907834e-10	1.03553024039007e-09	14.5525261358776
"contig#85"	3.88198464754358	3.69241587360618	16.6813238918555	1.71903531504566e-10	1.04377311594725e-09	14.5522868967181
"contig#7094"	3.04164495548993	2.90280332042698	16.6775552633635	1.72412895067308e-10	1.04643623733033e-09	14.5516749152692
"contig#11136"	3.93689394787942	4.02343800980119	16.6798092322886	1.72108057447527e-10	1.04480047353613e-09	14.5496603772958
"contig#8435"	3.21849545380408	3.01171726821997	16.6747839998714	1.7278848589653e-10	1.04850066862449e-09	14.5495618113283
"contig#15206"	5.4073154781898	5.46869936201099	16.7021330963994	1.69119813313102e-10	1.02856006550449e-09	14.5494901998363
"contig#19528"	3.29324850004692	3.18599845961115	16.6734338352376	1.72971791420939e-10	1.04939768268014e-09	14.5485532700916
"contig#1354"	6.1487629626362	5.85611156897882	16.7052278449073	1.68709954125063e-10	1.02691204017346e-09	14.5473211355065
"contig#15173"	3.25573660807777	3.24719618646879	16.6673966432508	1.73793980955847e-10	1.05395341003693e-09	14.5437897124702
"contig#2962"	5.15565641211762	5.19923502382183	16.68944107071	1.70811881916223e-10	1.03757079884046e-09	14.5427454864793
"contig#3991"	3.84999973549353	3.77714147600381	16.6697288362555	1.73475871175426e-10	1.05224002581714e-09	14.5418254800291
"contig#3498"	2.99886089097558	2.98141845715607	16.6640044755615	1.74257784971311e-10	1.05654945639842e-09	14.541357287558
"contig#11851"	3.14687445376021	3.02474707873714	16.6616394660485	1.74581931018555e-10	1.05829784623996e-09	14.5395346756533
"contig#8876"	3.24555878960179	3.20103664877541	16.6603621116705	1.74757272240253e-10	1.05914366470855e-09	14.5384902500331
"contig#3997"	5.46086378597333	5.26067886853884	16.6813602800389	1.7189862117215e-10	1.04377311594725e-09	14.5329650537436
"contig#8431"	3.78582264202835	3.48807219875969	16.6517393731854	1.7594584626892e-10	1.06591035420926e-09	14.5293703299215
"contig#3354"	4.14035380197141	4.08911814885335	16.6529671705962	1.75776077768585e-10	1.06510003607533e-09	14.525994538028
"contig#14829"	3.176216040313	3.30453796460468	16.6440200720292	1.77017225797174e-10	1.07196180798059e-09	14.5257245481323
"contig#20"	12.4676755672239	12.0183187120048	16.7088324765169	1.68233906628337e-10	1.0246470392174e-09	14.524769931345
"contig#4870"	4.37990993946196	4.28148783930669	16.6509456595307	1.76055687003526e-10	1.06635736203487e-09	14.5216761288026
"contig#8180"	3.34363873830113	3.25023441631163	16.6379645128919	1.77862574757598e-10	1.07686049355798e-09	14.5204215304647
"contig#7428"	3.58856490341629	3.59792714790132	16.6354753663742	1.7821130807983e-10	1.07853031466525e-09	14.5172270614607
"contig#5936"	3.9086285451104	3.77669305976141	16.6295747990133	1.79040912018718e-10	1.08310779584079e-09	14.5108608773416
"contig#9064"	3.05743911690211	2.81092301894393	16.6188788667908	1.80555280867338e-10	1.09204560059967e-09	14.5059704238304
"contig#13232"	3.19458849476685	3.53622515674593	16.6171808989163	1.80796942811111e-10	1.09328365990215e-09	14.5046971343035
"contig#16172"	3.32873250344442	3.25319545279964	16.6167624838246	1.80856546527364e-10	1.09342052741074e-09	14.5037356933776
"contig#1530"	5.27731331818586	4.93481260834376	16.6373991858138	1.77941713849981e-10	1.07711914220775e-09	14.5011065496133
"contig#2908"	2.86112236872719	2.85851722545152	16.6113839574275	1.81624598291355e-10	1.09761526748368e-09	14.4992713848305
"contig#17511"	3.19578864854097	3.18810687482141	16.6071074158918	1.82237776778556e-10	1.10064620910814e-09	14.4965305936959
"contig#4013"	6.32980466331295	6.30105538401538	16.6317615920528	1.78732974006237e-10	1.0814661291343e-09	14.488333050882
"contig#9826"	2.99199021803211	2.7947767728573	16.5949094151919	1.83998945968105e-10	1.10992307280291e-09	14.4872709510737
"contig#3880"	4.0230170046233	3.83176801647938	16.6012219382988	1.83085270743132e-10	1.10486226637398e-09	14.4866608466443
"contig#3728"	4.48468998675096	4.26984201577235	16.606816571719	1.82279558898053e-10	1.1006737921537e-09	14.4864429680827
"contig#7023"	3.90731377501941	3.76137995556059	16.5974015906804	1.83637646915248e-10	1.10796961345683e-09	14.4855042479478
"contig#3670"	4.56873538026737	4.69421890326103	16.6071403833231	1.82233041386665e-10	1.10064620910814e-09	14.4851417896176
"contig#7613"	4.55035014701282	4.68148874083546	16.6057764369018	1.82429066551271e-10	1.10135171919175e-09	14.4843018279077
"contig#5165"	3.27907495874959	3.46062962754504	16.589374147839	1.84804134929433e-10	1.1143256054379e-09	14.4827560091578
"contig#14610"	3.12533105936711	3.28630833482607	16.5823670643603	1.85828831372738e-10	1.11959126434714e-09	14.4774391044994
"contig#16908"	3.55889193251052	3.40097460616159	16.5838563478646	1.85610535212052e-10	1.11850390982715e-09	14.477229065996
"contig#3288"	5.15870261830444	5.0549898815125	16.6075813771029	1.82169710362331e-10	1.10064620910814e-09	14.4764524197917
"contig#14276"	2.97102517266774	2.76032517953827	16.5807458838499	1.86066772941139e-10	1.12079651252691e-09	14.4759886132984
"contig#29468"	3.33456701563376	3.06440699251714	16.5791812921977	1.86296717972594e-10	1.12188267489516e-09	14.4749013637703
"contig#363"	6.13562150612603	6.0897194725476	16.6140345006599	1.81245666505421e-10	1.09554911763015e-09	14.4743693622606
"contig#3704"	3.77981953666219	3.77607868932483	16.5790029056949	1.86322954391568e-10	1.12188267489516e-09	14.4718611778372
"contig#7544"	2.59441632841601	2.5844338544948	16.5728677042458	1.87227706586513e-10	1.12687152014707e-09	14.4676402244133
"contig#7026"	4.8364433870449	4.72213867315002	16.5899507856642	1.84720078578767e-10	1.11404588989511e-09	14.4666757994282
"contig#19013"	3.41069398757183	3.36768385375128	16.5655658518885	1.88310632446686e-10	1.13292824760846e-09	14.4628923954986
"contig#3779"	4.20098105300641	3.96814823088232	16.5712452004013	1.87467760555311e-10	1.12808677236701e-09	14.4620602868214
"contig#3557"	2.91191108480351	2.88761552801946	16.5620586044519	1.88833166738698e-10	1.13537908913676e-09	14.4615632851449
"contig#1479"	5.25164571737519	5.12915627364013	16.5875446999211	1.85071084008073e-10	1.11570778243432e-09	14.4604381649929
"contig#9685"	2.89099666977791	2.85752868611625	16.558836015514	1.89314657963732e-10	1.13804274876735e-09	14.45876555095
"contig#7031"	4.73248442829594	4.61590734783935	16.5768908144733	1.86633893454151e-10	1.12352616177487e-09	14.4571380771549
"contig#7890"	2.59291600596366	2.52944581419384	16.5583669654055	1.89384848760804e-10	1.13823334422872e-09	14.4556985932741
"contig#7639"	4.22468707741736	4.33486683195585	16.5645967014173	1.88454868455769e-10	1.13333493075393e-09	14.454489959364
"contig#5705"	3.40311119489446	3.24580145242665	16.5524989951922	1.90265314859873e-10	1.14306052250571e-09	14.4537931473049
"contig#10372"	4.50722900291114	4.34074733645717	16.5647977086094	1.88424943396211e-10	1.13333493075393e-09	14.4520947215239
"contig#8082"	4.29076424823466	4.52268797359532	16.5566083675757	1.89648261290221e-10	1.1395849199349e-09	14.4496071397118
"contig#489"	3.22102903579683	3.51448607326766	16.5432824723705	1.91657068993953e-10	1.15095420762744e-09	14.4465845273447
"contig#11118"	3.2330275489538	3.11957970385189	16.5381826509057	1.92431851062271e-10	1.15537239687733e-09	14.4424930227825
"contig#1739"	3.47835606368406	3.52633383551938	16.537293157767	1.92567328637477e-10	1.15595114913376e-09	14.4410712995945
"contig#13657"	2.47476477403057	2.55801442046865	16.5314149439081	1.934652007531e-10	1.16063423478168e-09	14.4329436272801
"contig#1767"	3.20821674022974	3.22263365964748	16.5233103389838	1.94710495010198e-10	1.16715800576036e-09	14.4306412025694
"contig#7126"	4.56377896566396	4.25526751253444	16.5356817400633	1.92813021521789e-10	1.15719113728255e-09	14.4286399390808
"contig#13787"	12.8055179565368	12.4706183211239	16.6022929182934	1.82930739100121e-10	1.10415500808677e-09	14.4280095343938
"contig#8452"	3.23773467871568	3.21466750426292	16.5182995630401	1.95484701108058e-10	1.17132405185817e-09	14.4263392968163
"contig#6556"	5.86976556674453	5.70522249443525	16.550938866289	1.90500142204776e-10	1.14423887202446e-09	14.4253575631807
"contig#592"	3.85941130992014	3.58964683544028	16.5180032085004	1.95530593333055e-10	1.17136172339851e-09	14.4229733321361
"contig#7657"	3.43653039355103	3.37474666454156	16.5138440299265	1.9617588351998e-10	1.17451375121193e-09	14.4215930484679
"contig#13292"	4.55842620900114	4.35317108552951	16.5253606684143	1.94394648373468e-10	1.16550093660931e-09	14.4202010999525
"contig#6239"	2.57840218336066	2.58002870795854	16.5116835414045	1.96511978589724e-10	1.17604983382632e-09	14.4199597491015
"contig#19112"	2.97474872624714	2.98394857686533	16.5060350130715	1.97393601879363e-10	1.18084813292558e-09	14.4175456708413
"contig#33300"	3.44446913886191	3.51416765250379	16.5045862274305	1.97620409652218e-10	1.18172689766963e-09	14.4153300889193
"contig#1471"	4.74080132305545	4.60357150380864	16.5222030609757	1.94881295838225e-10	1.16794512780372e-09	14.4152614868802
"contig#5795"	4.59544781424712	4.48798032097518	16.5161477109549	1.95818189997e-10	1.17260959452344e-09	14.4124959982162
"contig#10129"	12.8837632799181	12.4617962838665	16.5857117098694	1.85338963647113e-10	1.11709500485572e-09	14.4121812293146
"contig#6245"	3.60038103815194	3.3164064969854	16.5013108862054	1.98134193241376e-10	1.18455971281725e-09	14.4112338025512
"contig#11283"	6.02821383857979	5.84161717047549	16.5336700435518	1.9312021559518e-10	1.15879965438082e-09	14.4105129227725
"contig#7011"	4.40989314518423	4.35317108171863	16.5103758505397	1.96715707883724e-10	1.17703090762068e-09	14.4100722785576
"contig#8287"	2.73441754340828	2.64842368492208	16.4971155431857	1.98794380138616e-10	1.1877425059721e-09	14.4099040883245
"contig#16084"	3.50163404847695	3.63283070100501	16.4969544966456	1.98819769565454e-10	1.1877425059721e-09	14.4078974350532
"contig#1934"	3.93047381528207	3.89550314262438	16.4969073949102	1.98827195938189e-10	1.1877425059721e-09	14.4055509913702
"contig#4498"	6.11753170916639	6.42435644414538	16.5274625122334	1.9407143487461e-10	1.16379901821806e-09	14.4051099953634
"contig#2799"	4.99013036058099	5.14069806509136	16.5122843436053	1.9641845338728e-10	1.17572802618542e-09	14.4045148064228
"contig#1269"	12.2105157069372	11.7633885593545	16.5295379543543	1.93752845287102e-10	1.16212414362428e-09	14.4013857088524
"contig#12743"	3.38496095561574	3.20075749609559	16.4856941770663	2.00603617789994e-10	1.1980749554103e-09	14.4007573549946
"contig#4627"	3.16381905035862	2.86257037670294	16.4845106409827	2.00792104172271e-10	1.19875399131996e-09	14.40044822375
"contig#14693"	2.88122756869989	2.74732692721335	16.4842340473982	2.00836180932919e-10	1.19877515383895e-09	14.4002001720968
"contig#10924"	3.90630357207705	3.85816931204558	16.4854790961684	2.00637856848363e-10	1.1980749554103e-09	14.3954563278782
"contig#39"	12.1424759854981	11.6871904409707	16.5167007917682	1.95732416793465e-10	1.17233332504729e-09	14.393837943459
"contig#10095"	3.1450789618397	3.04990967764831	16.4719229515068	2.02808543758896e-10	1.20932771980103e-09	14.3904987787101
"contig#13496"	2.62244224687644	2.70459349066584	16.4723672721873	2.02736999830403e-10	1.20914488949062e-09	14.3892983977729
"contig#5017"	5.21573451925044	5.15607718590902	16.498791438786	1.98530376339819e-10	1.18668844192128e-09	14.3886250222978
"contig#12550"	4.15523947519779	3.68629136034141	16.4798197275989	2.01541030215136e-10	1.20273961050098e-09	14.3880025355159
"contig#18528"	2.66327258535986	2.65521633677997	16.4686926034402	2.03329502681719e-10	1.21194545975706e-09	14.3873744245153
"contig#7344"	4.40148683240636	4.58213997654391	16.4793684556779	2.01613235246368e-10	1.20292778810704e-09	14.3865804945864
"contig#6627"	3.57660712807217	3.49662495253441	16.4649275107073	2.0393850694331e-10	1.21533050198576e-09	14.3833468658973
"contig#9517"	2.98231917063813	2.7357575024543	16.4593071694019	2.04851230577406e-10	1.2200322181952e-09	14.3806940973793
"contig#7107"	3.42622656632702	3.03620324718944	16.4590003575244	2.04901181347447e-10	1.22006849106007e-09	14.3790430700453
"contig#6566"	4.22329504385562	3.86100816552666	16.4690739704596	2.03267925094326e-10	1.21182264716585e-09	14.3788893225587
"contig#13960"	11.6090197392908	11.2374788003619	16.4747400020564	2.02355402706128e-10	1.20711242243575e-09	14.3784545385613
"contig#21400"	2.90286963403005	2.98622823813361	16.4540129184404	2.05714995369877e-10	1.22443684907617e-09	14.3765125645066
"contig#3879"	3.8360180123254	3.76461830031165	16.4587630521952	2.04939824979254e-10	1.22006849106007e-09	14.3754517661902
"contig#11171"	3.11234039629567	3.0872376614149	16.4511099931593	2.06190264756327e-10	1.22701876668674e-09	14.3741491987671
"contig#8263"	2.69746842977732	2.63376642140844	16.4491000906558	2.06520015690713e-10	1.22848672245948e-09	14.3719619706434
"contig#18751"	2.72991144129541	2.58766692108747	16.4484575380293	2.0662555384766e-10	1.22886735986294e-09	14.3717676750373
"contig#7233"	3.45332895420863	3.49531322224726	16.4452729638833	2.07149466749152e-10	1.23173555057759e-09	14.3670476943593
"contig#12994"	3.09007773268896	3.20222564299163	16.4394343792919	2.08113700483746e-10	1.23672308730305e-09	14.3649373657695
"contig#6753"	5.23326356125309	4.95879818487128	16.4623768737101	2.04352181177119e-10	1.21730515820634e-09	14.3617188162431
"contig#3090"	3.73211071382988	3.5649878877444	16.4394969379133	2.08103343613023e-10	1.23672308730305e-09	14.3615061755668
"contig#6625"	2.83261082612105	3.1075555136707	16.434062345695	2.09005125258182e-10	1.24177090892648e-09	14.3602499504773
"contig#6728"	3.21732717330014	3.26681842170848	16.4309931082097	2.09516261008912e-10	1.24430781839349e-09	14.358009324481
"contig#11435"	3.06710251334291	2.99201902881702	16.4236258742328	2.10748628260746e-10	1.25091249068978e-09	14.3524977663429
"contig#10462"	12.8791676391725	12.4611375865936	16.5046763263923	1.97606296510771e-10	1.18172689766963e-09	14.3510182531418
"contig#504"	4.68272048102527	4.61296166393353	16.4405581617073	2.079277370475e-10	1.23611472380239e-09	14.3507882453098
"contig#5873"	3.54785754871789	3.48204735357773	16.4233344637544	2.10797533594734e-10	1.25091249068978e-09	14.3497985970993
"contig#3658"	5.2721081356592	5.247089073675	16.4503421960199	2.06316165451239e-10	1.22752100369862e-09	14.3492182010459
"contig#9145"	3.59946898417706	3.70138124007945	16.4233424410174	2.10796194666228e-10	1.25091249068978e-09	14.3486335365152
"contig#2126"	4.56418547368126	4.80593767537758	16.4322709470573	2.09303293739305e-10	1.24329267235061e-09	14.3456275856956
"contig#9233"	3.47566061126719	3.45905981327371	16.4134796583502	2.12458561922886e-10	1.26051643479063e-09	14.3422491002904
"contig#16557"	3.21056653972691	3.02422703102161	16.4105719839971	2.12951321081043e-10	1.26293328098916e-09	14.3416091968612
"contig#7556"	2.50537862211756	2.57948967251687	16.4092394055258	2.13177559476797e-10	1.26402155154085e-09	14.3396589126958
"contig#24709"	12.4605998090618	12.0493530339695	16.463796410778	2.04121843382877e-10	1.21617800964786e-09	14.3390216079372
"contig#17901"	2.62105197691651	2.52700145121719	16.4074959873099	2.13473936409353e-10	1.26527157179219e-09	14.3382906143556
"contig#14376"	2.99601092471803	3.03372757332316	16.4022936243025	2.14360948333381e-10	1.26976555335631e-09	14.3356654746251
"contig#20734"	3.27126078635652	3.25449860633173	16.4031926762188	2.14207377102306e-10	1.26936433283466e-09	14.3352329658496
"contig#16409"	3.34378553005499	3.12652253478064	16.4023111313393	2.14357956751207e-10	1.26976555335631e-09	14.3350571198831
"contig#12832"	3.92653798711604	3.91066033078028	16.4083222257796	2.13333422941472e-10	1.26469218619302e-09	14.3333472742383
"contig#12869"	3.22479148877903	3.03211163903938	16.3992349695834	2.14884293753506e-10	1.27210125541507e-09	14.3329125209037
"contig#11881"	3.34819877104338	3.18419588699703	16.4000592682934	2.14743119274492e-10	1.27152001915163e-09	14.3327314229843
"contig#18831"	3.00958046280947	2.7744620410964	16.3951047895923	2.15593150145995e-10	1.2757869165102e-09	14.3299171702027
"contig#10398"	3.91584976388697	3.99546546254593	16.4018372850007	2.1443894281902e-10	1.26997320240596e-09	14.329880632608
"contig#10382"	3.08141392494723	2.54016274017822	16.3939443307621	2.15792767671103e-10	1.27671272187249e-09	14.3289759507111
"contig#3686"	5.39977425485075	5.38076990841513	16.4262873553111	2.10302532084344e-10	1.24872669924243e-09	14.3286137508355
"contig#12082"	3.87040999546609	3.69289753559363	16.3987959674971	2.14959520465358e-10	1.27229193061506e-09	14.3276663402527
