	logFC	AveExpr	t	P.Value	adj.P.Val	B
contig#621	-0.39681692	7.5544096	-1.128924719	0.278123342	0.99977959	-5.698130568
contig#1409	-0.662867094	2.245311496	-0.744254366	0.46917481	0.99977959	-5.698173803
contig#40929	-0.193636139	2.240177764	-0.746419486	0.467907854	0.99977959	-5.698191662
contig#5269	-0.210413989	6.051687142	-1.084285842	0.296770557	0.99977959	-5.698215766
contig#37628	0.186890777	0.738559208	0.4026788	0.693337143	0.99977959	-5.698218792
contig#39822	0.118847599	0.313978399	0.200966524	0.843648982	0.99977959	-5.698226066
contig#59079	0.132986337	0.293819971	0.179067563	0.86048031	0.99977959	-5.698279878
contig#50852	-0.119158759	0.354072332	-0.229003814	0.822216232	0.99977959	-5.698293294
contig#14712	-0.132594995	0.575252645	-0.345031928	0.735259151	0.99977959	-5.698295075
contig#43541	-0.07613453	0.284493666	-0.174215323	0.864219561	0.99977959	-5.698299581
contig#8333	0.078422972	0.271264367	0.157468368	0.877150584	0.99977959	-5.698312405
contig#10231	0.082655447	0.267964177	0.144441486	0.88723465	0.99977959	-5.6983189
contig#14711	-0.202663956	2.711221574	-0.815851301	0.428407345	0.99977959	-5.698371144
contig#24260	0.19803357	1.292154282	0.562044995	0.583076363	0.99977959	-5.698433363
contig#44163	-0.199405771	0.456031848	-0.288596008	0.777168932	0.99977959	-5.69843412
contig#16789	0.078707514	0.24880492	0.136048293	0.893742676	0.99977959	-5.698478973
contig#53257	0.081504686	0.327982942	0.205451512	0.840211343	0.99977959	-5.698482738
contig#31292	-0.203727525	1.102950134	-0.516376106	0.613745232	0.99977959	-5.698490884
contig#22749	0.168934615	0.741164855	0.406435666	0.69063915	0.99977959	-5.69850924
contig#19239	0.142128734	0.270629754	0.161238627	0.874236087	0.99977959	-5.69856906
contig#12510	-0.436025056	3.378790833	-0.896529969	0.385302999	0.99977959	-5.698633601
contig#26219	0.131334726	0.850469443	0.440067591	0.666684453	0.99977959	-5.69867255
contig#12726	0.286913705	0.522344531	0.305754683	0.764343237	0.99977959	-5.698869978
contig#38718	-0.268518646	1.930519373	-0.693060448	0.499740472	0.99977959	-5.698870755
contig#34457	-0.193207627	1.035316444	-0.497856478	0.626404197	0.99977959	-5.698877754
contig#16035	-0.246126909	2.332602924	-0.760057605	0.459975846	0.99977959	-5.698883888
contig#22719	-0.224984528	0.812582268	-0.431228227	0.672945246	0.99977959	-5.698938724
contig#16609	0.430287459	1.762840918	0.656595733	0.522212095	0.99977959	-5.698940519
contig#28469	-0.326398218	2.156556425	-0.73181312	0.476495774	0.99977959	-5.698967588
contig#21439	0.208755875	0.838254648	0.431143256	0.673005554	0.99977959	-5.699017303
contig#22652	0.233851946	2.669882251	0.808278323	0.432608475	0.99977959	-5.699032463
contig#26520	0.065003316	0.259115161	0.135132116	0.894453564	0.99977959	-5.699060405
contig#21995	0.099979178	0.295502136	0.17662418	0.86236281	0.99977959	-5.699094181
contig#38571	-0.302373484	1.286397671	-0.561273958	0.583587512	0.99977959	-5.699109314
contig#12195	-0.349532906	1.028997238	-0.495423852	0.628076252	0.99977959	-5.699118832
contig#40768	0.182109998	0.959537016	0.473814383	0.643021818	0.99977959	-5.699138332
contig#39362	0.097533611	0.32640449	0.205708846	0.840014204	0.99977959	-5.699211503
contig#28644	-0.199154759	0.579080162	-0.342439306	0.737166563	0.99977959	-5.699217426
contig#21020	0.158137042	1.198983865	0.537491582	0.599466663	0.99977959	-5.699223481
contig#45858	0.101241374	0.373292185	0.234409613	0.818100164	0.99977959	-5.699265536
contig#28162	-0.165432092	0.935870375	-0.46819937	0.64693207	0.99977959	-5.699299383
contig#30316	-0.072472725	0.273760356	-0.159544383	0.875545544	0.99977959	-5.699310334
contig#13221	-0.3485547	0.910602722	-0.460890786	0.652037973	0.99977959	-5.69932297
contig#26091	0.228407858	0.880895456	0.447291196	0.661587145	0.99977959	-5.699370812
contig#12806	-0.314479461	3.217521049	-0.877925913	0.394973402	0.99977959	-5.699407666
contig#8234	-0.209823292	3.082984762	-0.86222342	0.403261469	0.99977959	-5.699443284
contig#32002	0.02525271	0.202574358	0.048423302	0.962070919	0.99977959	-5.699455544
contig#7602	-0.185283853	0.85912178	-0.444766337	0.663366837	0.99977959	-5.699522974
contig#30952	-0.154069539	0.93430948	-0.467667283	0.647303176	0.99977959	-5.699543322
contig#17097	0.497427805	2.386273214	0.764664362	0.457315524	0.99977959	-5.699583958
contig#13296	0.18222613	0.953634287	0.46767217	0.647299767	0.99977959	-5.699700876
contig#34089	-0.039691432	0.249074474	-0.130774132	0.89783633	0.99977959	-5.699701975
contig#33562	0.140546245	0.942259419	0.467412813	0.647480692	0.99977959	-5.699743931
contig#29221	0.216408198	1.420320586	0.588612104	0.565607189	0.99977959	-5.699761888
contig#37609	-0.443921169	0.925926816	-0.464053244	0.649826379	0.99977959	-5.699770868
contig#35976	-0.217782908	0.646736815	-0.369783373	0.717142258	0.99977959	-5.699804442
contig#38241	0.158306744	0.332243025	0.202661949	0.842349085	0.99977959	-5.699807694
contig#54588	-0.371688687	1.047326891	-0.498062545	0.626262656	0.99977959	-5.699818986
contig#49238	-0.84885599	1.771871956	-0.657900773	0.521397991	0.99977959	-5.699835572
contig#30532	-0.230834649	0.738904122	-0.402180181	0.693695552	0.99977959	-5.699858831
contig#12890	0.293365782	1.176806705	0.528651846	0.605423875	0.99977959	-5.699888511
contig#3836	0.004010226	0.202877596	0.006318078	0.995049128	0.99977959	-5.699903533
contig#10031	-0.280005555	1.391101277	-0.583824026	0.568734868	0.99977959	-5.699934861
contig#45480	-0.188725851	1.129521968	-0.52066353	0.610832543	0.99977959	-5.699987035
contig#16888	0.179265594	0.988686793	0.478784586	0.63956975	0.99977959	-5.700003012
contig#8703	0.251600879	3.923024839	0.949643321	0.358587069	0.99977959	-5.700011348
contig#36982	-0.142850623	0.734584901	-0.401128725	0.694451591	0.99977959	-5.70001443
contig#7849	-0.211062586	3.152122502	-0.869739803	0.399279819	0.99977959	-5.700044963
contig#16083	-0.946314506	1.536317979	-0.611778717	0.550605075	0.99977959	-5.700097547
contig#23887	-0.498740694	3.727807068	-0.930975243	0.367826308	0.99977959	-5.700116868
contig#9859	0.422444477	2.451075426	0.772108134	0.453037223	0.99977959	-5.700132743
contig#11557	-0.269739676	1.085883089	-0.509049064	0.618738606	0.99977959	-5.700138477
contig#36841	-0.151678219	0.769929917	-0.413324678	0.685703164	0.99977959	-5.700222931
contig#7253	-0.228131433	4.588655657	-1.003823751	0.332696738	0.99977959	-5.700252037
contig#35557	0.146348931	0.489773493	0.298879844	0.769473632	0.99977959	-5.700257923
contig#7361	-0.304237468	3.889202663	-0.946683178	0.360041204	0.99977959	-5.700271364
contig#154	-0.295713189	3.162094042	-0.870450812	0.398904541	0.99977959	-5.700274606
contig#4208	0.186356616	5.41879635	1.053096549	0.310340832	0.99977959	-5.700288612
contig#14572	0.170893073	3.292643601	0.885173286	0.391186958	0.99977959	-5.700310635
contig#17491	-0.415635545	1.975344212	-0.69806219	0.496703115	0.99977959	-5.700364504
contig#29490	0.247044546	0.337234857	0.18963807	0.852346575	0.99977959	-5.700402245
contig#18987	-0.484327119	2.46862734	-0.77739212	0.450015547	0.99977959	-5.700443553
contig#11651	-0.314164909	0.896890999	-0.454406582	0.656583189	0.99977959	-5.700448523
contig#19814	-0.145290847	0.67703145	-0.379433034	0.710126088	0.99977959	-5.700479487
contig#20500	0.386911916	2.556182605	0.788813557	0.443527652	0.99977959	-5.700570835
contig#8367	-0.091563244	0.310106684	-0.185493283	0.855533858	0.99977959	-5.700614903
contig#20970	0.256468305	1.740109813	0.653719405	0.524008955	0.99977959	-5.700625895
contig#5312	-0.436846343	1.282631531	-0.557161181	0.586317938	0.99977959	-5.700658072
contig#12122	-0.435866871	1.723294723	-0.651716968	0.525261968	0.99977959	-5.700702101
contig#14907	0.190704914	0.848822365	0.434577783	0.670569806	0.99977959	-5.700709623
contig#25560	0.486254486	1.070074721	0.496803482	0.627127708	0.99977959	-5.700716114
contig#31430	0.130119468	0.879127236	0.446142375	0.662396649	0.99977959	-5.70073868
contig#585	0.367943826	4.77984057	1.015056294	0.327500965	0.99977959	-5.70076006
contig#12814	-0.111513978	0.470767518	-0.286071975	0.7790614	0.99977959	-5.700800755
contig#32587	0.031924398	0.228244948	0.091720814	0.928234562	0.99977959	-5.700815584
contig#864	-0.195064773	1.563333751	-0.619412951	0.54570938	0.99977959	-5.70085707
contig#16301	0.110644463	0.289405423	0.160610916	0.874721192	0.99977959	-5.700863615
contig#39955	0.074383775	0.314711	0.174210501	0.864223279	0.99977959	-5.700894309
contig#6396	0.20929093	2.80058018	0.823245137	0.424331133	0.99977959	-5.700901756
contig#17212	-0.197869244	1.158080957	-0.526137358	0.607123793	0.99977959	-5.700931938
contig#4531	-0.23955085	2.744582679	-0.81713431	0.427698212	0.99977959	-5.700941997
contig#25521	0.002155874	0.202486585	0.004623912	0.996376671	0.99977959	-5.700943919
contig#22992	-0.134553036	0.511402306	-0.306484015	0.763799637	0.99977959	-5.700957032
contig#16987	-0.079850521	0.404613418	-0.249609578	0.806556865	0.99977959	-5.700959412
contig#7328	-0.104076232	0.295570511	-0.165641313	0.870835113	0.99977959	-5.700965369
contig#33409	-0.143083828	0.42842761	-0.263852602	0.795782588	0.99977959	-5.700968956
contig#32562	0.018171862	0.211943014	0.047336168	0.962921762	0.99977959	-5.700989754
contig#15786	-0.040413495	0.243372726	-0.111348281	0.91293929	0.99977959	-5.701099113
contig#33947	0.282379017	1.037443446	0.488008841	0.633186001	0.99977959	-5.701100692
contig#15622	0.384342283	2.359804299	0.759024578	0.46057372	0.99977959	-5.70110344
contig#3006	0.189197133	1.638399065	0.631535453	0.537985012	0.99977959	-5.701139261
contig#20518	0.051269305	0.261385977	0.134142055	0.895221888	0.99977959	-5.701156516
contig#25934	0.071591751	0.343999446	0.207757307	0.838445318	0.99977959	-5.701198357
contig#7226	0.060650452	0.227255234	0.05715175	0.955241455	0.99977959	-5.701205194
contig#10604	0.181460193	0.554227295	0.325173514	0.749914521	0.99977959	-5.701279889
contig#33859	-0.139247078	0.424333928	-0.260247992	0.798505341	0.99977959	-5.701286262
contig#22716	-0.30308643	0.483552608	-0.290625923	0.77564801	0.99977959	-5.701305147
contig#4984	-0.107710388	0.461397595	-0.280795277	0.783022451	0.99977959	-5.701348833
contig#20613	-0.191392006	4.179872979	-0.971223039	0.348110425	0.99977959	-5.701378922
contig#3062	-0.376152623	3.252342382	-0.879486244	0.394156121	0.99977959	-5.701389877
contig#22920	-0.149147458	0.453875022	-0.275894329	0.786707051	0.99977959	-5.701415113
contig#7357	-0.139545022	0.623332615	-0.353662226	0.728922902	0.99977959	-5.701429449
contig#8643	0.699042237	3.885053031	0.941170859	0.362760017	0.99977959	-5.701483372
contig#24111	0.359288475	2.253788545	0.741889901	0.470560822	0.99977959	-5.70149872
contig#34427	0.132071111	0.283970826	0.150705893	0.882382745	0.99977959	-5.701535712
contig#25652	0.354792445	1.508558965	0.599537364	0.558505112	0.99977959	-5.70154214
contig#1359	0.325924351	6.046226198	1.079938711	0.298635125	0.99977959	-5.701546039
contig#3563	0.094819615	0.388970173	0.230886322	0.820782234	0.99977959	-5.701552017
contig#8821	0.038057077	0.229256841	0.068034925	0.946731229	0.99977959	-5.701556648
contig#4230	-0.320412345	2.698317455	-0.809904441	0.431704153	0.99977959	-5.701608504
contig#4155	-0.232816405	5.011711862	-1.02995454	0.320700241	0.99977959	-5.701643341
contig#29033	0.190323177	0.660326683	0.362333898	0.722576942	0.99977959	-5.701646995
contig#24242	0.068212506	0.284539644	0.153388127	0.88030679	0.99977959	-5.70167039
contig#13014	0.303252626	2.737267565	0.813303992	0.429817519	0.99977959	-5.701704701
contig#28435	0.194264099	1.987359786	0.696617243	0.497579449	0.99977959	-5.701712374
contig#33974	0.016507034	0.215781897	0.048939299	0.961667092	0.99977959	-5.701801967
contig#23945	-0.298532431	2.812135104	-0.824913569	0.423414823	0.99977959	-5.701823126
contig#42235	0.091458649	0.326705279	0.190441009	0.851729434	0.99977959	-5.701827905
contig#10827	0.239792569	3.935820741	0.948593642	0.359102242	0.99977959	-5.701932727
contig#30836	-0.078292015	0.261385618	-0.127801435	0.900144994	0.99977959	-5.701959712
contig#26421	-0.015304341	0.211032385	-0.023009619	0.981971143	0.99977959	-5.702001022
contig#42837	0.178609976	0.717039049	0.38479561	0.706238739	0.99977959	-5.702006573
contig#41248	-0.198500867	1.280304497	-0.554422904	0.588139494	0.99977959	-5.702023576
contig#13351	-0.406188697	1.770601597	-0.658537745	0.521000901	0.99977959	-5.702111861
contig#32787	-0.080253026	0.344868487	-0.204402572	0.841015031	0.99977959	-5.70216226
contig#5443	0.346719574	1.610767201	0.621220459	0.54455378	0.99977959	-5.702167216
contig#21710	0.239857255	0.31575378	0.179209175	0.860371232	0.99977959	-5.702192593
contig#23958	0.122750791	0.303008944	0.16086721	0.874523118	0.99977959	-5.702223968
contig#6542	-0.003973021	0.21283012	-0.008205152	0.99357044	0.99977959	-5.702225012
contig#10782	-0.076519174	0.311659959	-0.173128651	0.865057443	0.99977959	-5.70223802
contig#22267	-0.139767173	0.586898455	-0.337368736	0.740902218	0.99977959	-5.70226768
contig#40270	0.039102484	0.225886436	0.065921872	0.948383061	0.99977959	-5.702283345
contig#17011	-0.116539888	0.42616805	-0.257106366	0.800880603	0.99977959	-5.702326561
contig#14802	-0.343302715	2.061576179	-0.710630711	0.489119225	0.99977959	-5.702334126
contig#23588	0.077370646	0.356245834	0.203547683	0.841670174	0.99977959	-5.702362954
contig#16261	-0.203746769	3.655322553	-0.921916131	0.372368767	0.99977959	-5.702376631
contig#22738	-0.227558117	1.870419446	-0.676981766	0.509578282	0.99977959	-5.702405551
contig#36072	-0.190240289	0.63348994	-0.356864819	0.726576798	0.99977959	-5.702410946
contig#2258	0.473226722	1.328227882	0.549890016	0.591161237	0.99977959	-5.702423858
contig#17159	0.252750493	1.499642869	0.597013002	0.560141813	0.99977959	-5.702452335
contig#30493	0.270659029	1.861861421	0.672584487	0.512288291	0.99977959	-5.702458861
contig#31725	0.07637634	0.309174177	0.170189018	0.8673249	0.99977959	-5.702488757
contig#15034	-0.288880942	1.852694871	-0.673532664	0.511703231	0.99977959	-5.702508348
contig#16018	-0.259147344	2.048277881	-0.708363339	0.490482224	0.99977959	-5.702544622
contig#30292	-0.154878506	0.929738599	-0.459556549	0.652972064	0.99977959	-5.702577578
contig#23100	-0.012719648	0.223125357	-0.01931718	0.984863877	0.99977959	-5.702616373
contig#22899	0.113115983	0.768300121	0.403651924	0.692637877	0.99977959	-5.702642225
contig#22895	0.045380562	0.250082618	0.101834505	0.920349093	0.99977959	-5.70265694
contig#15653	-0.187677809	1.279883186	-0.552895229	0.589156995	0.99977959	-5.702657555
contig#24678	0.079841718	0.280326907	0.140408954	0.890360424	0.99977959	-5.702690795
contig#32476	-0.189515716	1.267478433	-0.54992013	0.591141136	0.99977959	-5.702728713
contig#53764	0.105653648	0.368952668	0.217635612	0.830889804	0.99977959	-5.702773583
contig#12848	-0.124257904	0.46034374	-0.274434059	0.787805934	0.99977959	-5.702775659
contig#15347	-0.179084042	0.376334356	-0.222893783	0.826875067	0.99977959	-5.702781032
contig#34477	-0.089539577	0.396774514	-0.236555508	0.816467778	0.99977959	-5.702803025
contig#34290	-0.146059441	1.005983091	-0.481062995	0.637990163	0.99977959	-5.702803382
contig#41619	0.008175341	0.216068251	0.020619058	0.983843931	0.99977959	-5.702807917
contig#5607	0.672974588	4.265020394	0.973721878	0.346911371	0.99977959	-5.702834771
contig#5440	-0.176454963	0.792933223	-0.414678806	0.684734671	0.99977959	-5.702866515
contig#17926	-0.279347904	1.243704656	-0.543856033	0.595195921	0.99977959	-5.702886893
contig#7917	-0.280320063	1.845517566	-0.671494491	0.512961337	0.99977959	-5.70297693
contig#25171	-0.072119683	0.283324772	-0.135855021	0.893892634	0.99977959	-5.703048172
contig#10988	-0.273884007	4.559802437	-0.998660968	0.335104603	0.99977959	-5.703167822
contig#28287	0.023027483	0.223319502	0.043797461	0.965691641	0.99977959	-5.703182111
contig#36285	0.474221616	2.329187501	0.751016604	0.46522477	0.99977959	-5.703190533
contig#10345	-0.001953889	0.218210723	-0.004324895	0.996610981	0.99977959	-5.703196931
contig#20308	-0.189695413	3.636062373	-0.919053415	0.373812205	0.99977959	-5.70322375
contig#13606	0.334636801	1.418675899	0.579536934	0.571543068	0.99977959	-5.703230485
contig#10644	-0.206150806	4.400776526	-0.986795975	0.3406855	0.99977959	-5.703292588
contig#16117	-0.25522856	0.618942886	-0.348381597	0.732797459	0.99977959	-5.70330305
contig#18670	-0.198070243	3.232485167	-0.875274467	0.396364804	0.99977959	-5.703312601
contig#40955	-0.138550322	1.136111366	-0.515334869	0.61445363	0.99977959	-5.703334037
contig#49007	0.100828235	0.263536779	0.109551955	0.914337736	0.99977959	-5.703337953
contig#217	0.407462014	4.667940412	1.004513252	0.332376104	0.99977959	-5.703362313
contig#20685	0.163485397	0.36955038	0.212717532	0.834649323	0.99977959	-5.703422718
contig#47449	0.132390733	0.631048003	0.348571164	0.732658237	0.99977959	-5.703448993
contig#19150	0.005219153	0.23188404	0.00759211	0.994050809	0.99977959	-5.703449287
contig#24481	-0.253822648	3.909027744	-0.945092515	0.360824296	0.99977959	-5.703462933
contig#46437	-0.166080486	0.837362036	-0.427281852	0.6757486	0.99977959	-5.703463875
contig#25285	0.009385886	0.228733683	0.020745557	0.983744828	0.99977959	-5.7034844
contig#16974	0.085226536	0.348064684	0.197685656	0.846165793	0.99977959	-5.703490825
contig#9722	0.522048441	4.850632548	1.016013675	0.327060835	0.99977959	-5.703515538
contig#14691	-0.296417702	1.341287903	-0.565945187	0.580494343	0.99977959	-5.70352623
contig#38648	0.003551293	0.223353576	0.007997644	0.993733039	0.99977959	-5.703568279
contig#25353	-0.204359564	1.295705198	-0.555013771	0.587746191	0.99977959	-5.703591357
contig#17387	-0.164734189	0.755771795	-0.400262704	0.69507455	0.99977959	-5.70362297
contig#34910	0.392001147	1.274150021	0.545504297	0.594092406	0.99977959	-5.703666485
contig#17954	-0.239667872	2.589467339	-0.791880769	0.441795495	0.99977959	-5.703676084
contig#36138	0.196331883	1.450142154	0.586515257	0.566975766	0.99977959	-5.703709731
contig#28389	0.2356106	0.934995348	0.448921863	0.660438867	0.99977959	-5.703748351
contig#620	0.487713565	5.646468756	1.060070391	0.307267638	0.99977959	-5.703795972
contig#42248	0.129444279	0.316568237	0.169862222	0.867577047	0.99977959	-5.703819417
contig#26748	-0.200946408	3.819119271	-0.936304648	0.365171997	0.99977959	-5.703845877
contig#19824	0.145563403	0.716405048	0.381530041	0.708604955	0.99977959	-5.703848584
contig#21074	0.143606061	1.173190168	0.521699151	0.610130009	0.99977959	-5.703898137
contig#18288	0.135756827	0.602532608	0.334150481	0.743276746	0.99977959	-5.703931044
contig#16781	0.171923938	1.182012047	0.523007743	0.609242872	0.99977959	-5.703947756
contig#9648	-0.268144393	4.387983787	-0.984856893	0.341603836	0.99977959	-5.703996143
contig#14505	-0.371358837	2.293973059	-0.746441174	0.467895174	0.99977959	-5.704014554
contig#40095	-0.11948656	0.879888852	-0.440097542	0.666663283	0.99977959	-5.704053643
contig#54806	-0.262965923	0.954272867	-0.463464461	0.650237872	0.99977959	-5.704102668
contig#33988	0.171960619	1.293832622	0.548875256	0.591838788	0.99977959	-5.704161508
contig#1460	-0.266636273	1.273929888	-0.548621401	0.592008348	0.99977959	-5.704163582
contig#17321	-0.188953477	4.035355985	-0.95573426	0.355607894	0.99977959	-5.704205574
contig#4416	0.210546293	0.629114436	0.340020541	0.738947693	0.99977959	-5.70421851
contig#22798	-0.201910277	1.321489732	-0.559581337	0.584710426	0.99977959	-5.704308432
contig#19377	-0.144737998	0.458940441	-0.267861542	0.792757669	0.99977959	-5.704360623
contig#5162	0.166131766	6.479920623	1.093459847	0.292864077	0.99977959	-5.704363913
contig#23163	-0.145598876	0.937773337	-0.457116181	0.654682115	0.99977959	-5.704374409
contig#26554	0.006874484	0.226460987	0.014824531	0.988383808	0.99977959	-5.704464137
contig#9004	-0.198322016	3.466753382	-0.900036195	0.383498604	0.99977959	-5.704465592
contig#25857	0.038732693	0.244419629	0.075614219	0.940808436	0.99977959	-5.704482875
contig#3654	-0.237756432	3.072352299	-0.854726916	0.407258828	0.99977959	-5.704547282
contig#21867	-0.30327094	2.974109492	-0.842525167	0.413821116	0.99977959	-5.704557637
contig#51555	-0.030019418	0.250964459	-0.086809625	0.932066613	0.99977959	-5.704567545
contig#6500	-0.205660965	2.249238603	-0.738983922	0.472267698	0.99977959	-5.704571421
contig#6524	-0.441928618	1.317492351	-0.557600466	0.586025987	0.99977959	-5.704595242
contig#24280	-0.368113141	2.03986951	-0.703659339	0.493317194	0.99977959	-5.704623475
contig#2547	-0.246819246	4.945575966	-1.022890833	0.323911794	0.99977959	-5.704631096
contig#17752	-0.082309037	0.456737252	-0.265580038	0.794478742	0.99977959	-5.70463324
contig#32339	-0.173406777	2.023970149	-0.701080852	0.494875307	0.99977959	-5.704640187
contig#30468	0.176830768	1.366195443	0.56698657	0.57980593	0.99977959	-5.704647021
contig#21066	0.20523215	1.09090749	0.496855707	0.627091815	0.99977959	-5.704672802
contig#25029	0.012801192	0.230625087	0.020059655	0.984282187	0.99977959	-5.704770188
contig#27567	0.198316872	1.852216202	0.668478658	0.514826207	0.99977959	-5.704783751
contig#11410	0.121542828	0.466550663	0.269344345	0.791639705	0.99977959	-5.704790334
contig#23085	-0.103914131	0.409059276	-0.235607207	0.817189043	0.99977959	-5.704825896
contig#53054	-0.446470798	0.907728009	-0.446774974	0.66195084	0.99977959	-5.704827611
contig#23219	-0.133857758	0.59493089	-0.332147227	0.744756182	0.99977959	-5.704849598
contig#18643	0.049913235	0.267598845	0.08324106	0.93485216	0.99977959	-5.704854666
contig#13364	0.411363786	1.510518023	0.595245309	0.561289455	0.99977959	-5.704862701
contig#58678	0.291532511	0.503702916	0.286263395	0.778917826	0.99977959	-5.704937605
contig#8327	0.011909216	0.231363066	0.026915966	0.978911115	0.99977959	-5.704948287
contig#31674	-0.380394045	1.351620965	-0.565663804	0.580680425	0.99977959	-5.705002195
contig#51752	-0.015806947	0.233128722	-0.033356844	0.973866447	0.99977959	-5.705013543
contig#26602	0.225702418	2.670874627	0.800701048	0.436838425	0.99977959	-5.705035997
contig#2074	-0.198584245	2.809904587	-0.820589563	0.42579224	0.99977959	-5.705073382
contig#42533	-0.065132031	0.279796778	-0.124124182	0.903002129	0.99977959	-5.705192311
contig#22089	0.054487199	0.259073852	0.092816642	0.92737977	0.99977959	-5.705213094
contig#27350	-0.023411036	0.245205794	-0.066528086	0.947909141	0.99977959	-5.705261436
contig#33874	-0.162250834	0.468216046	-0.269226846	0.791728276	0.99977959	-5.705263961
contig#2335	0.267066761	2.346262432	0.750816656	0.46534127	0.99977959	-5.705264003
contig#1465	-0.341649016	5.605186517	-1.057904895	0.308219512	0.99977959	-5.705304433
contig#6135	-0.180773777	0.958813913	-0.461575919	0.65155855	0.99977959	-5.705317625
contig#32411	-0.108960914	0.398402923	-0.226550907	0.824085722	0.99977959	-5.705363765
contig#28958	-0.024508289	0.241576693	-0.036281602	0.971576067	0.99977959	-5.705372174
contig#49868	0.172524048	0.58336231	0.32227607	0.752061389	0.99977959	-5.705381676
contig#8090	-0.273518951	1.426720813	-0.582044738	0.569899476	0.99977959	-5.705395269
contig#14197	-0.172577191	2.813305016	-0.820664481	0.425750975	0.99977959	-5.705460098
contig#38844	0.006272002	0.233515145	0.015471279	0.987877073	0.99977959	-5.705497809
contig#15488	-0.443475651	1.841776562	-0.666405321	0.516110543	0.99977959	-5.705559946
contig#53712	-0.287804736	0.946053193	-0.457273599	0.654571746	0.99977959	-5.705575265
contig#26924	0.178378816	0.771772772	0.392726529	0.700505201	0.99977959	-5.705590552
contig#24737	-0.175340963	1.24346139	-0.538501275	0.598788099	0.99977959	-5.705641868
contig#19779	-0.15896509	0.993538158	-0.471480547	0.644645758	0.99977959	-5.705669443
contig#34567	0.234892079	1.930620182	0.681416354	0.506853747	0.99977959	-5.705672172
contig#34492	0.431431059	0.978165095	0.449463813	0.660057436	0.99977959	-5.705757224
contig#51586	0.217341862	0.723830652	0.380815809	0.709122901	0.99977959	-5.705757266
contig#55778	-0.016946801	0.237396152	-0.028255752	0.977861675	0.99977959	-5.705826018
contig#20664	-0.324814118	2.4338748	-0.765660942	0.456741282	0.99977959	-5.705890957
contig#32577	-0.336956762	0.575479213	-0.318691065	0.754720661	0.99977959	-5.705892347
contig#23009	0.2622191	1.714816428	0.638608041	0.533506726	0.99977959	-5.705923056
contig#2689	0.182415246	2.844493834	0.822965574	0.424484795	0.99977959	-5.705924769
contig#30149	0.044804025	0.291536738	0.128567981	0.899549587	0.99977959	-5.706001615
contig#10544	0.140061803	0.513344167	0.284368695	0.780339308	0.99977959	-5.706010439
contig#28059	0.25168461	1.943694104	0.683474727	0.505592013	0.99977959	-5.7060724
contig#23985	-0.224807081	1.329642286	-0.557513995	0.586083451	0.99977959	-5.706113348
contig#44365	0.214332166	1.001891368	0.469868565	0.645768516	0.99977959	-5.706185245
contig#20616	0.117560522	0.47246862	0.265323373	0.794672429	0.99977959	-5.706214474
contig#5571	-0.226401335	5.319564198	-1.042628615	0.314996003	0.99977959	-5.706222559
contig#28855	-0.206082964	1.078014329	-0.494112545	0.628978454	0.99977959	-5.706236201
contig#52574	-0.479396554	1.026781885	-0.477748653	0.640288548	0.99977959	-5.706259269
contig#10356	0.491472009	4.693044568	1.003058573	0.333052823	0.99977959	-5.706288044
contig#20850	-0.35548576	1.813032271	-0.659868697	0.520171742	0.99977959	-5.706414955
contig#22488	-0.199910605	0.672928395	-0.361229009	0.723384337	0.99977959	-5.706436056
contig#17470	0.21974685	2.097578245	0.709565488	0.489759286	0.99977959	-5.706442646
contig#38459	-0.164866492	0.559542775	-0.311944139	0.75973412	0.99977959	-5.706480176
contig#10384	-0.335373482	2.527592556	-0.779091142	0.449046655	0.99977959	-5.706492859
contig#28889	0.036340364	0.267965366	0.080353041	0.937107138	0.99977959	-5.706536656
contig#17694	-0.283717385	2.27533983	-0.74036318	0.471457095	0.99977959	-5.706607083
contig#16437	0.199376035	3.549203115	0.905779449	0.380555419	0.99977959	-5.706609044
contig#17865	-0.178477037	0.581841073	-0.321582412	0.752575674	0.99977959	-5.706659533
contig#29471	-0.119383407	0.516480857	-0.287365349	0.778091472	0.99977959	-5.706672425
contig#4824	-0.156733385	0.49046316	-0.276221202	0.786461137	0.99977959	-5.706704286
contig#24952	0.131063547	0.416633361	0.228572429	0.822544932	0.99977959	-5.706706227
contig#33143	-0.45096322	2.984672246	-0.840793858	0.414757848	0.99977959	-5.706732889
contig#3083	-0.023256217	0.246724859	-0.039510839	0.969047554	0.99977959	-5.706820743
contig#9476	-0.147669778	0.460669551	-0.256855186	0.801070598	0.99977959	-5.706828002
contig#18549	-0.251748663	1.927458283	-0.680580099	0.507366876	0.99977959	-5.706854014
contig#26420	-0.205197588	3.034624672	-0.84729067	0.411249914	0.99977959	-5.706865942
contig#35532	-0.137780981	0.459485571	-0.258081006	0.800143495	0.99977959	-5.706889557
contig#18270	-0.298418198	1.424028742	-0.57845447	0.572253278	0.99977959	-5.706903094
contig#15458	-0.176436128	1.651781433	-0.627439283	0.540588225	0.99977959	-5.706906357
contig#12397	-0.181781635	0.479274588	-0.268129958	0.79255526	0.99977959	-5.706919222
contig#8917	0.09951989	0.292338681	0.125302795	0.902086222	0.99977959	-5.706925284
contig#51578	-0.081705127	0.332606631	-0.166912006	0.869854021	0.99977959	-5.706970981
contig#17921	0.17294087	2.63796148	0.793773763	0.440728609	0.99977959	-5.706997436
