	logFC	AveExpr	t	P.Value	adj.P.Val	B
contig#6441	1.033017458	4.167546184	1.772706544	0.098283214	0.99977959	-4.715950659
contig#47253	-0.492218086	2.184713922	-1.65731821	0.119945837	0.99977959	-4.71609221
contig#14883	0.503502795	2.226540707	1.658973646	0.119607701	0.99977959	-4.716208907
contig#30955	0.8251925	-1.166092223	1.346194121	0.199881809	0.99977959	-4.716368206
contig#3796	1.351294287	-1.846647783	1.277194442	0.222550321	0.99977959	-4.716544261
contig#36057	0.608571357	1.626098191	1.611901559	0.129551808	0.99977959	-4.716550189
contig#47905	1.213483925	-2.500186361	1.206451059	0.247867375	0.99977959	-4.716720844
contig#26607	-0.829102039	-1.49677327	-1.324121453	0.206921151	0.99977959	-4.716733786
contig#37573	-0.837988595	-1.614049115	-1.308239161	0.212108934	0.99977959	-4.716839735
contig#31243	1.834857238	-2.53264505	1.206878119	0.247708066	0.99977959	-4.71700578
contig#16253	0.910926709	1.881179902	1.630531979	0.1255337	0.99977959	-4.717007395
contig#39722	0.649149203	0.686891814	1.535220242	0.147275696	0.99977959	-4.717318655
contig#13619	0.730343408	1.954770119	1.637051539	0.124153285	0.99977959	-4.717415296
contig#5025	1.096129205	4.414012968	1.782083718	0.096684971	0.99977959	-4.717421576
contig#33385	1.062287715	-1.35704306	1.325142973	0.206591013	0.99977959	-4.717483786
contig#21419	0.401787294	2.934145156	1.706070901	0.11032953	0.99977959	-4.717592673
contig#10053	-0.404682738	5.00028944	-1.809733852	0.09210592	0.99977959	-4.717931263
contig#29442	-0.935540917	-0.807173355	-1.392755044	0.185670282	0.99977959	-4.717933115
contig#26196	-1.040005526	1.850901568	-1.629190378	0.125819405	0.99977959	-4.717982991
contig#43916	-0.67854431	-1.439395254	-1.32527186	0.206549389	0.99977959	-4.718021756
contig#37489	1.372305423	-0.22469926	1.450891242	0.169102256	0.99977959	-4.718125654
contig#21516	1.601257996	-3.152571047	1.147158272	0.270766309	0.99977959	-4.718353997
contig#26498	-0.460225323	1.470972125	-1.602698292	0.131577332	0.99977959	-4.718414975
contig#19530	-0.656341177	-0.688571303	-1.407439438	0.181364043	0.99977959	-4.718427265
contig#38122	1.35200883	0.047363939	1.466158125	0.164961225	0.99977959	-4.718727058
contig#18079	0.481567649	0.974790572	1.56045686	0.141226997	0.99977959	-4.718727606
contig#40241	0.852940785	-1.125236852	1.354870068	0.197168607	0.99977959	-4.718966122
contig#14163	0.778341269	-0.760143256	1.391861511	0.185935002	0.99977959	-4.718982546
contig#9179	0.753329005	3.879331379	1.759009622	0.100659811	0.99977959	-4.719019252
contig#10584	-0.478060873	2.933624941	-1.705385179	0.110459962	0.99977959	-4.719019288
contig#21009	-0.462830111	1.772920288	-1.625098226	0.126694341	0.99977959	-4.71906523
contig#20163	0.682423119	-0.125209536	1.459342671	0.166799281	0.99977959	-4.719191548
contig#57185	1.311444327	-3.023052914	1.157481384	0.266667242	0.99977959	-4.719313629
contig#17435	1.518540475	-2.533770932	1.204406428	0.248631202	0.99977959	-4.719664435
contig#3254	-0.554922811	5.634982325	-1.828613451	0.089091421	0.99977959	-4.720035169
contig#29551	1.088639395	-0.256479617	1.446428584	0.170328961	0.99977959	-4.720054152
contig#31603	1.41235515	0.226597523	1.483415637	0.160382702	0.99977959	-4.720448224
contig#51418	1.049956528	-0.808265237	1.388883581	0.18681949	0.99977959	-4.720613782
contig#21951	-0.894774365	-0.787645885	-1.395405781	0.184886788	0.99977959	-4.720685201
contig#41983	-1.002815421	-1.10333451	-1.35898849	0.195891186	0.99977959	-4.720774968
contig#10536	0.684550907	2.211987094	1.653538422	0.120721007	0.99977959	-4.720800348
contig#35754	0.602805978	-0.952637261	1.372575182	0.191724696	0.99977959	-4.720915931
contig#51499	1.1028035	-2.488968368	1.206811319	0.247732979	0.99977959	-4.72105613
contig#30484	-0.99376977	-2.915315661	-1.159643809	0.265814631	0.99977959	-4.721123152
contig#37998	-1.215437317	-0.633333811	-1.409064889	0.180892474	0.99977959	-4.721132933
contig#46557	0.714385903	-0.262574948	1.44613273	0.170410548	0.99977959	-4.72113345
contig#6374	-0.585124498	4.40129114	-1.78335568	0.096469965	0.99977959	-4.721252487
contig#20562	-0.940722661	-1.369610584	-1.326214184	0.206245271	0.99977959	-4.721456098
contig#36538	0.723964363	-1.202677139	1.347049858	0.199612857	0.99977959	-4.721776614
contig#20809	-0.665708965	-0.75825941	-1.397246915	0.184344194	0.99977959	-4.721946553
contig#31996	1.215438505	-0.95772246	1.367038134	0.193413868	0.99977959	-4.721984529
contig#3263	-0.357738763	5.738967622	-1.830209504	0.088840668	0.99977959	-4.722249658
contig#46250	0.501631528	0.083894858	1.480272529	0.161208558	0.99977959	-4.722358849
contig#40200	0.701488106	1.269672597	1.580878598	0.136488732	0.99977959	-4.722438851
contig#42795	0.963859008	-2.026198687	1.25276051	0.231052523	0.99977959	-4.722521325
contig#11916	-0.364953507	4.575663599	-1.790221221	0.095316766	0.99977959	-4.722547499
contig#27247	-1.006562346	1.371958203	-1.589969886	0.134423572	0.99977959	-4.722609795
contig#17701	-0.469374388	0.508731766	-1.520378135	0.150934777	0.99977959	-4.722671812
contig#14323	-1.044319389	-2.115948235	-1.243691242	0.234272865	0.99977959	-4.722887479
contig#6767	0.391089568	6.08873603	1.838220534	0.087591584	0.99977959	-4.722930221
contig#28869	-0.810709602	-1.189026624	-1.34649088	0.199788506	0.99977959	-4.723096236
contig#24117	-0.775108656	-0.234109592	-1.445873991	0.170481925	0.99977959	-4.723108728
contig#23403	1.635572945	-2.111937086	1.24222456	0.234796963	0.99977959	-4.723170669
contig#41668	0.672134375	-0.306188386	1.441777264	0.1716154	0.99977959	-4.723280014
contig#56316	1.035338484	-2.168096271	1.238807384	0.236021619	0.99977959	-4.723331999
contig#24948	-0.448420959	1.552196098	-1.605144115	0.131036393	0.99977959	-4.723421741
contig#5588	-0.466695335	1.310771112	-1.586340403	0.1352448	0.99977959	-4.723682394
contig#7190	-0.336724169	7.383971937	-1.863194512	0.083798009	0.99977959	-4.723774375
contig#50451	-1.234251391	-2.194268902	-1.234469089	0.237583614	0.99977959	-4.723820508
contig#48891	-0.518886874	-0.545306377	-1.416754723	0.178675228	0.99977959	-4.723917355
contig#50761	1.044703339	-2.204293421	1.23303277	0.238102542	0.99977959	-4.724139301
contig#50944	-0.532608553	0.276343933	-1.497543641	0.156714303	0.99977959	-4.724165898
contig#38098	0.946411748	-3.235569337	1.131544291	0.277057159	0.99977959	-4.724201817
contig#31203	0.590124621	0.274790002	1.496043885	0.157100341	0.99977959	-4.724296959
contig#56404	0.638552186	-0.580586865	1.412719775	0.179835829	0.99977959	-4.72447217
contig#26176	0.781750733	0.461982049	1.509390459	0.15369293	0.99977959	-4.72460576
contig#27827	-0.736306468	0.614117679	-1.527346406	0.149207381	0.99977959	-4.724630531
contig#37670	1.055692476	-1.86596371	1.268244366	0.225635358	0.99977959	-4.724698317
contig#32247	-0.991871246	-3.386965472	-1.113335418	0.284532513	0.99977959	-4.724723268
contig#21186	-1.552294299	-0.714190151	-1.384927718	0.187999774	0.99977959	-4.724778981
contig#17143	-0.888874997	-2.171853596	-1.231428941	0.23868304	0.99977959	-4.724865421
contig#3522	-0.472107312	-0.197103312	-1.45121521	0.16901349	0.99977959	-4.724880471
contig#9153	-0.546257531	2.662242232	-1.683922672	0.114611272	0.99977959	-4.724913825
contig#31575	-0.871662958	-1.438448599	-1.316141308	0.209514864	0.99977959	-4.724924788
contig#17163	-0.799878135	0.74845893	-1.536955878	0.14685276	0.99977959	-4.725505381
contig#36490	-0.644527641	0.731611692	-1.536871809	0.146873222	0.99977959	-4.725595657
contig#13018	0.458879103	0.823940416	1.54327691	0.145321178	0.99977959	-4.725788704
contig#25940	-1.099638554	-1.245121107	-1.335805695	0.203170308	0.99977959	-4.725839827
contig#6492	-0.327426668	3.719314373	-1.746715732	0.102836123	0.99977959	-4.726414798
contig#27039	-0.773414388	0.079451726	-1.474064519	0.162850205	0.99977959	-4.726583862
contig#13512	0.815142513	-1.12634424	1.342314556	0.201104817	0.99977959	-4.726658785
contig#2019	-0.335446632	5.948664855	-1.832836587	0.088429306	0.99977959	-4.726770512
contig#32975	0.626012807	-0.005192925	1.468606491	0.164305074	0.99977959	-4.726789936
contig#17546	0.61216279	1.075181018	1.560824861	0.141140386	0.99977959	-4.726834123
contig#29182	1.222733906	-2.769022662	1.169044992	0.26213212	0.99977959	-4.72690831
contig#52577	-1.024833937	-1.713474378	-1.287558422	0.21901994	0.99977959	-4.726961692
contig#40267	-0.725742148	-0.666682056	-1.401255332	0.183167416	0.99977959	-4.727417119
contig#12727	0.964806798	3.828607398	1.7486467	0.102491567	0.99977959	-4.727821311
contig#20748	-0.759984649	1.156603138	-1.570027216	0.138989253	0.99977959	-4.727858024
contig#6952	0.554211987	1.3693623	1.584927669	0.135565616	0.99977959	-4.727919881
contig#31606	0.981895295	2.351457296	1.657152054	0.119979822	0.99977959	-4.728257755
contig#22748	-0.504606512	0.434585235	-1.507990848	0.154047301	0.99977959	-4.728421082
contig#2719	0.479760403	6.389809708	1.840948149	0.087169895	0.99977959	-4.729124945
contig#29021	1.112077203	-0.159148782	1.443485815	0.171141922	0.99977959	-4.729307369
contig#6372	-0.561244034	0.679293447	-1.529648326	0.148640441	0.99977959	-4.729350654
contig#26324	0.682609714	-0.744820395	1.386798055	0.187440975	0.99977959	-4.729771729
contig#45471	0.769239573	0.420310043	1.501896649	0.155598359	0.99977959	-4.729824199
contig#6233	0.709598123	1.435839981	1.58783684	0.134905688	0.99977959	-4.729835272
contig#27046	1.084316798	-1.976933561	1.25135094	0.231550732	0.99977959	-4.729938851
contig#40738	-1.171332926	-2.097873643	-1.238247016	0.236222924	0.99977959	-4.730113211
contig#19568	-0.57769686	-0.91107442	-1.372724687	0.191679254	0.99977959	-4.730150189
contig#54910	0.970385927	-2.118714964	1.234617091	0.237530193	0.99977959	-4.730361521
contig#39677	0.892281637	-0.880774234	1.37061376	0.192321678	0.99977959	-4.730664072
contig#50394	-0.88737685	-0.803062216	-1.382070577	0.188856036	0.99977959	-4.730799648
contig#43310	0.700438658	-0.788684253	1.382952828	0.188591292	0.99977959	-4.730883765
contig#47952	0.833185138	0.175236841	1.478016872	0.161803432	0.99977959	-4.7311927
contig#53293	0.520646345	0.263179194	1.489978706	0.158669694	0.99977959	-4.731207693
contig#8435	-0.364325971	3.675954695	-1.740873249	0.103884874	0.99977959	-4.731321482
contig#33340	-1.670519615	0.03416819	-1.461083077	0.166328293	0.99977959	-4.731359618
contig#40835	-0.631235448	0.521251263	-1.513536796	0.152647143	0.99977959	-4.731504348
contig#54618	0.81600553	-0.725255041	1.388506355	0.186931778	0.99977959	-4.731609498
contig#23044	-0.998641795	-1.238421298	-1.335874644	0.203148339	0.99977959	-4.731696499
contig#36856	0.699851979	-1.026387371	1.354435948	0.197303653	0.99977959	-4.731914596
contig#47097	-0.620547152	-0.454796409	-1.417956009	0.178330892	0.99977959	-4.732202274
contig#33049	0.894643162	-0.576079131	1.406725253	0.181571559	0.99977959	-4.732257296
contig#35890	-1.301935533	-2.194268902	-1.223776193	0.2414682	0.99977959	-4.732268025
contig#16834	-1.158790752	-1.82438524	-1.267580737	0.225865451	0.99977959	-4.732271708
contig#11574	1.676514742	-0.882953279	1.352608212	0.197873049	0.99977959	-4.732364187
contig#18876	-1.069066428	-0.948907156	-1.363594728	0.194470449	0.99977959	-4.732394352
contig#36867	-1.010179722	-0.800496827	-1.37995497	0.189492122	0.99977959	-4.73264068
contig#15845	-0.583794686	0.565085947	-1.517053504	0.151764881	0.99977959	-4.732706221
contig#30374	-0.680693535	2.269598654	-1.650579366	0.121330894	0.99977959	-4.732710907
contig#33058	1.399963176	-1.491831838	1.298569359	0.215318281	0.99977959	-4.732729727
contig#50157	-1.277479389	-1.733035726	-1.273280566	0.223895261	0.99977959	-4.73275997
contig#40211	-0.720776036	0.073334783	-1.468309878	0.164384448	0.99977959	-4.73285633
contig#12730	-0.628794408	0.694494931	-1.528207823	0.148995008	0.99977959	-4.732984418
contig#24406	0.901062371	-1.152955381	1.337466189	0.202641751	0.99977959	-4.733114768
contig#35301	-0.406917379	2.099087298	-1.638288072	0.123892957	0.99977959	-4.733953807
contig#47826	0.687005911	-0.412268923	1.421278811	0.1773813	0.99977959	-4.734111755
contig#43453	-0.396774939	2.213266161	-1.646102562	0.122258688	0.99977959	-4.734419554
contig#57543	-1.048048874	-1.78818233	-1.266335531	0.226297691	0.99977959	-4.734660511
contig#45945	0.749245988	0.076815347	1.466393328	0.164898096	0.99977959	-4.734863255
contig#17241	-0.504116641	1.71899627	-1.609024633	0.130182076	0.99977959	-4.73499454
contig#23266	0.767573188	-0.512666089	1.409457867	0.180778618	0.99977959	-4.735436364
contig#10664	1.167436984	-1.079227591	1.347332406	0.199524118	0.99977959	-4.735484158
contig#4786	-0.380864949	3.50611675	-1.728554284	0.106127148	0.99977959	-4.735639758
contig#27903	1.093056748	-2.699733856	1.167749482	0.262637243	0.99977959	-4.735744429
contig#8331	-0.312708262	5.251759266	-1.806483524	0.092633986	0.99977959	-4.735796059
contig#37134	-0.529579163	0.078060887	-1.467888991	0.164497134	0.99977959	-4.736336979
contig#14025	-0.443761347	2.170585764	-1.641391508	0.123241672	0.99977959	-4.736597628
contig#491	-0.519048056	5.934284365	-1.825844349	0.089527972	0.99977959	-4.736609066
contig#514	0.4869104	6.566293709	1.839719169	0.08735967	0.99977959	-4.736629711
contig#37435	0.939728073	-2.430572253	1.194091425	0.252512555	0.99977959	-4.736629995
contig#51364	-0.6282722	0.126279571	-1.472343861	0.163307687	0.99977959	-4.736764383
contig#23971	-1.123125657	-3.464088444	-1.091642788	0.293634758	0.99977959	-4.737224928
contig#24568	-0.730160319	0.235841348	-1.480961604	0.161027198	0.99977959	-4.737348645
contig#50144	0.729633412	-0.92238788	1.363665916	0.194448558	0.99977959	-4.737380606
contig#32576	0.658787306	1.234445465	1.565491449	0.140046001	0.99977959	-4.737625485
contig#32448	1.204290602	-2.847003595	1.150201139	0.269553098	0.99977959	-4.737658885
contig#23168	-0.784666384	0.681067092	-1.522195243	0.150482701	0.99977959	-4.737698614
contig#47553	0.797718161	-0.947305033	1.355999112	0.196817736	0.99977959	-4.738037608
contig#11091	-0.534965462	4.169925234	-1.761350676	0.100250036	0.99977959	-4.738085303
contig#33332	0.668705575	-0.31652265	1.423844775	0.176650864	0.99977959	-4.738373181
contig#30980	-0.564807856	1.632140727	-1.599462012	0.132296047	0.99977959	-4.738535403
contig#30055	-0.445745471	-0.048094379	-1.454774552	0.168040801	0.99977959	-4.738766858
contig#38370	-1.125130696	-1.379703342	-1.307971464	0.212197261	0.99977959	-4.738818329
contig#15090	-0.519390232	1.352346158	-1.577899319	0.13717139	0.99977959	-4.738861621
contig#32932	-0.667482881	-1.384252736	-1.313662376	0.210325872	0.99977959	-4.738897206
contig#37931	-0.536920101	0.058559235	-1.463839378	0.165584657	0.99977959	-4.738986228
contig#50502	0.682814645	0.191709581	1.470323753	0.163846159	0.99977959	-4.73904473
contig#21376	-1.085493703	-1.572357201	-1.291668729	0.217632237	0.99977959	-4.739084976
contig#26239	-0.587907169	1.353547775	-1.577280477	0.137313555	0.99977959	-4.739161012
contig#20413	-0.570773815	1.975135146	-1.624527222	0.126816844	0.99977959	-4.739364091
contig#55158	1.012019191	-2.111718793	1.226530255	0.240462965	0.99977959	-4.739586981
contig#16699	-1.632493027	1.305894886	-1.561854887	0.140898203	0.99977959	-4.739642041
contig#15902	-0.602265906	2.103728052	-1.633703564	0.124860515	0.99977959	-4.739697986
contig#26366	-0.680157354	2.294174775	-1.647446212	0.121979579	0.99977959	-4.739748399
contig#32749	0.553375911	1.001996223	1.546003386	0.14466476	0.99977959	-4.739790273
contig#48453	1.194032043	-1.78279704	1.257558127	0.229363155	0.99977959	-4.740065814
contig#23644	-0.855013865	-1.279613922	-1.320292267	0.208162469	0.99977959	-4.740162633
contig#24031	-0.345445699	3.020824256	-1.696471675	0.112167759	0.99977959	-4.740195718
contig#1248	0.636466427	6.986242906	1.845115162	0.086529188	0.99977959	-4.740273399
contig#23861	-1.278706871	0.49578803	-1.497628594	0.15669246	0.99977959	-4.740282054
contig#40868	0.672100987	-0.862070881	1.363324379	0.194553602	0.99977959	-4.74036896
contig#17528	0.748049821	-1.326077578	1.313996129	0.210216535	0.99977959	-4.74037609
contig#3700	0.401220568	3.490707101	1.723569306	0.107046549	0.99977959	-4.740561413
contig#19973	-0.832841328	-1.245319323	-1.326253261	0.206232668	0.99977959	-4.74058883
contig#20216	1.346123434	-0.425459253	1.404966366	0.182083463	0.99977959	-4.740593305
contig#20239	1.419422667	-0.998113431	1.340961918	0.201532651	0.99977959	-4.740667101
contig#58416	1.486589264	-2.471498407	1.184600784	0.256125008	0.99977959	-4.740753332
contig#25433	-0.917785063	-1.372774571	-1.311814938	0.210931921	0.99977959	-4.740796186
contig#48829	1.215534869	-0.948634516	1.353015211	0.197746141	0.99977959	-4.740867067
contig#7758	0.668159866	2.031168428	1.625333894	0.126643811	0.99977959	-4.741048164
contig#43161	1.010701115	-1.104103679	1.335275812	0.203339212	0.99977959	-4.741547982
contig#8836	0.582219304	1.081557183	1.549922532	0.143725619	0.99977959	-4.741748735
contig#18926	-0.639518556	0.934104944	-1.541116369	0.145843141	0.99977959	-4.741780319
contig#55431	1.59283946	-2.842097549	1.143142154	0.272373922	0.99977959	-4.741829282
contig#55125	-0.523860118	-0.748419752	-1.380097037	0.189449353	0.99977959	-4.741848521
contig#54351	1.238274063	-3.160905635	1.114279689	0.284141163	0.99977959	-4.741923716
contig#56945	1.110261919	-1.900912648	1.245756243	0.233536528	0.99977959	-4.741971799
contig#19773	0.571597901	0.765898738	1.523684892	0.15011295	0.99977959	-4.742008081
contig#14483	0.886886549	2.022578965	1.62216333	0.12732508	0.99977959	-4.742186983
contig#22074	-1.242716757	-1.065229467	-1.339674755	0.201940459	0.99977959	-4.742268275
contig#37536	-0.622068675	-1.094334549	-1.342802978	0.200950512	0.99977959	-4.742371755
contig#24334	0.689680118	2.079133701	1.628139264	0.126043642	0.99977959	-4.742626764
contig#13017	0.655828624	3.793248696	1.738084977	0.1043887	0.99977959	-4.742921967
contig#2202	1.065046716	2.796937839	1.6743414	0.116508109	0.99977959	-4.74308621
contig#30863	-0.524042326	2.645854053	-1.669009011	0.117575598	0.99977959	-4.743600821
contig#30718	-0.451624896	2.818411531	-1.680670488	0.115252072	0.99977959	-4.743981286
contig#32781	-0.777964289	0.458696421	-1.497072109	0.15683559	0.99977959	-4.744158997
contig#58492	0.689302879	-0.092994263	1.442086296	0.17152968	0.99977959	-4.744231446
contig#53484	-0.663926124	-0.166548261	-1.434458553	0.173655919	0.99977959	-4.744573736
contig#18674	-0.722900326	-0.225254607	-1.429174249	0.175141713	0.99977959	-4.744769765
contig#58323	1.116793946	-1.038519749	1.341391684	0.201396638	0.99977959	-4.744790503
contig#38056	0.747633143	0.031285693	1.457274306	0.167360468	0.99977959	-4.745348016
contig#10376	-0.557159447	1.211521024	-1.561172826	0.141058531	0.99977959	-4.745373119
contig#38746	-0.592767793	-0.284625818	-1.425056072	0.176306918	0.99977959	-4.745505136
contig#1020	-1.41945794	0.070493617	-1.451014225	0.169068555	0.99977959	-4.745663167
contig#39790	1.120388275	-1.506360546	1.284253507	0.220140844	0.99977959	-4.745988186
contig#33621	0.876412231	-0.539448506	1.393750237	0.185375808	0.99977959	-4.746005653
contig#45219	-0.861125486	-1.110369776	-1.332921818	0.204090935	0.99977959	-4.746108229
contig#7840	-1.16210392	-1.494797298	-1.290159257	0.21814104	0.99977959	-4.746124022
contig#2201	-0.386360517	4.592273803	-1.774903881	0.097906612	0.99977959	-4.746183742
contig#24313	0.856737677	-1.454188725	1.284338048	0.220112114	0.99977959	-4.746356622
contig#33589	1.074807509	-0.536827626	1.387710005	0.187169006	0.99977959	-4.746619467
contig#4055	0.710726915	1.290576114	1.563330003	0.140551988	0.99977959	-4.746691174
contig#34232	-0.605534075	-0.732654385	-1.37636059	0.190576842	0.99977959	-4.746753537
contig#2647	0.615443377	-0.760589636	1.373591734	0.191415892	0.99977959	-4.746823415
contig#48663	0.917477579	-2.01245231	1.228627845	0.239699543	0.99977959	-4.747307774
contig#42200	0.790207933	-1.312457012	1.309913443	0.211557167	0.99977959	-4.747465778
contig#29775	1.059079998	-2.045862009	1.217579099	0.243742158	0.99977959	-4.748023872
contig#55479	0.717571238	-0.80681954	1.365991636	0.193734481	0.99977959	-4.748147407
contig#22304	-0.361201705	4.185776041	-1.755321112	0.101308448	0.99977959	-4.748246522
contig#25370	0.466495794	0.358397781	1.483224524	0.160432816	0.99977959	-4.74852051
contig#1877	-0.719721081	1.835261088	-1.606993515	0.130628637	0.99977959	-4.748831762
contig#14873	-0.774300015	0.278692302	-1.476252507	0.162270022	0.99977959	-4.748863836
contig#2717	-1.037586502	1.25807506	-1.56073004	0.141162698	0.99977959	-4.748868044
contig#27736	-0.466477848	0.638491992	-1.509946295	0.153552387	0.99977959	-4.749066914
contig#40988	0.535601501	-0.644525158	1.383278097	0.188493763	0.99977959	-4.74916059
contig#45011	0.627687111	-0.297816493	1.418481794	0.178180353	0.99977959	-4.749213581
contig#55212	-0.630205884	0.214815352	-1.469704027	0.164011648	0.99977959	-4.749383661
contig#40272	1.108276292	0.415780435	1.481707222	0.160831149	0.99977959	-4.749554255
contig#38536	-0.933420436	-1.318751711	-1.304333272	0.213400625	0.99977959	-4.749575722
contig#48225	1.146443667	-3.354426283	1.085295059	0.296338924	0.99977959	-4.749888126
contig#46679	0.797062475	-1.563890138	1.278003056	0.222273256	0.99977959	-4.749938127
contig#18445	-1.340399206	0.258912877	-1.462808854	0.165862361	0.99977959	-4.749949509
contig#39769	-0.878016808	-0.549825367	-1.391966564	0.185903863	0.99977959	-4.750084842
contig#53312	-0.983674421	-2.310725496	-1.192609617	0.253073969	0.99977959	-4.750246894
contig#26320	-1.201307945	-2.343341107	-1.184424983	0.256192298	0.99977959	-4.750327458
contig#21543	-0.326929772	4.002776963	-1.74497591	0.103147447	0.99977959	-4.750341456
contig#10162	0.734067629	0.848989034	1.52246051	0.150416802	0.99977959	-4.750873734
contig#35836	-0.835273612	-1.989921513	-1.2262322	0.240571597	0.99977959	-4.751041409
contig#34664	1.144114684	-1.931702791	1.221609382	0.242261396	0.99977959	-4.751091928
contig#21721	0.916647242	-2.042104685	1.22129746	0.242375747	0.99977959	-4.751185275
contig#25978	0.841973637	-0.737140618	1.361787799	0.19502677	0.99977959	-4.751292309
contig#42483	0.993990481	0.071235832	1.451104158	0.169043914	0.99977959	-4.751387085
contig#3414	-0.53946722	3.446033693	-1.713688735	0.10888959	0.99977959	-4.75152034
contig#718	0.482170507	2.359289816	1.642774292	0.122952439	0.99977959	-4.751568585
contig#19209	-0.672502031	-0.377663739	-1.40842826	0.18107705	0.99977959	-4.751701989
contig#48899	0.728371198	-1.224712888	1.318570323	0.208722627	0.99977959	-4.75191015
contig#13102	-0.661339588	0.843709402	-1.524987424	0.149790274	0.99977959	-4.752149741
contig#55785	-0.57286156	1.620182247	-1.587901744	0.134890996	0.99977959	-4.752447197
contig#23321	0.477076443	1.951917734	1.61218586	0.129489667	0.99977959	-4.752646125
contig#44284	1.147084205	-2.149868076	1.205315191	0.248291483	0.99977959	-4.752672101
contig#17748	0.804626647	-0.420344658	1.402725112	0.182737476	0.99977959	-4.752683294
contig#33102	-0.727762751	-0.719553416	-1.369492283	0.192663695	0.99977959	-4.752784305
contig#23106	0.83755394	-0.22460094	1.415949653	0.178906301	0.99977959	-4.752794667
contig#16895	0.710139785	-0.818864639	1.35932728	0.195786404	0.99977959	-4.752969451
contig#9262	0.857057438	3.671235398	1.722646466	0.107217519	0.99977959	-4.753298809
contig#8918	0.990127805	-1.094126548	1.322994892	0.20728573	0.99977959	-4.753783316
contig#11277	-0.532341339	0.602171387	-1.502877994	0.155347707	0.99977959	-4.753891333
contig#45920	-0.635576578	-0.195112213	-1.423694443	0.176693589	0.99977959	-4.754219968
contig#38524	0.968605221	0.287592645	1.469560638	0.164049959	0.99977959	-4.754349962
contig#48845	0.816046661	-1.579457086	1.268336886	0.225603294	0.99977959	-4.754425124
contig#9501	-0.963871442	-3.439301408	-1.06656238	0.304426962	0.99977959	-4.754754866
contig#46855	1.323975927	0.025564207	1.433056058	0.174049237	0.99977959	-4.754930449
contig#11634	-0.64394468	-0.615363286	-1.381777042	0.188944186	0.99977959	-4.755259864
contig#54277	-1.125264753	-1.580518191	-1.271321336	0.224570939	0.99977959	-4.755384037
contig#21235	-0.473957081	1.336798178	-1.56390612	0.140416969	0.99977959	-4.755446683
contig#17407	0.647425562	0.241258554	1.465183106	0.165223135	0.99977959	-4.755537505
contig#47777	1.045403663	-1.713537712	1.248311852	0.232627775	0.99977959	-4.755764787
contig#56202	-1.018682603	-1.668590491	-1.252560949	0.231123006	0.99977959	-4.755784886
contig#41204	0.606245438	-0.490846815	1.394842367	0.185053092	0.99977959	-4.755939154
contig#57495	-1.294023465	-2.625750696	-1.142781011	0.272518839	0.99977959	-4.756211131
contig#39628	0.858656859	0.974335392	1.526431753	0.149433159	0.99977959	-4.756866977
contig#29213	0.630476035	0.110299018	1.453535461	0.168378886	0.99977959	-4.756882568
contig#19609	1.683572109	-2.127173765	1.200649418	0.2500395	0.99977959	-4.756888166
contig#48860	-0.862028524	-1.765698446	-1.246712005	0.23319634	0.99977959	-4.757009957
contig#56807	1.391640961	-2.533530483	1.157484927	0.266665843	0.99977959	-4.757441973
contig#17050	-0.53406742	1.32642446	-1.561281974	0.141032864	0.99977959	-4.757496875
contig#39643	-0.906194466	-1.452916103	-1.280159266	0.221535791	0.99977959	-4.757578494
contig#46416	-0.798562332	-1.767493964	-1.249140983	0.232333543	0.99977959	-4.757658778
contig#3674	0.417104005	4.933795389	1.779682826	0.097091966	0.99977959	-4.757740929
contig#42421	0.955144005	-2.026179442	1.210823843	0.246239929	0.99977959	-4.757820428
contig#37358	1.128956426	-2.977907651	1.110612459	0.285663303	0.99977959	-4.757822289
contig#16751	1.187825915	3.936508057	1.731821655	0.105528311	0.99977959	-4.757946542
contig#25479	0.741144716	0.015708806	1.442288759	0.171473539	0.99977959	-4.758132988
contig#21031	-1.621667863	-2.802040464	-1.124515699	0.279924843	0.99977959	-4.758196024
contig#3471	-0.405425586	2.173783734	-1.625749465	0.12655475	0.99977959	-4.7582866
contig#13031	0.768433601	-0.640801636	1.368635725	0.192925253	0.99977959	-4.758306262
contig#27885	0.478491435	0.544773742	1.492375581	0.158047939	0.99977959	-4.758517048
contig#12081	-0.405104359	0.906435205	-1.525763718	0.149598243	0.99977959	-4.758802938
contig#35828	0.754950013	-1.48702721	1.279416414	0.22178964	0.99977959	-4.758838078
contig#46296	-0.670526552	-1.548242089	-1.274786949	0.223376854	0.99977959	-4.759110521
contig#19563	0.988253971	-1.577320069	1.261874313	0.227851669	0.99977959	-4.759126661
contig#24789	1.200712971	-2.663187737	1.142128959	0.272780639	0.99977959	-4.759145626
contig#38368	0.680413481	-0.879704232	1.348741833	0.199081946	0.99977959	-4.759179162
contig#6026	0.420247574	3.043967144	1.683412682	0.114711553	0.99977959	-4.759219378
contig#48722	-1.601894609	-0.153514491	-1.419492021	0.177891409	0.99977959	-4.759240409
contig#39298	-0.866225324	-1.908016717	-1.228359	0.239797283	0.99977959	-4.759326276
contig#26460	0.65538518	0.229749397	1.46140343	0.16624172	0.99977959	-4.759412375
contig#14260	-0.396413124	3.141137715	-1.689997163	0.113422708	0.99977959	-4.759656778
contig#51268	0.794516039	0.354091248	1.471028676	0.163658089	0.99977959	-4.759740809
